Long Station Name,Short Station Name,Station Number,Sample Code,Collection Date,Analyte,CAS Reg. Number,Result,Rpt Limit,Units,Method,Depth,Matrix,Purpose,Parent Sample,Description,Notes
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0198A0004,01/07/1998 11:48,"Dissolved Calcium",7440702,11.8,1,mg/L,"EPA 200.7 (D)",1 Meters,"Water, Natural",Normal Sample,0,"C980004"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0198A0004,01/07/1998 11:48,"Dissolved Chloride",16887006,7,1,mg/L,"EPA 325.2",1 Meters,"Water, Natural",Normal Sample,0,"C980004"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0198A0004,01/07/1998 11:48,"Chloroform",67663,260,10,?g/L,"DWR THMFP (Reactivity)",1 Meters,"Water, Natural",Normal Sample,0,"C980004"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0198A0004,01/07/1998 11:48,"Chloroform",67663,800,10,?g/L,"DWR THMFP (Buffered)",1 Meters,"Water, Natural",Normal Sample,0,"C980004"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0198A0004,01/07/1998 11:48,"Specific Conductance (EC)",0,151,1,?S/cm@25?C,"Std Method 2510-B",1 Meters,"Water, Natural",Normal Sample,0,"C980004"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0198A0004,01/07/1998 11:48,"Dibromoacetic Acid (DBAA)",631641,< R.L.,1,?g/L,"DWR HAAFP (Reactivity)",1 Meters,"Water, Natural",Normal Sample,0,"C980004"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0198A0004,01/07/1998 11:48,"Dibromochloromethane",124481,< R.L.,10,?g/L,"DWR THMFP (Reactivity)",1 Meters,"Water, Natural",Normal Sample,0,"C980004"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0198A0004,01/07/1998 11:48,"Dibromochloromethane",124481,< R.L.,10,?g/L,"DWR THMFP (Buffered)",1 Meters,"Water, Natural",Normal Sample,0,"C980004"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0198A0004,01/07/1998 11:48,"Dichloroacetic Acid (DCAA)",79436,52,1,?g/L,"DWR HAAFP (Reactivity)",1 Meters,"Water, Natural",Normal Sample,0,"C980004"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0198A0004,01/07/1998 11:48,"Hardness",0,55,1,mg/L as CaCO3,"Std Method 2340 B",1 Meters,"Water, Natural",Normal Sample,0,"C980004"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0198A0004,01/07/1998 11:48,"Dissolved Magnesium",7439954,6.29,1,mg/L,"EPA 200.7 (D)",1 Meters,"Water, Natural",Normal Sample,0,"C980004"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0198A0004,01/07/1998 11:48,"Methyl tert-butyl ether (MTBE)",1634044,< R.L.,1,?g/L,"EPA 502.2",1 Meters,"Water, Natural",Normal Sample,0,"C980004"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0198A0004,01/07/1998 11:48,"Monobromoacetic Acid (MBAA)",79083,< R.L.,1,?g/L,"DWR HAAFP (Reactivity)",1 Meters,"Water, Natural",Normal Sample,0,"C980004"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0198A0004,01/07/1998 11:48,"Monochloroacetic Acid (MCAA)",79118,< R.L.,1,?g/L,"DWR HAAFP (Reactivity)",1 Meters,"Water, Natural",Normal Sample,0,"C980004"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0198A0004,01/07/1998 11:48,"Dissolved Organic Carbon",0,3,0.1,mg/L as C,"EPA 415.1 (D) Ox",1 Meters,"Water, Natural",Normal Sample,0,"C980004"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0198A0004,01/07/1998 11:48,"Dissolved Potassium",7440097,1.76,0.5,mg/L,"EPA 200.7 (D)",1 Meters,"Water, Natural",Normal Sample,0,"C980004"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0198A0004,01/07/1998 11:48,"Dissolved Sodium",7440235,8.93,1,mg/L,"EPA 200.7 (D)",1 Meters,"Water, Natural",Normal Sample,0,"C980004"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0198A0004,01/07/1998 11:48,"Total Dissolved Solids",0,88,1,mg/L,"Std Method 2540 C",1 Meters,"Water, Natural",Normal Sample,0,"C980004"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0198A0004,01/07/1998 11:48,"Trichloroacetic Acid (TCAA)",76039,98,1,?g/L,"DWR HAAFP (Reactivity)",1 Meters,"Water, Natural",Normal Sample,0,"C980004"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0198A0004,01/07/1998 11:48,"Turbidity",0,36.1,1,N.T.U.,"EPA 180.1",1 Meters,"Water, Natural",Normal Sample,0,"C980004"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0198A0004,01/07/1998 11:48,"UV Absorbance @254nm",0,0.103,0.001,absorbance/cm,"Std Method 5910B DWR Modified",1 Meters,"Water, Natural",Normal Sample,0,"C980004"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0198A0004,01/07/1998 11:48,"pH",0,7.9,0.1,pH Units,"Std Method 2320 B",1 Meters,"Water, Natural",Normal Sample,0,"C980004"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0198A0004,01/07/1998 11:48,Field Specific Conductance (EC),0,2210,1,?S/cm@25?C,EPA 120.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,"C980004"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0198A0004,01/07/1998 11:48,Field Dissolved Oxygen,0,10.8,0.1,mg/L,EPA 360.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,"C980004"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0198A0004,01/07/1998 11:48,Field Water Temperature,0,9,0.1,?C,EPA 170.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,"C980004"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0198A0004,01/07/1998 11:48,Field Turbidity,0,50,1,N.T.U.,Turbidity, Compensated, Field,1 Meters,"Water, Natural",Normal Sample,0,"C980004"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0198A0004,01/07/1998 11:48,Field pH,0,6.5,0.1,pH Units,EPA 150.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,"C980004"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0298A1769,02/03/1998 12:15,"*No Lab Analyses (Field Measures Only)",0,N.S.,, ,"Std Method 4500-NO3-F (28Day)",1 Meters,"Water, Natural",Normal Sample,0,"C980104"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0298A1769,02/03/1998 12:15,"Total Alkalinity",471341,48,1,mg/L as CaCO3,"Std Method 2320 B",1 Meters,"Water, Natural",Normal Sample,0,"C980104"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0298A1769,02/03/1998 12:15,"Dissolved Ammonia",7664417,0.03,0.01,mg/L as N,"EPA 350.1",1 Meters,"Water, Natural",Normal Sample,0,"C980104"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0298A1769,02/03/1998 12:15,"Dissolved Boron",7440428,< R.L.,0.1,mg/L,"EPA 200.7 (D)",1 Meters,"Water, Natural",Normal Sample,0,"C980104"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0298A1769,02/03/1998 12:15,"Dissolved Bromide",24959679,< R.L.,0.01,mg/L,"EPA 300.0 28d Hold",1 Meters,"Water, Natural",Normal Sample,0,"C980104"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0298A1769,02/03/1998 12:15,"Bromochloroacetic Acid (BCAA)",5589963,< R.L.,1,?g/L,"DWR HAAFP (Reactivity)",1 Meters,"Water, Natural",Normal Sample,0,"C980104"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0298A1769,02/03/1998 12:15,"Bromodichloromethane",75274,< R.L.,10,?g/L,"DWR THMFP (Reactivity)",1 Meters,"Water, Natural",Normal Sample,0,"C980104"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0298A1769,02/03/1998 12:15,"Bromodichloromethane",75274,< R.L.,10,?g/L,"DWR THMFP (Buffered)",1 Meters,"Water, Natural",Normal Sample,0,"C980104"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0298A1769,02/03/1998 12:15,"Bromoform",75252,< R.L.,10,?g/L,"DWR THMFP (Reactivity)",1 Meters,"Water, Natural",Normal Sample,0,"C980104"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0298A1769,02/03/1998 12:15,"Bromoform",75252,< R.L.,10,?g/L,"DWR THMFP (Buffered)",1 Meters,"Water, Natural",Normal Sample,0,"C980104"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0298A1769,02/03/1998 12:15,"Dissolved Calcium",7440702,9.9,1,mg/L,"EPA 200.7 (D)",1 Meters,"Water, Natural",Normal Sample,0,"C980104"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0298A1769,02/03/1998 12:15,"Dissolved Chloride",16887006,3,1,mg/L,"EPA 325.2",1 Meters,"Water, Natural",Normal Sample,0,"C980104"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0298A1769,02/03/1998 12:15,"Chloroform",67663,240,10,?g/L,"DWR THMFP (Reactivity)",1 Meters,"Water, Natural",Normal Sample,0,"C980104"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0298A1769,02/03/1998 12:15,"Chloroform",67663,360,10,?g/L,"DWR THMFP (Buffered)",1 Meters,"Water, Natural",Normal Sample,0,"C980104"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0298A1769,02/03/1998 12:15,"Specific Conductance (EC)",0,115,1,?S/cm@25?C,"Std Method 2510-B",1 Meters,"Water, Natural",Normal Sample,0,"C980104"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0298A1769,02/03/1998 12:15,"Specific Conductance (EC)",0,115,1,?S/cm@25?C,"Std Method 2510-B",1 Meters,"Water, Natural",Normal Sample,0,"C980104"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0298A1769,02/03/1998 12:15,"Dibromoacetic Acid (DBAA)",631641,< R.L.,1,?g/L,"DWR HAAFP (Reactivity)",1 Meters,"Water, Natural",Normal Sample,0,"C980104"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0298A1769,02/03/1998 12:15,"Dibromochloromethane",124481,< R.L.,10,?g/L,"DWR THMFP (Reactivity)",1 Meters,"Water, Natural",Normal Sample,0,"C980104"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0298A1769,02/03/1998 12:15,"Dibromochloromethane",124481,< R.L.,10,?g/L,"DWR THMFP (Buffered)",1 Meters,"Water, Natural",Normal Sample,0,"C980104"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0298A1769,02/03/1998 12:15,"Dichloroacetic Acid (DCAA)",79436,59,1,?g/L,"DWR HAAFP (Reactivity)",1 Meters,"Water, Natural",Normal Sample,0,"C980104"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0298A1769,02/03/1998 12:15,"Hardness",0,45,1,mg/L as CaCO3,"Std Method 2340 B",1 Meters,"Water, Natural",Normal Sample,0,"C980104"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0298A1769,02/03/1998 12:15,"Dissolved Magnesium",7439954,4.91,1,mg/L,"EPA 200.7 (D)",1 Meters,"Water, Natural",Normal Sample,0,"C980104"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0298A1769,02/03/1998 12:15,"Methyl tert-butyl ether (MTBE)",1634044,< R.L.,1,?g/L,"EPA 502.2",1 Meters,"Water, Natural",Normal Sample,0,"C980104"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0298A1769,02/03/1998 12:15,"Monobromoacetic Acid (MBAA)",79083,< R.L.,1,?g/L,"DWR HAAFP (Reactivity)",1 Meters,"Water, Natural",Normal Sample,0,"C980104"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0298A1769,02/03/1998 12:15,"Monochloroacetic Acid (MCAA)",79118,< R.L.,1,?g/L,"DWR HAAFP (Reactivity)",1 Meters,"Water, Natural",Normal Sample,0,"C980104"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0298A1769,02/03/1998 12:15,"Dissolved Organic Carbon",0,2.9,0.1,mg/L as C,"EPA 415.1 (D) Ox",1 Meters,"Water, Natural",Normal Sample,0,"C980104"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0298A1769,02/03/1998 12:15,"Dissolved Potassium",7440097,1.52,0.5,mg/L,"EPA 200.7 (D)",1 Meters,"Water, Natural",Normal Sample,0,"C980104"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0298A1769,02/03/1998 12:15,"Dissolved Sodium",7440235,5.55,1,mg/L,"EPA 200.7 (D)",1 Meters,"Water, Natural",Normal Sample,0,"C980104"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0298A1769,02/03/1998 12:15,"Total Dissolved Solids",0,74,1,mg/L,"Std Method 2540 C",1 Meters,"Water, Natural",Normal Sample,0,"C980104"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0298A1769,02/03/1998 12:15,"Total Dissolved Solids",0,75,1,mg/L,"Std Method 2540 C",1 Meters,"Water, Natural",Normal Sample,0,"C980104"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0298A1769,02/03/1998 12:15,"Dissolved Sulfate",14808798,4,1,mg/L,"EPA 375.2",1 Meters,"Water, Natural",Normal Sample,0,"C980104"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0298A1769,02/03/1998 12:15,"Trichloroacetic Acid (TCAA)",76039,90,1,?g/L,"DWR HAAFP (Reactivity)",1 Meters,"Water, Natural",Normal Sample,0,"C980104"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0298A1769,02/03/1998 12:15,"Turbidity",0,60.6,1,N.T.U.,"EPA 180.1",1 Meters,"Water, Natural",Normal Sample,0,"C980104"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0298A1769,02/03/1998 12:15,"UV Absorbance @254nm",0,0.098,0.001,absorbance/cm,"Std Method 5910B DWR Modified",1 Meters,"Water, Natural",Normal Sample,0,"C980104"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0298A1769,02/03/1998 12:15,"UV Absorbance @254nm",0,0.098,0.001,absorbance/cm,"Std Method 5910B DWR Modified",1 Meters,"Water, Natural",Normal Sample,0,"C980104"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0298A1769,02/03/1998 12:15,"pH",0,7.7,0.1,pH Units,"Std Method 2320 B",1 Meters,"Water, Natural",Normal Sample,0,"C980104"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0298A1769,02/03/1998 12:15,Field Specific Conductance (EC),0,121,1,?S/cm@25?C,EPA 120.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,"C980104"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0298A1769,02/03/1998 12:15,Field Dissolved Oxygen,0,10.2,0.1,mg/L,EPA 360.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,"C980104"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0298A1769,02/03/1998 12:15,Field Water Temperature,0,11.1,0.1,?C,EPA 170.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,"C980104"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0298A1769,02/03/1998 12:15,Field Turbidity,0,77,1,N.T.U.,Turbidity, Compensated, Field,1 Meters,"Water, Natural",Normal Sample,0,"C980104"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0298A1769,02/03/1998 12:15,Field pH,0,6.8,0.1,pH Units,EPA 150.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,"C980104"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0398A0034,03/02/1998 13:30,"*No Lab Analyses (Field Measures Only)",0,N.S.,, ,"Std Method 4500-NO3-F",1 Meters,"Water, Natural",Normal Sample,0,"C980183"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0398A0034,03/02/1998 13:30,"Total Alkalinity",471341,50,1,mg/L as CaCO3,"Std Method 2320 B",1 Meters,"Water, Natural",Normal Sample,0,"C980183"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0398A0034,03/02/1998 13:30,"Dissolved Ammonia",7664417,< R.L.,0.01,mg/L as N,"EPA 350.1",1 Meters,"Water, Natural",Normal Sample,0,"C980183"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0398A0034,03/02/1998 13:30,"Dissolved Boron",7440428,< R.L.,0.1,mg/L,"EPA 200.7 (D)",1 Meters,"Water, Natural",Normal Sample,0,"C980183"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0398A0034,03/02/1998 13:30,"Dissolved Bromide",24959679,< R.L.,0.01,mg/L,"EPA 300.0 28d Hold",1 Meters,"Water, Natural",Normal Sample,0,"C980183"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0398A0034,03/02/1998 13:30,"Bromochloroacetic Acid (BCAA)",5589963,2.8,1,?g/L,"DWR HAAFP (Reactivity)",1 Meters,"Water, Natural",Normal Sample,0,"C980183"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0398A0034,03/02/1998 13:30,"Bromodichloromethane",75274,< R.L.,10,?g/L,"DWR THMFP (Reactivity)",1 Meters,"Water, Natural",Normal Sample,0,"C980183"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0398A0034,03/02/1998 13:30,"Bromodichloromethane",75274,< R.L.,10,?g/L,"DWR THMFP (Buffered)",1 Meters,"Water, Natural",Normal Sample,0,"C980183"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0398A0034,03/02/1998 13:30,"Bromoform",75252,< R.L.,10,?g/L,"DWR THMFP (Reactivity)",1 Meters,"Water, Natural",Normal Sample,0,"C980183"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0398A0034,03/02/1998 13:30,"Bromoform",75252,< R.L.,10,?g/L,"DWR THMFP (Buffered)",1 Meters,"Water, Natural",Normal Sample,0,"C980183"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0398A0034,03/02/1998 13:30,"Dissolved Calcium",7440702,11.2,1,mg/L,"EPA 200.7 (D)",1 Meters,"Water, Natural",Normal Sample,0,"C980183"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0398A0034,03/02/1998 13:30,"Dissolved Chloride",16887006,2,1,mg/L,"EPA 325.2",1 Meters,"Water, Natural",Normal Sample,0,"C980183"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0398A0034,03/02/1998 13:30,"Chloroform",67663,120,10,?g/L,"DWR THMFP (Reactivity)",1 Meters,"Water, Natural",Normal Sample,0,"C980183"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0398A0034,03/02/1998 13:30,"Chloroform",67663,180,10,?g/L,"DWR THMFP (Buffered)",1 Meters,"Water, Natural",Normal Sample,0,"C980183"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0398A0034,03/02/1998 13:30,"Specific Conductance (EC)",0,120,1,?S/cm@25?C,"Std Method 2510-B",1 Meters,"Water, Natural",Normal Sample,0,"C980183"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0398A0034,03/02/1998 13:30,"Dibromoacetic Acid (DBAA)",631641,< R.L.,1,?g/L,"DWR HAAFP (Reactivity)",1 Meters,"Water, Natural",Normal Sample,0,"C980183"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0398A0034,03/02/1998 13:30,"Dibromochloromethane",124481,< R.L.,10,?g/L,"DWR THMFP (Reactivity)",1 Meters,"Water, Natural",Normal Sample,0,"C980183"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0398A0034,03/02/1998 13:30,"Dibromochloromethane",124481,< R.L.,10,?g/L,"DWR THMFP (Buffered)",1 Meters,"Water, Natural",Normal Sample,0,"C980183"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0398A0034,03/02/1998 13:30,"Dichloroacetic Acid (DCAA)",79436,34,1,?g/L,"DWR HAAFP (Reactivity)",1 Meters,"Water, Natural",Normal Sample,0,"C980183"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0398A0034,03/02/1998 13:30,"Hardness",0,50,1,mg/L as CaCO3,"Std Method 2340 B",1 Meters,"Water, Natural",Normal Sample,0,"C980183"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0398A0034,03/02/1998 13:30,"Dissolved Magnesium",7439954,5.33,1,mg/L,"EPA 200.7 (D)",1 Meters,"Water, Natural",Normal Sample,0,"C980183"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0398A0034,03/02/1998 13:30,"Methyl tert-butyl ether (MTBE)",1634044,< R.L.,1,?g/L,"EPA 502.2",1 Meters,"Water, Natural",Normal Sample,0,"C980183"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0398A0034,03/02/1998 13:30,"Monobromoacetic Acid (MBAA)",79083,< R.L.,1,?g/L,"DWR HAAFP (Reactivity)",1 Meters,"Water, Natural",Normal Sample,0,"C980183"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0398A0034,03/02/1998 13:30,"Monochloroacetic Acid (MCAA)",79118,< R.L.,1,?g/L,"DWR HAAFP (Reactivity)",1 Meters,"Water, Natural",Normal Sample,0,"C980183"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0398A0034,03/02/1998 13:30,"Dissolved Organic Carbon",0,1.5,0.1,mg/L as C,"EPA 415.1 (D) Ox",1 Meters,"Water, Natural",Normal Sample,0,"C980183"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0398A0034,03/02/1998 13:30,"Dissolved Potassium",7440097,0.94,0.5,mg/L,"EPA 200.7 (D)",1 Meters,"Water, Natural",Normal Sample,0,"C980183"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0398A0034,03/02/1998 13:30,"Dissolved Sodium",7440235,5.14,1,mg/L,"EPA 200.7 (D)",1 Meters,"Water, Natural",Normal Sample,0,"C980183"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0398A0034,03/02/1998 13:30,"Total Dissolved Solids",0,84,1,mg/L,"Std Method 2540 C",1 Meters,"Water, Natural",Normal Sample,0,"C980183"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0398A0034,03/02/1998 13:30,"Dissolved Sulfate",14808798,5,1,mg/L,"EPA 375.2",1 Meters,"Water, Natural",Normal Sample,0,"C980183"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0398A0034,03/02/1998 13:30,"Trichloroacetic Acid (TCAA)",76039,47,1,?g/L,"DWR HAAFP (Reactivity)",1 Meters,"Water, Natural",Normal Sample,0,"C980183"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0398A0034,03/02/1998 13:30,"Turbidity",0,43.8,1,N.T.U.,"EPA 180.1",1 Meters,"Water, Natural",Normal Sample,0,"C980183"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0398A0034,03/02/1998 13:30,"Turbidity",0,44.2,1,N.T.U.,"EPA 180.1",1 Meters,"Water, Natural",Normal Sample,0,"C980183"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0398A0034,03/02/1998 13:30,"UV Absorbance @254nm",0,0.046,0.001,absorbance/cm,"Std Method 5910B DWR Modified",1 Meters,"Water, Natural",Normal Sample,0,"C980183"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0398A0034,03/02/1998 13:30,"pH",0,7.6,0.1,pH Units,"Std Method 2320 B",1 Meters,"Water, Natural",Normal Sample,0,"C980183"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0398A0034,03/02/1998 13:30,Field Specific Conductance (EC),0,135,1,?S/cm@25?C,EPA 120.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,"C980183"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0398A0034,03/02/1998 13:30,Field Dissolved Oxygen,0,9.9,0.1,mg/L,EPA 360.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,"C980183"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0398A0034,03/02/1998 13:30,Field Water Temperature,0,12.6,0.1,?C,EPA 170.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,"C980183"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0398A0034,03/02/1998 13:30,Field Turbidity,0,56,1,N.T.U.,Turbidity, Compensated, Field,1 Meters,"Water, Natural",Normal Sample,0,"C980183"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CA0398A0034,03/02/1998 13:30,Field pH,0,7.5,0.1,pH Units,EPA 150.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,"C980183"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0498A0340,04/06/1998 12:15,"*No Lab Analyses (Field Measures Only)",0,N.S.,, ,"Std Method 4500-NO3-F",1 Meters,"Water, Natural",Normal Sample,0,"AO340"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0498A0340,04/06/1998 12:15,"Total Alkalinity",471341,55,1,mg/L as CaCO3,"Std Method 2320 B",1 Meters,"Water, Natural",Normal Sample,0,"AO340"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0498A0340,04/06/1998 12:15,"Dissolved Ammonia",7664417,0.01,0.01,mg/L as N,"EPA 350.1",1 Meters,"Water, Natural",Normal Sample,0,"AO340"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0498A0340,04/06/1998 12:15,"Dissolved Boron",7440428,< R.L.,0.1,mg/L,"EPA 200.7 (D)",1 Meters,"Water, Natural",Normal Sample,0,"AO340"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0498A0340,04/06/1998 12:15,"Dissolved Bromide",24959679,0.01,0.01,mg/L,"EPA 300.0 28d Hold",1 Meters,"Water, Natural",Normal Sample,0,"AO340"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0498A0340,04/06/1998 12:15,"Bromochloroacetic Acid (BCAA)",5589963,< R.L.,1,?g/L,"DWR HAAFP (Reactivity)",1 Meters,"Water, Natural",Normal Sample,0,"AO340"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0498A0340,04/06/1998 12:15,"Bromodichloromethane",75274,< R.L.,10,?g/L,"DWR THMFP (Reactivity)",1 Meters,"Water, Natural",Normal Sample,0,"AO340"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0498A0340,04/06/1998 12:15,"Bromodichloromethane",75274,< R.L.,10,?g/L,"DWR THMFP (Buffered)",1 Meters,"Water, Natural",Normal Sample,0,"AO340"
