Date,DRP** mg/L P,Flow_gal,Month,NH3 mg/L N,NO2 mg/L N,NO3 mg/L N,PO4 mg/L P,SKN mg/L N,TDN mg/L N,TDP mg/L P,TKN mg/L N,TN mg/L N,TP mg/L P,TSS mg/L,Year,flow mgd,pH,peak_flow mgd,temperature degC,urea* mg/L N
2009-09-03,,28440000.0,9.0,23.8,,,0.52,,,,,,,11.0,2009.0,28.0,7.44,,25.0,
2009-09-04,,28380000.0,9.0,24.4,,,0.52,,,,,,,11.0,2009.0,28.0,7.45,,24.5,
2009-09-05,,27900000.0,9.0,25.5,,,0.52,,,,,,,11.0,2009.0,28.0,7.62,,24.8,
2009-09-06,,28800000.0,9.0,24.9,,,0.52,,,,,,,11.0,2009.0,29.0,7.49,,26.4,
2009-09-07,,28000000.0,9.0,25.2,,,0.52,,,,,,,11.0,2009.0,28.0,7.45,,26.0,
2009-09-08,,30270000.0,9.0,22.8,0.69,2.41,0.52,,,,,,1.44,10.0,2009.0,30.0,7.46,,25.0,
2009-09-09,,30400000.0,9.0,24.4,,,0.52,,,,,,,8.0,2009.0,30.0,7.44,,24.8,
2009-09-10,,29700000.0,9.0,26.3,,,0.52,,,,,,,8.0,2009.0,30.0,7.47,,24.8,
2009-09-11,,29300000.0,9.0,27.2,,,0.52,,,,,,,9.0,2009.0,29.0,7.48,,24.7,
2009-09-12,,27900000.0,9.0,26.9,,,0.52,,,,,,,11.0,2009.0,28.0,7.54,,24.7,
2009-09-13,,29430000.0,9.0,28.0,,,0.52,,,,,,,11.0,2009.0,29.0,7.48,,26.3,
2009-09-14,,31280000.0,9.0,28.6,0.19,,0.52,,,,,,1.78,9.0,2009.0,31.0,7.54,,21.5,
2009-09-15,,31900000.0,9.0,26.0,,,0.52,,,,,,,10.0,2009.0,32.0,7.43,,24.3,
2009-09-16,,29600000.0,9.0,26.3,,,0.52,,,,,,,8.0,2009.0,30.0,7.48,,24.7,
2009-09-17,,25100000.0,9.0,26.3,,,0.52,,,,,,,10.0,2009.0,25.0,7.49,,24.0,
2009-09-18,,26200000.0,9.0,26.9,,,0.52,,,,,,,9.0,2009.0,26.0,7.46,,25.5,
2009-09-19,,25800000.0,9.0,28.3,,,0.52,,,,,,,12.0,2009.0,26.0,7.49,,25.5,
2009-09-20,,26700000.0,9.0,28.0,,,0.52,,,,,,,12.0,2009.0,27.0,7.46,,27.1,
2009-09-21,,28400000.0,9.0,25.2,0.35,1.25,0.52,,,,,,2.14,14.0,2009.0,28.0,7.54,,25.4,
2009-09-22,,28600000.0,9.0,24.9,0.46,1.22,0.52,,,,,,2.03,12.0,2009.0,29.0,7.45,,23.0,
2009-09-23,,29600000.0,9.0,26.0,0.54,1.32,0.52,,,,,,1.99,12.0,2009.0,30.0,7.54,,23.5,
2009-09-24,,32910000.0,9.0,26.4,0.46,0.77,0.52,,,,,,1.89,10.0,2009.0,33.0,7.51,,24.4,
2009-09-25,,30210000.0,9.0,27.2,0.85,0.5,0.52,,,,,,1.74,10.0,2009.0,30.0,7.49,,24.3,
2009-09-26,,32560000.0,9.0,24.8,,,0.52,,,,,,,10.0,2009.0,33.0,7.46,,26.3,
2009-09-27,,29690000.0,9.0,24.9,,,0.52,,,,,,,6.0,2009.0,30.0,7.48,,27.5,
2009-09-28,,29100000.0,9.0,22.6,1.06,0.79,0.52,,,,,,1.29,8.0,2009.0,29.0,7.51,,20.1,
2009-09-29,,29300000.0,9.0,24.4,1.25,0.69,0.52,,,,,,1.26,8.0,2009.0,29.0,7.56,,21.5,
2009-09-30,,31900000.0,9.0,25.5,1.36,0.7,0.52,,,,,,1.18,7.0,2009.0,32.0,7.54,,20.5,
2009-10-01,,30300000.0,10.0,24.2,1.56,1.06,0.52,,,,,,1.16,8.0,2009.0,30.0,7.56,,20.5,
2009-10-02,,29300000.0,10.0,24.1,1.37,0.9,0.52,,,,,,1.15,11.0,2009.0,29.0,7.57,,24.1,
2009-10-03,,31100000.0,10.0,25.2,,,0.52,,,,,,,10.0,2009.0,31.0,7.59,,24.5,
2009-10-04,,31600000.0,10.0,26.0,,,0.52,,,,,,,12.0,2009.0,32.0,7.49,,24.0,
2009-10-05,,32400000.0,10.0,25.1,1.46,1.19,0.52,,,,28.7,,1.33,11.0,2009.0,32.0,7.43,,23.2,
2009-10-06,,30900000.0,10.0,24.9,1.38,1.37,0.52,,,,,,1.3,16.0,2009.0,31.0,7.55,,21.5,
2009-10-07,,30200000.0,10.0,27.4,0.52,0.59,0.52,,,,,,1.01,8.0,2009.0,30.0,7.53,,23.9,
2009-10-08,,31400000.0,10.0,28.0,0.37,0.69,0.52,,,,,,1.15,8.0,2009.0,31.0,7.46,,23.1,
2009-10-09,,31500000.0,10.0,27.7,0.36,0.72,0.52,,,,,,1.27,9.0,2009.0,32.0,7.45,,22.5,
2009-10-10,,30500000.0,10.0,26.9,,,0.52,,,,,,,11.0,2009.0,31.0,7.49,,24.5,
2009-10-11,,32100000.0,10.0,28.6,,,0.52,,,,,,,11.0,2009.0,32.0,7.5,,24.8,
2009-10-12,,32400000.0,10.0,26.0,0.21,0.88,0.52,,,,,,1.39,11.0,2009.0,32.0,7.49,,23.5,
2009-10-13,,31900000.0,10.0,27.2,0.22,1.01,0.52,,,,,,1.12,10.0,2009.0,32.0,7.47,,23.1,
2009-10-14,,71400000.0,10.0,19.6,0.18,0.65,0.52,,,,,,1.0,12.0,2009.0,71.0,7.43,,23.0,
2009-10-15,,41900000.0,10.0,19.6,0.26,0.76,0.52,,,,,,1.3,8.0,2009.0,42.0,7.54,,23.8,
2009-10-16,,37700000.0,10.0,21.8,0.34,0.95,0.52,,,,,,0.65,7.0,2009.0,38.0,7.57,,24.9,
2009-10-17,,34900000.0,10.0,26.0,,,0.52,,,,,,,7.0,2009.0,35.0,7.62,,24.5,
2009-10-18,,35400000.0,10.0,25.5,,,0.52,,,,,,,8.0,2009.0,35.0,7.64,,24.0,
2009-10-19,,35400000.0,10.0,24.3,0.48,1.07,0.52,,,,,,1.11,7.0,2009.0,35.0,7.57,,24.0,
2009-10-20,,39100000.0,10.0,26.0,,,0.52,,,,,,,6.0,2009.0,39.0,7.53,,23.0,
2009-10-21,,36000000.0,10.0,24.9,,,0.52,,,,,,,7.0,2009.0,36.0,7.56,,24.0,
2009-10-22,,35200000.0,10.0,27.2,,,0.52,,,,,,,7.0,2009.0,35.0,7.51,,23.0,
2009-10-23,,36100000.0,10.0,26.6,,,0.52,,,,,,,7.0,2009.0,36.0,7.46,,23.1,
2009-10-24,,35500000.0,10.0,24.9,,,0.52,,,,,,,9.0,2009.0,36.0,7.5,,23.9,
2009-10-25,,34500000.0,10.0,25.2,,,0.52,,,,,,,8.0,2009.0,35.0,7.47,,24.9,
2009-10-26,,35200000.0,10.0,24.0,0.56,0.99,0.52,,,,,,1.24,8.0,2009.0,35.0,7.49,,23.5,
2009-10-27,,33400000.0,10.0,25.5,,,0.52,,,,,,,8.0,2009.0,33.0,7.37,,22.7,
2009-10-28,,33100000.0,10.0,25.8,,,0.52,,,,,,,7.0,2009.0,33.0,7.35,,22.0,
2009-10-29,,32700000.0,10.0,25.5,,,0.52,,,,,,,8.0,2009.0,33.0,7.61,,22.0,
2009-10-30,,32900000.0,10.0,25.6,,,0.52,,,,,,,9.0,2009.0,33.0,7.65,,21.8,
2009-10-31,,32600000.0,10.0,26.0,,,0.52,,,,,,,9.0,2009.0,33.0,7.56,,23.4,
2009-11-01,,33000000.0,11.0,24.6,,,0.52,,,,,,,12.0,2009.0,33.0,7.48,,24.5,
2009-11-02,,35100000.0,11.0,24.4,0.35,2.66,0.52,,,,28.3,,1.86,10.0,2009.0,35.0,7.44,,23.2,
2009-11-03,,33600000.0,11.0,23.8,,,0.52,,,,,,,8.0,2009.0,34.0,7.59,,21.5,
2009-11-04,,33700000.0,11.0,24.1,,,0.52,,,,,,,9.0,2009.0,34.0,7.91,,22.5,
2009-11-05,,33300000.0,11.0,27.2,,,0.52,,,,,,,5.0,2009.0,33.0,7.5,,22.6,
2009-11-06,,32900000.0,11.0,26.9,,,0.52,,,,,,,6.0,2009.0,33.0,7.52,,22.7,
2009-11-07,,33400000.0,11.0,27.7,,,0.52,,,,,,,10.0,2009.0,33.0,7.45,,23.2,
2009-11-08,,34500000.0,11.0,27.2,,,0.52,,,,,,,11.0,2009.0,35.0,7.45,,23.6,
2009-11-09,,34600000.0,11.0,25.1,0.14,1.5,0.52,,,,,,1.67,9.0,2009.0,35.0,7.44,,21.5,
2009-11-10,,34100000.0,11.0,25.5,,,0.52,,,,,,,10.0,2009.0,34.0,7.45,,21.9,
2009-11-11,,33200000.0,11.0,27.7,,,0.52,,,,,,,5.0,2009.0,33.0,7.49,,22.9,
2009-11-12,,34100000.0,11.0,28.8,,,0.52,,,,,,,4.0,2009.0,34.0,7.56,,20.0,
2009-11-13,,33400000.0,11.0,26.9,,,0.52,,,,,,,3.0,2009.0,33.0,7.44,,22.4,
2009-11-14,,32900000.0,11.0,27.2,,,0.52,,,,,,,7.0,2009.0,33.0,7.56,,22.4,
2009-11-15,,33600000.0,11.0,27.7,,,0.52,,,,,,,6.0,2009.0,34.0,7.47,,23.3,
2009-11-16,,34400000.0,11.0,24.9,0.26,1.22,0.52,,,,,,0.89,5.0,2009.0,34.0,7.41,,22.4,
2009-11-17,,33900000.0,11.0,25.5,,,0.52,,,,,,,5.0,2009.0,34.0,7.46,,22.3,
2009-11-18,,33500000.0,11.0,27.4,,,0.52,,,,,,,5.0,2009.0,34.0,7.47,,22.1,
2009-11-19,,33400000.0,11.0,27.7,,,0.52,,,,,,,6.0,2009.0,33.0,7.51,,21.3,
2009-11-20,,33700000.0,11.0,27.4,,,0.52,,,,,,,4.0,2009.0,34.0,7.46,,20.5,
2009-11-21,,35100000.0,11.0,28.3,,,0.52,,,,,,,6.0,2009.0,35.0,7.47,,21.9,
2009-11-22,,34600000.0,11.0,25.8,,,0.52,,,,,,,7.0,2009.0,35.0,7.47,,22.5,
2009-11-23,,33700000.0,11.0,25.8,0.34,1.42,0.52,,,,,,0.89,7.0,2009.0,34.0,7.4,,22.5,
2009-11-24,,35600000.0,11.0,24.9,,,0.52,,,,,,,6.0,2009.0,36.0,7.41,,22.0,
2009-11-25,,34300000.0,11.0,24.6,,,0.52,,,,,,,8.0,2009.0,34.0,7.43,,22.1,
2009-11-26,,34900000.0,11.0,24.2,,,0.52,,,,,,,8.0,2009.0,35.0,7.38,,21.3,
2009-11-27,,34900000.0,11.0,22.6,,,0.52,,,,,,,10.0,2009.0,35.0,7.39,,21.4,
2009-11-28,,33400000.0,11.0,23.4,,,0.52,,,,,,,8.0,2009.0,33.0,7.39,,21.1,
2009-11-29,,34200000.0,11.0,26.0,,,0.52,,,,,,,8.0,2009.0,34.0,7.51,,22.9,
2009-11-30,,34800000.0,11.0,24.6,,,0.52,,,,,,,8.0,2009.0,35.0,7.49,,21.4,
2009-12-01,,33500000.0,12.0,24.2,0.24,2.13,0.52,,,,27.5,,1.04,9.0,2009.0,34.0,7.6,,21.5,
2009-12-02,,33900000.0,12.0,25.5,,,0.52,,,,,,,6.0,2009.0,34.0,7.41,,21.6,
2009-12-03,,32300000.0,12.0,24.6,,,0.52,,,,,,,5.0,2009.0,32.0,7.53,,20.5,
2009-12-04,,32100000.0,12.0,25.6,,,0.52,,,,,,,4.0,2009.0,32.0,7.29,,21.2,
2009-12-05,,32700000.0,12.0,25.2,,,0.52,,,,,,,6.0,2009.0,33.0,7.48,,21.4,
2009-12-06,,33200000.0,12.0,26.0,,,0.52,,,,,,,7.0,2009.0,33.0,7.47,,21.5,
2009-12-07,,36400000.0,12.0,,0.48,2.1,0.52,,,,,,0.8,7.0,2009.0,36.0,7.51,,19.7,
2009-12-08,,36600000.0,12.0,22.7,,,0.52,,,,,,,6.0,2009.0,37.0,7.47,,20.5,
2009-12-09,,34000000.0,12.0,24.5,,,0.52,,,,,,,6.0,2009.0,34.0,7.5,,20.5,
2009-12-10,,33000000.0,12.0,25.9,,,0.52,,,,,,0.8,4.0,2009.0,33.0,7.48,,20.0,
2009-12-11,,34300000.0,12.0,26.8,,,0.52,,,,,,,7.0,2009.0,34.0,7.51,,20.5,
2009-12-12,,38300000.0,12.0,26.0,,,0.52,,,,,,,9.0,2009.0,38.0,7.45,,20.2,
2009-12-13,,48700000.0,12.0,22.7,,,0.52,,,,,,,12.0,2009.0,49.0,7.33,,19.8,
2009-12-14,,50900000.0,12.0,16.8,0.1,0.9,0.52,,,,,,1.18,11.0,2009.0,51.0,7.74,,20.6,
2009-12-15,,40900000.0,12.0,18.9,,,0.52,,,,,,,10.0,2009.0,41.0,7.48,,20.5,
2009-12-16,,37800000.0,12.0,22.8,,,0.52,,,,,,,7.0,2009.0,38.0,7.42,,20.9,
2009-12-17,,37100000.0,12.0,23.2,,,0.52,,,,,,,6.0,2009.0,37.0,7.37,,21.2,
2009-12-18,,37100000.0,12.0,23.5,,,0.52,,,,,,,5.0,2009.0,37.0,7.33,,21.0,
2009-12-19,,36100000.0,12.0,25.2,,,0.52,,,,,,,8.0,2009.0,36.0,7.41,,20.6,
2009-12-20,,36700000.0,12.0,23.2,,,0.52,,,,,,,8.0,2009.0,37.0,7.47,,21.2,
2009-12-21,,36100000.0,12.0,24.1,0.22,1.35,0.52,,,,,,0.79,7.0,2009.0,36.0,7.45,,21.3,
2009-12-22,,36500000.0,12.0,22.1,,,0.52,,,,,,,6.0,2009.0,37.0,7.55,,20.6,
2009-12-23,,36400000.0,12.0,22.1,,,0.52,,,,,,,5.0,2009.0,36.0,7.6,,21.1,
2009-12-24,,36600000.0,12.0,23.8,,,0.52,,,,,,,6.0,2009.0,37.0,7.56,,20.0,
2009-12-25,,37400000.0,12.0,23.8,,,0.52,,,,,,,4.0,2009.0,37.0,7.33,,20.0,
2009-12-26,,33200000.0,12.0,23.9,,,0.52,,,,,,,7.0,2009.0,33.0,7.4,,20.9,
2009-12-27,,36000000.0,12.0,24.1,,,0.52,,,,,,,8.0,2009.0,36.0,7.42,,20.5,
2009-12-28,,36200000.0,12.0,23.4,0.16,0.88,0.52,,,,,,1.04,8.0,2009.0,36.0,7.33,,20.8,
2009-12-29,,38200000.0,12.0,23.5,,,0.52,,,,,,,8.0,2009.0,38.0,7.52,,20.3,
2009-12-30,,36000000.0,12.0,24.2,,,0.52,,,,,,,10.0,2009.0,36.0,7.46,,21.0,
2009-12-31,,35300000.0,12.0,23.5,,,0.52,,,,,,,8.0,2009.0,35.0,7.48,,20.6,
2010-01-01,,36400000.0,1.0,23.4,,,0.52,,,,,,,12.0,2010.0,36.0,7.32,,20.4,
2010-01-02,,33000000.0,1.0,26.3,,,0.52,,,,,,,9.0,2010.0,33.0,7.51,,21.0,
2010-01-03,,36900000.0,1.0,24.9,,,0.52,,,,,,,11.0,2010.0,37.0,7.5,,20.9,
2010-01-04,,38600000.0,1.0,24.9,0.24,1.13,0.52,,,,29.1,,,11.0,2010.0,39.0,7.36,,20.3,
2010-01-05,,37100000.0,1.0,24.1,,,0.52,,,,,,,4.0,2010.0,37.0,7.46,,20.3,
2010-01-06,,36030000.0,1.0,22.8,,,0.52,,,,,,,15.0,2010.0,36.0,7.43,,20.4,
2010-01-07,,38540000.0,1.0,24.6,,,0.52,,,,,,,14.0,2010.0,39.0,7.52,,20.1,
2010-01-08,,40000000.0,1.0,26.9,,,0.52,,,,,,1.17,14.0,2010.0,40.0,7.35,,20.0,
2010-01-09,,36350000.0,1.0,27.0,,,0.52,,,,,,,14.0,2010.0,36.0,7.47,,20.2,
2010-01-10,,37930000.0,1.0,27.2,,,0.52,,,,,,,14.0,2010.0,38.0,7.42,,19.6,
2010-01-11,,38930000.0,1.0,24.6,0.14,0.88,0.52,,,,,,1.32,13.0,2010.0,39.0,7.4,,20.3,
2010-01-12,,37260000.0,1.0,25.5,,,0.52,,,,,,,11.0,2010.0,37.0,7.54,,20.8,
2010-01-13,,38950000.0,1.0,26.9,,,0.52,,,,,,,7.0,2010.0,39.0,7.61,,20.6,
2010-01-14,,37740000.0,1.0,26.7,,,0.52,,,,,,,8.0,2010.0,38.0,7.55,,20.8,
2010-01-15,,39670000.0,1.0,26.9,,,0.52,,,,,,,7.0,2010.0,40.0,7.63,,18.9,
2010-01-16,,36520000.0,1.0,27.2,,,0.52,,,,,,,7.0,2010.0,37.0,7.56,,20.0,
2010-01-17,,36080000.0,1.0,27.2,,,0.52,,,,,,,8.0,2010.0,36.0,7.53,,20.6,
2010-01-18,,37100000.0,1.0,23.8,,,0.52,,,,,,,7.0,2010.0,37.0,7.48,,20.6,
2010-01-19,,47700000.0,1.0,22.5,,,0.52,,,,,,,7.0,2010.0,48.0,7.4,,19.5,
2010-01-20,,78100000.0,1.0,15.3,0.24,0.9,0.52,,,,,,0.94,11.0,2010.0,78.0,7.41,,18.8,
2010-01-21,,91300000.0,1.0,11.8,,,0.52,,,,,,,11.0,2010.0,91.0,7.54,,17.9,
2010-01-22,,87100000.0,1.0,12.2,,,0.52,,,,,,,13.0,2010.0,87.0,7.52,,17.7,
2010-01-23,,67900000.0,1.0,14.3,,,0.52,,,,,,,16.0,2010.0,68.0,7.53,,18.8,
2010-01-24,,58200000.0,1.0,16.5,,,0.52,,,,,,,10.0,2010.0,58.0,7.55,,18.4,
2010-01-25,,51600000.0,1.0,16.7,0.22,0.74,0.52,,,,,,1.44,9.0,2010.0,52.0,7.44,,19.2,
2010-01-26,,57500000.0,1.0,18.2,,,0.52,,,,,,,8.0,2010.0,58.0,7.51,,18.4,
2010-01-27,,60400000.0,1.0,16.7,,,0.52,,,,,,,7.0,2010.0,60.0,7.53,,19.0,
2010-01-28,,55100000.0,1.0,17.4,,,0.52,,,,,,,8.0,2010.0,55.0,7.54,,19.1,
2010-01-29,,51200000.0,1.0,19.6,,,0.52,,,,,,,7.0,2010.0,51.0,7.58,,19.2,
2010-01-30,,45800000.0,1.0,20.3,,,0.52,,,,,,,8.0,2010.0,46.0,7.56,,19.5,
2010-01-31,,45500000.0,1.0,20.0,,,0.52,,,,,,,8.0,2010.0,46.0,7.61,,19.2,
2010-02-01,,44700000.0,2.0,19.7,0.3,1.28,0.52,,,,20.8,,1.16,8.0,2010.0,45.0,7.56,,19.5,
2010-02-02,,45500000.0,2.0,19.9,,,0.52,,,,,,,9.0,2010.0,46.0,7.62,,19.4,
2010-02-03,,44100000.0,2.0,22.4,,,0.52,,,,,,,7.0,2010.0,44.0,7.59,,19.9,
2010-02-04,,41400000.0,2.0,23.2,,,0.52,,,,,,,7.0,2010.0,41.0,7.56,,19.8,
2010-02-05,,42500000.0,2.0,24.1,,,0.52,,,,,,,6.0,2010.0,43.0,7.53,,19.9,
2010-02-06,,43000000.0,2.0,22.7,,,0.52,,,,,,,9.0,2010.0,43.0,7.59,,19.0,
2010-02-07,,45500000.0,2.0,21.4,,,0.52,,,,,,,10.0,2010.0,46.0,7.57,,18.5,
2010-02-08,,44600000.0,2.0,20.2,0.12,1.14,0.52,,,,,,1.22,10.0,2010.0,45.0,7.54,,19.8,
2010-02-09,,43200000.0,2.0,20.7,,,0.52,,,,,,,9.0,2010.0,43.0,7.57,,19.7,
2010-02-10,,42000000.0,2.0,21.3,,,0.52,,,,,,,7.0,2010.0,42.0,7.53,,19.6,
2010-02-11,,41000000.0,2.0,22.5,,,0.52,,,,,,,5.0,2010.0,41.0,7.55,,19.7,
2010-02-12,,39800000.0,2.0,22.6,,,0.52,,,,,,,5.0,2010.0,40.0,7.55,,19.9,
2010-02-13,,38500000.0,2.0,26.6,,,0.52,,,,,,,7.0,2010.0,39.0,7.55,,19.2,
2010-02-14,,40800000.0,2.0,22.8,,,0.52,,,,,,,6.0,2010.0,41.0,7.6,,19.2,
2010-02-15,,39700000.0,2.0,21.8,,,0.52,,,,,,,9.0,2010.0,40.0,7.47,,19.4,
2010-02-16,,40200000.0,2.0,22.5,0.26,1.25,0.52,,,,,,1.08,7.0,2010.0,40.0,7.48,,20.3,
2010-02-17,,39000000.0,2.0,22.3,,,0.52,,,,,,,7.0,2010.0,39.0,7.52,,20.6,
2010-02-18,,39000000.0,2.0,23.8,,,0.52,,,,,,,6.0,2010.0,39.0,7.53,,20.2,
2010-02-19,,39400000.0,2.0,25.6,,,0.52,,,,,,,4.0,2010.0,39.0,7.55,,20.1,
2010-02-20,,38500000.0,2.0,25.8,,,0.52,,,,,,,8.0,2010.0,39.0,7.54,,19.5,
2010-02-21,,39400000.0,2.0,24.2,,,0.52,,,,,,,9.0,2010.0,39.0,7.59,,19.2,
2010-02-22,,40900000.0,2.0,23.9,0.26,1.4,0.52,,,,,,1.14,10.0,2010.0,41.0,7.52,,19.6,
2010-02-23,,39600000.0,2.0,22.5,,,0.52,,,,,,,6.0,2010.0,40.0,7.6,,19.3,
2010-02-24,,43400000.0,2.0,23.9,,,0.52,,,,,,,6.0,2010.0,43.0,7.47,,19.3,
2010-02-25,,48800000.0,2.0,18.9,,,0.52,,,,,,,6.0,2010.0,49.0,7.53,,19.5,
2010-02-26,,43800000.0,2.0,19.9,,,0.52,,,,,,,6.0,2010.0,44.0,7.55,,19.4,
2010-02-27,,52100000.0,2.0,22.1,,,0.52,,,,,,,9.0,2010.0,52.0,7.57,,18.5,
2010-02-28,,53300000.0,2.0,18.7,,,0.52,,,,,,,9.0,2010.0,53.0,7.57,,19.1,
2010-03-01,,48800000.0,3.0,17.5,0.26,1.4,0.52,,,,,,0.88,7.0,2010.0,49.0,7.52,,19.6,
2010-03-02,,45500000.0,3.0,19.2,,,0.52,,,,,,,7.0,2010.0,46.0,7.58,,19.4,
2010-03-03,,45800000.0,3.0,22.0,,,0.52,,,,,,,6.0,2010.0,46.0,7.52,,19.3,
2010-03-04,,61400000.0,3.0,23.2,,,0.52,,,,,,,6.0,2010.0,61.0,7.51,,18.7,
2010-03-05,,55300000.0,3.0,17.6,,,0.52,,,,,,,6.0,2010.0,55.0,7.55,,19.0,
2010-03-06,,51000000.0,3.0,23.2,,,0.52,,,,,,,8.0,2010.0,51.0,7.54,,19.1,
2010-03-07,,47500000.0,3.0,19.3,,,0.52,,,,,,,7.0,2010.0,48.0,7.52,,19.5,
2010-03-08,,45800000.0,3.0,20.2,,,0.52,,,,,,,6.0,2010.0,46.0,7.54,,19.4,
2010-03-09,,44500000.0,3.0,22.0,,,0.52,,,,,,,6.0,2010.0,45.0,7.56,,19.2,
2010-03-10,,44500000.0,3.0,23.0,0.17,1.26,0.52,,,,,,,5.0,2010.0,45.0,7.56,,19.2,
2010-03-11,,45900000.0,3.0,22.1,,,0.52,,,,,,,6.0,2010.0,46.0,7.53,,19.2,
2010-03-12,,44600000.0,3.0,22.0,,,0.52,,,,,,,4.0,2010.0,45.0,7.56,,19.0,
2010-03-13,,51400000.0,3.0,24.1,,,0.52,,,,,,,7.0,2010.0,51.0,7.48,,18.5,
2010-03-14,,47600000.0,3.0,18.4,,,0.52,,,,,,,8.0,2010.0,48.0,7.43,,19.1,
2010-03-15,,43900000.0,3.0,17.2,0.18,1.41,0.52,,,,,,1.2,7.0,2010.0,44.0,7.55,,20.1,
2010-03-16,,42100000.0,3.0,20.4,,,0.52,,,,,,,6.0,2010.0,42.0,7.59,,20.2,
2010-03-17,,42100000.0,3.0,19.9,,,0.52,,,,,,,7.0,2010.0,42.0,7.38,,20.5,
2010-03-18,,43200000.0,3.0,22.5,,,0.52,,,,,,,7.0,2010.0,43.0,7.54,,20.2,
2010-03-19,,41300000.0,3.0,22.1,,,0.52,,,,,,,8.0,2010.0,41.0,7.55,,20.4,
2010-03-20,,40000000.0,3.0,24.1,,,0.52,,,,,,,11.0,2010.0,40.0,7.51,,20.3,
2010-03-21,,39700000.0,3.0,23.4,,,0.52,,,,,,,10.0,2010.0,40.0,7.59,,19.5,
2010-03-22,,42000000.0,3.0,21.1,0.34,1.43,0.52,,,,,,1.32,10.0,2010.0,42.0,7.53,,20.4,
2010-03-23,,41700000.0,3.0,22.4,,,0.52,,,,,,,6.0,2010.0,42.0,7.55,,19.9,
2010-03-24,,39700000.0,3.0,23.4,,,0.52,,,,,,,5.0,2010.0,40.0,7.53,,20.2,
2010-03-25,,39000000.0,3.0,23.7,,,0.52,,,,,,,4.0,2010.0,39.0,7.55,,19.9,
2010-03-26,,39100000.0,3.0,24.6,,,0.52,,,,,,,4.0,2010.0,39.0,7.58,,20.3,
2010-03-27,,39100000.0,3.0,26.6,,,0.52,,,,,,,5.0,2010.0,39.0,7.58,,20.0,
2010-03-28,,39000000.0,3.0,24.8,,,0.52,,,,,,,5.0,2010.0,39.0,7.62,,19.6,
2010-03-29,,40300000.0,3.0,22.5,0.15,1.14,0.52,,,,,,1.44,7.0,2010.0,40.0,7.57,,20.6,
2010-03-30,,40700000.0,3.0,23.5,,,0.52,,,,,,,6.0,2010.0,41.0,7.57,,20.0,
2010-03-31,,40300000.0,3.0,24.2,,,0.52,,,,,,,5.0,2010.0,40.0,7.54,,20.0,
2010-04-01,,42200000.0,4.0,24.5,,,0.52,,,,,,,5.0,2010.0,42.0,7.55,,19.7,
2010-04-02,,40400000.0,4.0,23.4,,,0.52,,,,,,,6.0,2010.0,40.0,7.55,,20.1,
2010-04-03,,40400000.0,4.0,26.3,,,0.52,,,,,,,6.0,2010.0,40.0,7.49,,19.4,
2010-04-04,,40300000.0,4.0,22.0,0.17,1.1,0.52,,,,,,1.1,6.0,2010.0,40.0,7.53,,19.9,
2010-04-05,,51700000.0,4.0,23.2,,,0.52,,,,,,,8.0,2010.0,52.0,7.43,,19.1,
2010-04-06,,48200000.0,4.0,16.7,,,0.52,,,,,,,7.0,2010.0,48.0,7.5,,19.7,
2010-04-07,,43000000.0,4.0,18.6,,,0.52,,,,,,,6.0,2010.0,43.0,7.54,,20.0,
2010-04-08,,40400000.0,4.0,20.7,,,0.52,,,,,,,7.0,2010.0,40.0,7.58,,20.3,
2010-04-09,,39900000.0,4.0,21.7,,,0.52,,,,,,,7.0,2010.0,40.0,7.6,,19.7,
2010-04-10,,39200000.0,4.0,23.5,,,0.52,,,,,,,7.0,2010.0,39.0,7.58,,19.7,
2010-04-11,,39500000.0,4.0,22.2,0.32,1.22,0.52,,,,24.5,,0.92,6.0,2010.0,40.0,7.6,,19.6,
2010-04-12,,54300000.0,4.0,20.4,,,0.52,,,,,,,9.0,2010.0,54.0,7.43,,19.1,
2010-04-13,,63400000.0,4.0,15.5,,,0.52,,,,,,,7.0,2010.0,63.0,7.48,,19.5,
2010-04-14,,50300000.0,4.0,16.2,,,0.52,,,,,,,7.0,2010.0,50.0,7.52,,19.8,
2010-04-15,,45900000.0,4.0,18.9,,,0.52,,,,,,,6.0,2010.0,46.0,7.56,,20.0,
2010-04-16,,44100000.0,4.0,20.4,,,0.52,,,,,,,5.0,2010.0,44.0,7.56,,20.0,
2010-04-17,,42700000.0,4.0,22.4,,,0.52,,,,,,,7.0,2010.0,43.0,7.58,,19.8,
2010-04-18,,44200000.0,4.0,22.2,,,0.52,,,,,,,9.0,2010.0,44.0,7.55,,20.2,
2010-04-19,,43500000.0,4.0,20.9,0.34,1.47,0.52,,,,,,1.13,8.0,2010.0,44.0,7.49,,20.5,
2010-04-20,,41800000.0,4.0,21.2,,,0.52,,,,,,,6.0,2010.0,42.0,7.48,,19.9,
2010-04-21,,46100000.0,4.0,22.4,,,0.52,,,,,,,4.0,2010.0,46.0,7.56,,19.3,
2010-04-22,,45000000.0,4.0,22.1,,,0.52,,,,,,,5.0,2010.0,45.0,7.52,,20.2,
2010-04-23,,44200000.0,4.0,21.4,,,0.52,,,,,,,5.0,2010.0,44.0,7.49,,20.4,
2010-04-24,,40900000.0,4.0,23.0,,,0.52,,,,,,,6.0,2010.0,41.0,7.48,,20.3,
