Date,flow ft3/s,NH3 mg/L N,NO3 mg/L N,PO4 mg/L P
2000-08-28,5028.0,,,
2000-08-29,4969.0,,,
2000-08-30,5694.0,,,
2000-08-31,6116.0,0.07585428,0.19334514,0.05492862
2000-09-01,8103.0,,,
2000-09-02,7242.0,,,
2000-09-03,7032.0,,,
2000-09-04,7812.0,,,
2000-09-05,8258.0,,,
2000-09-06,6232.0,,,
2000-09-07,6126.0,,,
2000-09-08,4814.0,,,
2000-09-09,4747.0,,,
2000-09-10,4372.0,,,
2000-09-11,4013.0,,,
2000-09-12,3537.0,,,
2000-09-13,3380.0,,,
2000-09-14,4327.0,,,
2000-09-15,3458.0,,,
2000-09-16,3878.0,,,
2000-09-17,3216.0,,,
2000-09-18,3040.0,,,
2000-09-19,2249.0,,,
2000-09-20,1591.0,,,
2000-09-21,3013.0,,,
2000-09-22,5761.0,,,
2000-09-23,7180.0,,,
2000-09-24,5482.0,,,
2000-09-25,3489.0,,,
2000-09-26,3570.0,,,
2000-09-27,2911.0,,,
2000-09-28,4863.0,,,
2000-09-29,2453.0,,,
2000-09-30,2533.0,0.10320156,0.21960788,0.05845868
2000-10-01,1925.0,,,
2000-10-02,2790.0,,,
2000-10-03,3314.0,,,
2000-10-04,3193.0,,,
2000-10-05,3466.0,,,
2000-10-06,3206.0,,,
2000-10-07,3332.0,,,
2000-10-08,3894.0,,,
2000-10-09,3279.0,,,
2000-10-10,4944.0,,,
2000-10-11,7366.0,,,
2000-10-12,6403.0,,,
2000-10-13,5741.0,,,
2000-10-14,6165.0,,,
2000-10-15,5096.0,,,
2000-10-16,2780.0,,,
2000-10-17,3267.0,,,
2000-10-18,3553.0,,,
2000-10-19,4740.0,,,
2000-10-20,3676.0,,,
2000-10-21,4513.0,,,
2000-10-22,5187.0,,,
2000-10-23,3102.0,,,
2000-10-24,3234.0,,,
2000-10-25,4073.0,,,
2000-10-26,7366.0,,,
2000-10-27,8947.76720847,,,
2000-10-28,11390.6710077,,,
2000-10-29,12998.3380705,,,
2000-10-30,13698.4784326,,,
2000-10-31,12739.5511368,0.08795748,0.26404412,0.07397966
2000-11-01,12631.0,,,
2000-11-02,8462.0,,,
2000-11-03,6739.0,,,
2000-11-04,5173.0,,,
2000-11-05,3637.0,,,
2000-11-06,3727.0,,,
2000-11-07,4212.0,,,
2000-11-08,2536.0,,,
2000-11-09,3134.0,,,
2000-11-10,2731.0,,,
2000-11-11,3080.0,,,
2000-11-12,3078.0,,,
2000-11-13,3174.0,,,
2000-11-14,3597.0,,,
2000-11-15,3725.0,,,
2000-11-16,3327.0,,,
2000-11-17,4171.0,,,
2000-11-18,3969.0,,,
2000-11-19,3801.0,,,
2000-11-20,3790.0,,,
2000-11-21,5662.0,,,
2000-11-22,5332.0,,,
2000-11-23,5611.0,,,
2000-11-24,5563.0,,,
2000-11-25,5445.0,,,
2000-11-26,4248.0,,,
2000-11-27,4200.0,,,
2000-11-28,4232.0,,,
2000-11-29,3247.0,,,
2000-11-30,6959.92126216,0.13060488,0.3265447,0.05944484
2000-12-01,6885.38016917,,,
2000-12-02,7314.18201754,,,
2000-12-03,7431.72507381,,,
2000-12-04,6265.0,,,
2000-12-05,5034.0,,,
2000-12-06,4858.0,,,
2000-12-07,4267.0,,,
2000-12-08,4591.0,,,
2000-12-09,5003.0,,,
2000-12-10,5227.0,,,
2000-12-11,6914.0,,,
2000-12-12,6940.0,,,
2000-12-13,7225.39151131,,,
2000-12-14,7968.33635935,,,
2000-12-15,8256.59527204,,,
2000-12-16,7104.0,,,
2000-12-17,7657.0,,,
2000-12-18,7100.0,,,
2000-12-19,5216.0,,,
2000-12-20,3735.0,,,
2000-12-21,2836.0,,,
2000-12-22,5160.0,,,
2000-12-23,6144.0,,,
2000-12-24,6330.0,,,
2000-12-25,6462.0,,,
2000-12-26,6330.0,,,
2000-12-27,5259.0,,,
2000-12-28,4662.0,,,
2000-12-29,4201.0,,,
2000-12-30,3934.0,,,
2000-12-31,4036.0,0.20354964,0.34072816,0.07102118
2001-01-01,4149.0,,,
2001-01-02,4807.0,,,
2001-01-03,5133.0,,,
2001-01-04,3593.0,,,
2001-01-05,3300.0,,,
2001-01-06,3355.0,,,
2001-01-07,5669.4527404,,,
2001-01-08,8167.04381496,,,
2001-01-09,9321.38445178,,,
2001-01-10,11318.4568958,,,
2001-01-11,13520.6903845,,,
2001-01-12,15467.8760278,,,
2001-01-13,17086.4695515,,,
2001-01-14,19417.2418794,,,
2001-01-15,17425.0,,,
2001-01-16,13578.0,,,
2001-01-17,13768.0,,,
2001-01-18,13244.2737126,,,
2001-01-19,12110.0680731,,,
2001-01-20,11242.6032787,,,
2001-01-21,9648.0,,,
2001-01-22,5166.0,,,
2001-01-23,6619.0,,,
2001-01-24,6180.0,,,
2001-01-25,10033.5027036,,,
2001-01-26,16209.9749859,,,
2001-01-27,23965.9515964,,,
2001-01-28,27458.4820558,,,
2001-01-29,25158.9577938,,,
2001-01-30,19545.9782231,,,
2001-01-31,16126.2474366,0.19704372,0.32864888,0.05591478
2001-02-01,12292.0,,,
2001-02-02,10597.0,,,
2001-02-03,8864.0,,,
2001-02-04,7769.0,,,
2001-02-05,6906.0,,,
2001-02-06,5838.0,,,
2001-02-07,6746.0,,,
2001-02-08,4973.0,,,
2001-02-09,7249.0,,,
2001-02-10,7915.0,,,
2001-02-11,12991.4290752,,,
2001-02-12,17660.8000852,,,
2001-02-13,21040.2020184,,,
2001-02-14,20419.1374579,,,
2001-02-15,17992.0,,,
2001-02-16,14330.0,,,
2001-02-17,11669.0,,,
2001-02-18,11112.0,,,
2001-02-19,12705.7807651,,,
2001-02-20,15004.543926,,,
2001-02-21,18943.7939698,,,
2001-02-22,26406.5440146,,,
2001-02-23,32994.3838631,,,
2001-02-24,35376.9104755,,,
2001-02-25,36485.431882,,,
2001-02-26,35912.9442797,,,
2001-02-27,36987.1269458,,,
2001-02-28,35543.4092938,0.16126116,0.36666342,0.05492862
2001-03-01,30292.7569802,,,
2001-03-02,27519.1141538,,,
2001-03-03,24853.7440418,,,
2001-03-04,23606.6221869,,,
2001-03-05,28888.0061056,,,
2001-03-06,37841.053602,,,
2001-03-07,41810.0210639,,,
2001-03-08,44446.1648717,,,
2001-03-09,44440.3574268,,,
2001-03-10,39161.4183174,,,
2001-03-11,33687.0513866,,,
2001-03-12,29972.0,,,
2001-03-13,27073.0,,,
2001-03-14,23964.0,,,
2001-03-15,20891.0,,,
2001-03-16,18329.0,,,
2001-03-17,16422.0,,,
2001-03-18,13495.0,,,
2001-03-19,12265.0,,,
2001-03-20,11355.0,,,
2001-03-21,10994.0,,,
2001-03-22,10740.0,,,
2001-03-23,9973.0,,,
2001-03-24,8988.0,,,
2001-03-25,9666.0,,,
2001-03-26,9477.0,,,
2001-03-27,9993.0,,,
2001-03-28,10033.0,,,
2001-03-29,9583.0,,,
2001-03-30,9009.0,,,
2001-03-31,8423.0,0.11530476,0.30416284,0.0504124
2001-04-01,8179.0,,,
2001-04-02,8512.0,,,
2001-04-03,8075.0,,,
2001-04-04,7553.0,,,
2001-04-05,8947.0,,,
2001-04-06,11325.476424,,,
2001-04-07,12259.2009569,,,
2001-04-08,12667.7114615,,,
2001-04-09,12566.6260779,,,
2001-04-10,12432.162552,,,
2001-04-11,10712.0,,,
2001-04-12,10369.0,,,
2001-04-13,8210.0,,,
2001-04-14,8037.0,,,
2001-04-15,7761.0,,,
2001-04-16,6900.0,,,
2001-04-17,6837.0,,,
2001-04-18,6259.0,,,
2001-04-19,6835.0,,,
2001-04-20,9762.07770115,,,
2001-04-21,11246.5707529,,,
2001-04-22,11637.8102965,,,
2001-04-23,11639.0514104,,,
2001-04-24,11412.3421747,,,
2001-04-25,9257.81879678,,,
2001-04-26,8599.29854183,,,
2001-04-27,8474.70929599,,,
2001-04-28,8638.67066513,,,
2001-04-29,8124.02497373,,,
2001-04-30,7478.16938168,0.18692592,0.33662896,0.04942624
2001-05-01,7025.72816238,,,
2001-05-02,7166.51371571,,,
2001-05-03,6260.2561586,,,
2001-05-04,6061.13089005,,,
2001-05-05,5720.87038645,,,
2001-05-06,5084.73070646,,,
2001-05-07,4893.98875733,,,
2001-05-08,5024.11948082,,,
2001-05-09,5200.11636025,,,
2001-05-10,5515.13292984,,,
2001-05-11,5302.14045646,,,
2001-05-12,5315.53027564,,,
2001-05-13,6369.52396354,,,
2001-05-14,6396.47470137,,,
2001-05-15,6443.2099565,,,
2001-05-16,6353.84763112,,,
2001-05-17,6836.79061977,,,
2001-05-18,7453.51809225,,,
2001-05-19,7595.00925518,,,
2001-05-20,8030.34074725,,,
2001-05-21,7999.77806619,,,
2001-05-22,7724.50481891,,,
2001-05-23,7436.25142481,,,
2001-05-24,7113.44730349,,,
2001-05-25,5375.10288786,,,
2001-05-26,4124.34352586,,,
2001-05-27,4094.86590038,,,
2001-05-28,5081.55948723,,,
2001-05-29,8333.17515146,,,
2001-05-30,9473.25824033,,,
2001-05-31,9375.72692413,0.16241664,0.31036622,0.0629749
2001-06-01,8797.31583012,,,
2001-06-02,8235.0,,,
2001-06-03,8092.0,,,
2001-06-04,7975.0,,,
2001-06-05,7759.0,,,
2001-06-06,8286.0,,,
2001-06-07,6707.0,,,
2001-06-08,6725.0,,,
2001-06-09,7195.80884915,,,
2001-06-10,6216.97297297,,,
2001-06-11,6803.0,,,
2001-06-12,7509.0,,,
2001-06-13,7553.0,,,
2001-06-14,6807.0,,,
2001-06-15,5247.0,,,
2001-06-16,5367.03599649,,,
2001-06-17,5330.8848186,,,
2001-06-18,5521.34112213,,,
2001-06-19,5469.14443068,,,
2001-06-20,5436.41141141,,,
2001-06-21,5734.89463006,,,
2001-06-22,5608.08115007,,,
2001-06-23,5546.31358599,,,
2001-06-24,5935.00088239,,,
2001-06-25,6151.41306151,,,
2001-06-26,6011.58785984,,,
2001-06-27,6458.35580055,,,
2001-06-28,6919.63220242,,,
2001-06-29,7494.09930819,,,
2001-06-30,7771.56259089,0.11717808,0.47026516,0.05944484
2001-07-01,6958.0,,,
2001-07-02,6644.0,,,
2001-07-03,6532.0,,,
2001-07-04,5558.0,,,
2001-07-05,5055.0,,,
2001-07-06,5223.0,,,
2001-07-07,5433.0,,,
2001-07-08,4958.0,,,
2001-07-09,4313.0,,,
2001-07-10,3622.0,,,
2001-07-11,3443.0,,,
2001-07-12,3657.0,,,
2001-07-13,3686.0,,,
2001-07-14,3817.0,,,
2001-07-15,4170.0,,,
2001-07-16,4442.0,,,
2001-07-17,4680.0,,,
2001-07-18,4115.0,,,
2001-07-19,3490.0,,,
2001-07-20,3959.0,,,
2001-07-21,4249.0,,,
2001-07-22,4777.0,,,
2001-07-23,4954.0,,,
2001-07-24,4727.0,,,
2001-07-25,4024.0,,,
2001-07-26,4769.0,,,
2001-07-27,4598.0,,,
2001-07-28,4790.0,,,
2001-07-29,4727.0,,,
2001-07-30,4627.0,,,
2001-07-31,4013.0,0.12988704,0.35712496,0.07906746
2001-08-01,2901.0,,,
2001-08-02,3753.0,,,
2001-08-03,3346.0,,,
2001-08-04,2960.0,,,
2001-08-05,2757.0,,,
2001-08-06,3394.0,,,
2001-08-07,3614.0,,,
2001-08-08,3088.0,,,
2001-08-09,3271.0,,,
2001-08-10,4127.0,,,
2001-08-11,4570.0,,,
2001-08-12,3875.0,,,
2001-08-13,4422.0,,,
2001-08-14,3020.0,,,
2001-08-15,2590.0,,,
2001-08-16,3395.0,,,
2001-08-17,2775.0,,,
2001-08-18,2708.0,,,
2001-08-19,2675.0,,,
2001-08-20,2426.0,,,
2001-08-21,3607.0,,,
2001-08-22,2575.0,,,
2001-08-23,3036.0,,,
2001-08-24,1931.0,,,
2001-08-25,1931.0,,,
2001-08-26,2966.0,,,
2001-08-27,3298.0,,,
2001-08-28,2955.0,,,
2001-08-29,2905.0,,,
2001-08-30,3231.0,,,
2001-08-31,3640.0,0.12729588,0.2661483,0.07102118
2001-09-01,3997.0,,,
2001-09-02,4222.0,,,
2001-09-03,4619.0,,,
2001-09-04,3479.0,,,
2001-09-05,3794.0,,,
2001-09-06,3313.0,,,
2001-09-07,3353.0,,,
2001-09-08,3452.0,,,
2001-09-09,3955.0,,,
2001-09-10,5081.0,,,
2001-09-11,3802.0,,,
2001-09-12,3995.0,,,
2001-09-13,5402.0,,,
2001-09-14,4927.0,,,
2001-09-15,4061.0,,,
2001-09-16,3994.0,,,
2001-09-17,3954.0,,,
2001-09-18,3655.0,,,
2001-09-19,3187.0,,,
2001-09-20,3431.0,,,
2001-09-21,4010.0,,,
2001-09-22,4308.0,,,
2001-09-23,3531.0,,,
2001-09-24,5248.0,,,
2001-09-25,5623.0,,,
2001-09-26,5597.0,,,
2001-09-27,4142.0,,,
2001-09-28,4965.0,,,
2001-09-29,3448.0,,,
2001-09-30,3159.0,0.12693696,0.32676302,0.08612758
2001-10-01,2979.0,,,
2001-10-02,2008.0,,,
2001-10-03,2126.0,,,
2001-10-04,2275.0,,,
2001-10-05,3157.0,,,
2001-10-06,4276.55947047,,,
2001-10-07,3891.68909974,,,
2001-10-08,4136.0,,,
2001-10-09,3538.0,,,
2001-10-10,3670.0,,,
2001-10-11,3381.0,,,
2001-10-12,3596.0,,,
2001-10-13,3186.0,,,
2001-10-14,2643.0,,,
2001-10-15,3218.0,,,
2001-10-16,3473.54201031,,,
2001-10-17,2897.45462992,,,
2001-10-18,3036.85010148,,,
2001-10-19,2995.69094434,,,
2001-10-20,3470.500687,,,
2001-10-21,2985.89018303,,,
2001-10-22,3602.40070093,,,
2001-10-23,3528.44111807,,,
2001-10-24,3753.80438501,,,
2001-10-25,3862.92181683,,,
2001-10-26,3500.61671827,,,
2001-10-27,3096.3882954,,,
2001-10-28,3189.96246649,,,
2001-10-29,2964.70032811,,,
2001-10-30,3983.64179104,,,
2001-10-31,4611.15267298,0.10970748,0.35911998,0.07652356
2001-11-01,4808.51370717,,,
2001-11-02,4779.09580838,,,
2001-11-03,4543.87330873,,,
2001-11-04,3056.0,,,
2001-11-05,4175.17338886,,,
2001-11-06,2809.0,,,
2001-11-07,3881.0,,,
2001-11-08,4006.69727891,,,
2001-11-09,3953.53689956,,,
2001-11-10,3129.0,,,
2001-11-11,3869.0,,,
2001-11-12,6023.0629634,,,
2001-11-13,7813.16824966,,,
2001-11-14,8391.13394879,,,
2001-11-15,8932.44038971,,,
2001-11-16,8462.67272394,,,
2001-11-17,3360.0,,,
2001-11-18,3565.0,,,
2001-11-19,3034.0,,,
2001-11-20,2560.0,,,
2001-11-21,4420.0,,,
2001-11-22,5548.0,,,
2001-11-23,5945.0,,,
2001-11-24,10280.0,,,
2001-11-25,15544.0,,,
2001-11-26,17947.4071405,,,
2001-11-27,18098.0,,,
2001-11-28,16757.3828815,,,
2001-11-29,13004.0606473,,,
2001-11-30,10031.022736,0.19891704,0.42760562,0.08965764
2001-12-01,12709.7666908,,,
2001-12-02,17715.5292353,,,
2001-12-03,22803.248667,,,
2001-12-04,30627.6948767,,,
2001-12-05,32856.8804429,,,
2001-12-06,27403.0,,,
2001-12-07,20608.0,,,
2001-12-08,20849.0,,,
2001-12-09,19909.0,,,
2001-12-10,16441.0,,,
2001-12-11,11965.0,,,
2001-12-12,10167.0,,,
2001-12-13,9511.0,,,
2001-12-14,10233.0,,,
2001-12-15,10933.0,,,
2001-12-16,15927.0,,,
2001-12-17,17829.0,,,
2001-12-18,15597.0,,,
2001-12-19,14361.0,,,
2001-12-20,17576.0,,,
2001-12-21,20631.0,,,
2001-12-22,27117.0,,,
2001-12-23,32866.0,,,
2001-12-24,33635.0,,,
2001-12-25,30533.0,,,
2001-12-26,28564.0,,,
2001-12-27,24671.0,,,
2001-12-28,28971.0,,,
2001-12-29,30372.5159624,,,
2001-12-30,34239.3977281,,,
2001-12-31,38976.4658701,0.15343164,0.53011576,0.05944484
2002-01-01,43730.6786183,,,
2002-01-02,46668.800653,,,
2002-01-03,54836.0427878,,,
2002-01-04,58484.366041,,,
2002-01-05,72346.9786595,,,
2002-01-06,91652.4447012,,,
2002-01-07,78070.8944494,,,
2002-01-08,68875.4534878,,,
2002-01-09,64525.0866842,,,
2002-01-10,59892.0,,,
2002-01-11,55797.0,,,
2002-01-12,50420.0,,,
2002-01-13,44006.0,,,
2002-01-14,37635.0,,,
2002-01-15,32405.0,,,
2002-01-16,28437.0,,,
2002-01-17,25493.0,,,
2002-01-18,23172.0,,,
2002-01-19,20863.0,,,
2002-01-20,19043.0,,,
2002-01-21,16207.0,,,
2002-01-22,14930.0,,,
2002-01-23,13536.0,,,
2002-01-24,11250.0,,,
2002-01-25,10238.0,,,
2002-01-26,10883.0,,,
2002-01-27,11770.0,,,
2002-01-28,11605.0,,,
2002-01-29,11333.0,,,
2002-01-30,10925.0,,,
2002-01-31,9235.0,0.1127136,0.29984532,0.06396106
2002-02-01,10354.0,,,
2002-02-02,10086.0,,,
2002-02-03,9477.0,,,
2002-02-04,9144.0,,,
2002-02-05,8336.0,,,
2002-02-06,8372.0,,,
2002-02-07,9610.0,,,
2002-02-08,9793.0,,,
2002-02-09,9460.0,,,
2002-02-10,9528.0,,,
2002-02-11,9595.0,,,
2002-02-12,7858.0,,,
2002-02-13,7747.0,,,
2002-02-14,7703.0,,,
2002-02-15,8719.0,,,
2002-02-16,9861.0,,,
2002-02-17,12360.4390748,,,
2002-02-18,12643.7359044,,,
2002-02-19,12166.0,,,
2002-02-20,13448.5515823,,,
2002-02-21,16046.0,,,
2002-02-22,22783.0,,,
2002-02-23,24948.0,,,
2002-02-24,19500.0,,,
2002-02-25,15626.0,,,
2002-02-26,14642.0,,,
2002-02-27,13530.0,,,
2002-02-28,12453.0,0.14204628,0.40112456,0.0478685
2002-03-01,11701.0,,,
2002-03-02,11602.0,,,
2002-03-03,11912.0,,,
2002-03-04,11332.0,,,
2002-03-05,11037.0,,,
2002-03-06,14840.0,,,
2002-03-07,17316.3328957,,,
2002-03-08,20866.0126323,,,
2002-03-09,22879.5260534,,,
2002-03-10,24507.6454224,,,
2002-03-11,23754.6565289,,,
2002-03-12,23715.0,,,
2002-03-13,22582.0,,,
2002-03-14,19714.0,,,
2002-03-15,16426.0,,,
2002-03-16,15132.0,,,
2002-03-17,14977.0,,,
2002-03-18,14718.0,,,
2002-03-19,13448.0,,,
2002-03-20,12390.0,,,
2002-03-21,11447.0,,,
2002-03-22,11636.0,,,
2002-03-23,16188.0820162,,,
2002-03-24,18077.1150053,,,
2002-03-25,20921.6640577,,,
2002-03-26,20785.2115393,,,
2002-03-27,18354.4791497,,,
2002-03-28,14835.0,,,
2002-03-29,13237.0,,,
2002-03-30,11126.0,,,
2002-03-31,9968.0,0.15566388,0.36488672,0.04688234
2002-04-01,9836.0,,,
2002-04-02,9591.0,,,
2002-04-03,9401.0,,,
2002-04-04,9794.0,,,
2002-04-05,9802.0,,,
2002-04-06,8999.0,,,
2002-04-07,9677.0,,,
2002-04-08,9138.0,,,
2002-04-09,9723.0,,,
2002-04-10,10236.0,,,
2002-04-11,9728.0,,,
2002-04-12,9942.0,,,
2002-04-13,10134.0,,,
2002-04-14,9223.0,,,
2002-04-15,12373.5722884,,,
2002-04-16,12137.3017906,,,
2002-04-17,11911.4925159,,,
2002-04-18,12421.3683401,,,
2002-04-19,11902.0742025,,,
2002-04-20,11163.1012502,,,
2002-04-21,10752.5496964,,,
2002-04-22,10303.6463449,,,
2002-04-23,9604.16346956,,,
2002-04-24,8307.51317267,,,
2002-04-25,8502.78539043,,,
2002-04-26,8440.95294609,,,
2002-04-27,8412.81987163,,,
2002-04-28,8840.23912004,,,
2002-04-29,8692.16125924,,,
2002-04-30,9195.64895404,0.14000484,0.29629192,0.03883606
2002-05-01,9454.58702244,,,
2002-05-02,8872.60705351,,,
2002-05-03,9022.26248013,,,
2002-05-04,8501.95761933,,,
2002-05-05,7997.34323374,,,
2002-05-06,7403.33116218,,,
2002-05-07,7740.72009029,,,
2002-05-08,7643.48775826,,,
2002-05-09,7667.61275458,,,
2002-05-10,7535.62467192,,,
2002-05-11,7332.13467757,,,
2002-05-12,7486.73660131,,,
2002-05-13,7272.090301,,,
2002-05-14,7583.1061747,,,
2002-05-15,7829.21231522,,,
2002-05-16,8075.76912195,,,
2002-05-17,8397.36670385,,,
2002-05-18,9264.38620217,,,
2002-05-19,10649.4787761,,,
2002-05-20,13032.3060142,,,
2002-05-21,16683.5374474,,,
2002-05-22,17656.4403421,,,
2002-05-23,17716.5436452,,,
2002-05-24,14493.5949723,,,
2002-05-25,10323.6127848,,,
2002-05-26,8992.52614897,,,
2002-05-27,8203.82702857,,,
2002-05-28,9749.00429843,,,
2002-05-29,10966.5501595,,,
2002-05-30,10386.1464414,,,
2002-05-31,7968.20198377,0.13151352,0.28210846,0.04688234
2002-06-01,6375.41280583,,,
2002-06-02,6678.73404136,,,
2002-06-03,7018.28646449,,,
2002-06-04,6332.0,,,
2002-06-05,6602.0,,,
2002-06-06,6559.0,,,
2002-06-07,5993.0,,,
2002-06-08,5494.0,,,
2002-06-09,6058.20104841,,,
2002-06-10,5142.0,,,
2002-06-11,4771.0,,,
2002-06-12,4953.0,,,
2002-06-13,5486.0,,,
2002-06-14,7116.84390629,,,
2002-06-15,6369.42689295,,,
2002-06-16,6602.53690037,,,
2002-06-17,7238.75354868,,,
2002-06-18,7450.63409563,,,
2002-06-19,7316.0,,,
2002-06-20,7290.0,,,
2002-06-21,7839.0,,,
2002-06-22,8064.04116197,,,
2002-06-23,7392.0,,,
2002-06-24,8130.6057359,,,
2002-06-25,8417.99361088,,,
2002-06-26,7157.0,,,
2002-06-27,7781.0,,,
2002-06-28,7887.0,,,
2002-06-29,9113.0,,,
2002-06-30,9493.06145365,0.13669584,0.40544208,0.06904886
2002-07-01,5249.0,,,
2002-07-02,4372.0,,,
2002-07-03,4741.0,,,
2002-07-04,5262.0,,,
2002-07-05,5109.0,,,
2002-07-06,5334.0,,,
2002-07-07,5924.0,,,
2002-07-08,6300.0,,,
2002-07-09,5402.0,,,
2002-07-10,4851.0,,,
2002-07-11,5142.0,,,
2002-07-12,5224.0,,,
2002-07-13,5141.0,,,
2002-07-14,5321.0,,,
2002-07-15,5593.0,,,
2002-07-16,6190.0,,,
2002-07-17,6044.0,,,
2002-07-18,6121.0,,,
2002-07-19,5995.0,,,
2002-07-20,5332.0,,,
2002-07-21,4648.0,,,
2002-07-22,5510.0,,,
2002-07-23,5783.0,,,
2002-07-24,6187.0,,,
2002-07-25,6507.0,,,
2002-07-26,6430.0,,,
2002-07-27,6163.0,,,
2002-07-28,6141.0,,,
2002-07-29,6382.0,,,
2002-07-30,6414.0,,,
2002-07-31,6719.0,0.10482804,0.37939766,0.06847728
2002-08-01,5101.0,,,
2002-08-02,4562.0,,,
2002-08-03,3993.0,,,
2002-08-04,4757.0,,,
2002-08-05,4614.0,,,
2002-08-06,4829.0,,,
2002-08-07,4771.0,,,
2002-08-08,4237.0,,,
2002-08-09,3988.0,,,
2002-08-10,3703.0,,,
2002-08-11,3498.0,,,
2002-08-12,3243.0,,,
2002-08-13,3788.0,,,
2002-08-14,4190.0,,,
2002-08-15,3490.0,,,
2002-08-16,3969.0,,,
2002-08-17,3888.0,,,
2002-08-18,3812.0,,,
2002-08-19,3386.0,,,
2002-08-20,4095.0,,,
2002-08-21,4362.0,,,
2002-08-22,3983.0,,,
2002-08-23,4044.0,,,
2002-08-24,3322.0,,,
2002-08-25,2670.0,,,
2002-08-26,2250.0,,,
2002-08-27,1779.0,,,
2002-08-28,2321.0,,,
2002-08-29,3779.0,,,
2002-08-30,3389.0,,,
2002-08-31,3010.0,0.10970748,0.25406902,0.06749112
2002-09-01,3042.0,,,
2002-09-02,2600.0,,,
2002-09-03,2780.0,,,
2002-09-04,3323.0,,,
2002-09-05,3807.0,,,
2002-09-06,4074.0,,,
2002-09-07,3967.0,,,
2002-09-08,3986.0,,,
2002-09-09,3660.0,,,
2002-09-10,3650.0,,,
2002-09-11,3033.0,,,
2002-09-12,3455.0,,,
2002-09-13,3622.0,,,
2002-09-14,3963.0,,,
2002-09-15,3109.0,,,
2002-09-16,4051.0,,,
2002-09-17,3892.0,,,
2002-09-18,4150.0,,,
2002-09-19,3672.0,,,
2002-09-20,4530.0,,,
2002-09-21,5385.0,,,
2002-09-22,5243.0,,,
2002-09-23,5288.0,,,
2002-09-24,4991.0,,,
2002-09-25,4708.0,,,
2002-09-26,4278.0,,,
2002-09-27,5014.0,,,
2002-09-28,4970.0,,,
2002-09-29,5465.0,,,
2002-09-30,5551.0,0.11880456,0.2034294,0.0655188
2002-10-01,5088.0,,,
2002-10-02,4688.0,,,
2002-10-03,4661.0,,,
2002-10-04,4344.0,,,
2002-10-05,4888.0,,,
2002-10-06,4430.0,,,
2002-10-07,4452.47600434,,,
2002-10-08,3962.0,,,
2002-10-09,3489.0,,,
2002-10-10,3493.0,,,
2002-10-11,4725.0,,,
2002-10-12,4399.0,,,
2002-10-13,4482.0,,,
2002-10-14,4307.0,,,
2002-10-15,3998.0,,,
2002-10-16,4184.0,,,
2002-10-17,4024.0,,,
2002-10-18,4108.0,,,
2002-10-19,4239.0,,,
2002-10-20,4245.0,,,
2002-10-21,3816.0,,,
2002-10-22,3329.0,,,
2002-10-23,3654.0,,,
2002-10-24,3769.0,,,
2002-10-25,3907.0,,,
2002-10-26,4014.0,,,
2002-10-27,3966.0,,,
2002-10-28,3329.0,,,
2002-10-29,4033.0,,,
2002-10-30,4870.0,,,
2002-10-31,4827.0,0.13151352,0.33053474,0.06749112
2002-11-01,4487.0,,,
2002-11-02,4608.0,,,
2002-11-03,3994.0,,,
2002-11-04,5038.66131191,,,
2002-11-05,5179.782379,,,
2002-11-06,5855.70095694,,,
2002-11-07,8500.21979635,,,
2002-11-08,11804.8065957,,,
2002-11-09,13287.3603439,,,
2002-11-10,14547.9910645,,,
2002-11-11,13129.1840895,,,
2002-11-12,12115.2171615,,,
2002-11-13,6426.0,,,
2002-11-14,5094.0,,,
2002-11-15,3864.0,,,
2002-11-16,3108.0,,,
2002-11-17,2646.0,,,
2002-11-18,2794.0,,,
2002-11-19,3513.0,,,
2002-11-20,1903.0,,,
2002-11-21,2774.0,,,
2002-11-22,2729.0,,,
2002-11-23,4302.0,,,
2002-11-24,3813.0,,,
2002-11-25,3511.0,,,
2002-11-26,3435.0,,,
2002-11-27,3839.0,,,
2002-11-28,3836.0,,,
2002-11-29,3712.0,,,
2002-11-30,3333.0,0.13904016,0.23357302,0.05648636
2002-12-01,3812.0,,,
2002-12-02,3361.0,,,
2002-12-03,3539.0,,,
2002-12-04,3582.0,,,
2002-12-05,4348.0,,,
2002-12-06,4822.0,,,
2002-12-07,5591.0,,,
2002-12-08,6047.0,,,
2002-12-09,6113.0,,,
2002-12-10,7213.0,,,
2002-12-11,6167.56525199,,,
2002-12-12,6283.40360502,,,
2002-12-13,7595.56445125,,,
2002-12-14,9161.89018531,,,
2002-12-15,13774.0619639,,,
2002-12-16,32855.705461,,,
2002-12-17,50957.9832494,,,
2002-12-18,49518.3961513,,,
2002-12-19,52921.4241191,,,
2002-12-20,52256.1459264,,,
2002-12-21,47330.4037286,,,
2002-12-22,48192.1159842,,,
2002-12-23,49453.3284561,,,
2002-12-24,47335.705668,,,
2002-12-25,40042.0,,,
2002-12-26,31111.0,,,
2002-12-27,29529.8449795,,,
2002-12-28,29734.5798042,,,
2002-12-29,37984.4635004,,,
2002-12-30,45910.4041473,,,
2002-12-31,53963.3751264,0.23475564,0.40943212,0.07102118
2003-01-01,64422.9506829,,,
2003-01-02,71725.6133757,,,
2003-01-03,80205.8276889,,,
2003-01-04,72654.1835389,,,
2003-01-05,59404.9077036,,,
2003-01-06,52272.0,,,
2003-01-07,45364.0,,,
2003-01-08,38286.0,,,
2003-01-09,34260.0,,,
