Date,Month,Year,Flow,NH3,NO2,NO3,TKN,OrgN,TP,Temp,pH,TSS,TDS
19-Nov-91,11,1991,16.22,2.2,0.39,23.6,,3,21.1,13.5,6.5,13.2,
24-Nov-91,11,1991,14.51,2.6,0.74,22.5,,4.3,,15,6.5,13.9,
5-Dec-91,12,1991,10.79,1.7,0.14,31.8,,1.8,22.9,10.5,6.6,12.4,
10-Dec-91,12,1991,4.79,0.4,0.09,28.1,,0.9,,12.5,6.7,9,
15-Dec-91,12,1991,15.56,4.6,1.3,20.8,,3.1,,10,6.6,15.2,
22-Dec-91,12,1991,15.36,5.6,0.72,24.7,,1.7,27.8,10.5,6.8,13.8,
29-Dec-91,12,1991,15.05,1.5,0.65,30.7,,4.6,,10.5,6.7,11.2,
9-Jan-92,1,1992,15.06,3.7,0.48,26.9,,7.5,24.3,10,6.7,7.6,
14-Jan-92,1,1992,15.63,4,0.22,25.1,,3.4,,10.5,6.7,16.4,
20-Jan-92,1,1992,15.28,3.3,0.2,22.1,,3.2,24.1,11,6.7,16,
26-Jan-92,1,1992,15.06,3.6,0.16,23.9,,3.8,,11,6.5,19.4,
7-Feb-92,2,1992,3.29,4.2,0.37,28.4,,0.1,24.5,,,9.8,
11-Feb-92,2,1992,12.64,,0.12,20.4,,1.1,,14.5,6.7,18.6,
12-Feb-92,2,1992,14.57,2.3,,,,,,14.5,6.6,13.8,
17-Feb-92,2,1992,15.35,3.3,0.54,25,,6.8,24.9,13.5,7,15.8,
23-Feb-92,2,1992,21.18,3.8,0.68,23.5,,6.3,,16,6.8,14.2,
4-Mar-92,3,1992,26.68,8.6,0.95,13.2,,3.3,19,16.5,7.1,16.8,
12-Mar-92,3,1992,26.05,7.5,0.75,17.4,,1.7,,17,6.9,15.6,
17-Mar-92,3,1992,16.56,2.4,0.1,24.4,,2.9,19.7,15,6.8,16,
22-Mar-92,3,1992,11.56,1.6,0.03,24.8,,2.8,,17,6.7,18.6,
23-Mar-92,3,1992,15.17,2,,,,,,17,6.9,18,
30-Mar-92,3,1992,9.06,0.1,0.08,24.1,,4.1,,16.5,6.9,10.8,
31-Mar-92,3,1992,8.98,0.1,0.01,,,,,16.5,6.7,11.2,
8-Apr-92,4,1992,6.74,0.9,0.01,20,,2.6,,18.5,6.7,10.6,
13-Apr-92,4,1992,15.84,1.9,0.48,20.2,,4.2,20.3,17.5,6.9,21.4,
15-Apr-92,4,1992,14.73,0.8,,,,,,18.5,6.8,10.8,
19-Apr-92,4,1992,8.72,0.1,0.01,25.6,,3.6,,19.5,6.6,15.6,
29-Apr-92,4,1992,4.07,4.4,0.37,19.2,,2.9,25.3,,,5.6,
6-May-92,5,1992,6.73,14.7,0.98,13.1,,1.1,26,,,11.2,
12-May-92,5,1992,11.1,13.8,2.24,14,,1.1,,24,7,8.8,
17-May-92,5,1992,7.89,1.6,,,,,,22,7,20,
18-May-92,5,1992,7.89,0.4,,,,,,22,6.6,20,
19-May-92,5,1992,13.47,1.2,0.6,22.6,,5.6,,22,6.5,18.2,
20-May-92,5,1992,17.17,0.4,,,,,,21.5,6.7,17,
26-May-92,5,1992,16.82,0.2,0.02,23.1,,,15.9,23,6.7,15.6,
2-Jun-92,6,1992,17.66,1.2,0.14,23.8,,4.3,,23.5,6.7,10,
8-Jun-92,6,1992,13.7,0.4,0.12,23.5,,5.4,21.9,23.5,7.1,12,
17-Jun-92,6,1992,9.43,1,0.3,19.8,,3.8,21.6,23,7.3,15.2,
29-Jun-92,6,1992,5.28,0.2,0.01,21.6,,6.4,,23,7,14,
6-Jul-92,7,1992,9.7,,,,,,24.2,23,7.4,14.6,
7-Jul-92,7,1992,9.7,0.3,0.16,23.7,,5.2,,24,7.4,12,
11-Jul-92,7,1992,12.56,0.3,0.01,28.7,,5.7,,23.5,7.1,10.4,
20-Jul-92,7,1992,12.7,0.3,0.01,26.2,,3.4,23.9,24,7.2,11.8,
28-Jul-92,7,1992,14.21,0.3,0.02,20.2,,0.7,,25,7.1,10.4,
6-Aug-92,8,1992,14.24,0.2,0.02,22.5,,3.9,18.5,23.5,7.1,18,
12-Aug-92,8,1992,10.89,0.1,0.19,21,,4.9,,24,7.2,17,
17-Aug-92,8,1992,5.85,0.1,,11.2,,5.4,,,,14,
19-Aug-92,8,1992,6.24,,0.02,,,,17.7,24.5,7.1,15.6,
25-Aug-92,8,1992,9.93,0.6,0.02,12.8,,5.1,,22,7.1,15,
2-Sep-92,9,1992,7.53,0.1,0.01,11.3,,3.7,17.7,22,7.1,12.2,
10-Sep-92,9,1992,14.4,0.1,0.02,12,,5.5,,21.5,7,16.8,
15-Sep-92,9,1992,15.06,0.3,0.01,11.4,,5.6,15.8,20.5,7.2,16.4,
21-Sep-92,9,1992,14.8,0.2,0.01,12.1,,3.3,,22.5,7,15.4,
28-Sep-92,9,1992,14.5,0.2,0.02,15.5,,4.7,,23.5,7.1,9.2,
7-Oct-92,10,1992,7.76,0.8,0.11,16.6,,2.9,14,22,7.2,12.6,
15-Oct-92,10,1992,3.54,0.1,0.01,22.8,,1.9,,,,9.4,
18-Oct-92,10,1992,4.76,0.1,0.01,21,,2.4,17.1,21,7.2,9.2,
26-Oct-92,10,1992,15.01,3.3,0.36,16.3,,4,,22,7.2,14.8,
5-Nov-92,11,1992,14.46,4.1,0.57,18.7,,5,6.6,19.5,7.2,19.8,
12-Nov-92,11,1992,7.85,4.4,0.52,20.5,,4.9,,15,7.1,16.6,
16-Nov-92,11,1992,14.42,3.5,0.6,21.1,,3.4,,16,7.2,13.8,
22-Nov-92,11,1992,14.21,4.8,0.69,17.4,,3.5,7.3,15,7.2,15,
2-Dec-92,12,1992,5.47,4.5,0.79,18.6,,5.4,,12,7.2,18,
10-Dec-92,12,1992,14.69,4.6,0.77,22.4,,3.8,10.4,14,7.1,14.4,
16-Dec-92,12,1992,14.29,4.6,0.71,24.4,,4.6,,10.5,7.2,14.4,
20-Dec-92,12,1992,15.28,5.1,0.63,24.3,,3.5,14.2,10,7.2,13.6,
27-Dec-92,12,1992,15.38,6,0.59,20.3,,3.4,13.4,9.5,7.2,15,
5-Jan-93,1,1993,12.63,5,0.52,19.4,,5,22.2,8,7.2,13.2,
14-Jan-93,1,1993,18.09,3,0.32,23.2,,3.8,,11,6.7,15.6,
19-Jan-93,1,1993,8.03,2.1,0.17,24.8,,2.3,19.6,12,6.9,13.8,
24-Jan-93,1,1993,21.92,3.1,0.41,21.3,,4.1,,12.5,7,11.8,
4-Feb-93,2,1993,20.89,3.6,0.49,21.7,,4.7,,12,6.9,12.4,
9-Feb-93,2,1993,18.96,2.8,0.95,20.4,,4.5,10.4,14,7,13.8,
15-Feb-93,2,1993,19.07,3.2,1.1,16.3,,4.3,,13,7,12.4,
21-Feb-93,2,1993,15.4,2.2,0.27,24.1,,4.4,13.8,13.5,7,16.4,
2-Mar-93,3,1993,21.9,1.3,0.32,20.7,,2.2,16.4,14,7,11.8,
11-Mar-93,3,1993,23.94,1.2,0.16,20.6,,1.8,,18,7.1,13.8,
26-Mar-93,3,1993,10.7,2.2,0.26,21.3,,1.3,16.1,,,12.6,
31-Mar-93,3,1993,21.5,8.6,0.64,17.8,,2.6,,17,7.4,12.8,
5-Apr-93,4,1993,10.32,,0.66,16.7,,1.3,16.9,18,7.2,12.6,
6-Apr-93,4,1993,17.37,3.9,,,,,,18,7.2,12,
15-Apr-93,4,1993,17.57,2.9,1.21,22.5,,4.6,,18,7.2,10.2,
18-Apr-93,4,1993,17.4,3.9,1.03,26.1,,1.6,17,17.5,7.7,9,
27-Apr-93,4,1993,17.43,3.4,1.06,28.2,,3.1,,20,7.1,15,
5-May-93,5,1993,8.29,2.7,0.02,28.4,,7.4,19.7,19.5,7.2,15,
9-May-93,5,1993,8.34,,0.02,33,,7.9,,19.5,7.3,15.8,
11-May-93,5,1993,8.61,1.7,,,,,,19,7.4,14.8,
20-May-93,5,1993,7.53,,,,,,12.7,21.5,7.3,11.6,
21-May-93,5,1993,7.3,3.4,0.06,17.3,,2.7,,,,14,
24-May-93,5,1993,9.11,3,0.09,15.1,,2.6,,,,12.6,
4-Jun-93,6,1993,14.77,0.7,0.06,9.9,,3.7,15.2,20,7.2,16,
7-Jun-93,6,1993,12.5,0.6,0.04,26.5,,3.2,,20,7.2,16.4,
13-Jun-93,6,1993,14.55,0.1,0.05,20.3,,3,10.4,23,7.2,13.2,
21-Jun-93,6,1993,14.51,0.2,0.01,5.4,,3.3,,23,7.1,12.5,
29-Jun-93,6,1993,17.71,0.4,0.01,7.9,,2.3,,23.5,7,11.6,
5-Jul-93,7,1993,8.2,0.2,0.01,6.9,,2.9,16.6,23,7.1,5.8,
15-Jul-93,7,1993,8.2,0.1,0.01,6.9,,4,,22.5,7.1,12.6,
20-Jul-93,7,1993,5.66,0.2,0.01,2.8,,3.3,19.1,,,14.2,
25-Jul-93,7,1993,16.59,0.1,0.01,3.2,,3.8,,24.5,7.1,13.6,
2-Aug-93,8,1993,12.07,0.2,0.01,2.6,,2.6,20,28,7,10.2,
12-Aug-93,8,1993,11.68,0.5,0.01,2.8,,1.6,,22,7,13.8,
17-Aug-93,8,1993,14.21,0.1,0.01,3.2,,4,20.4,23,7,11.6,
25-Aug-93,8,1993,11.8,0.2,0.01,2.9,,3.5,,25.5,7,11.2,
1-Sep-93,9,1993,15.43,0.3,0.01,4.6,,3.7,,26,7.2,13.4,
6-Sep-93,9,1993,15.77,0.6,0.01,4.2,,3.2,21.7,23,7,9.8,
13-Sep-93,9,1993,15.94,0.9,0.08,2.4,,4.3,,22.5,7.1,15.6,
21-Sep-93,9,1993,8.19,0.2,0.02,3.4,,2.4,17.7,22,7,14.8,
27-Sep-93,9,1993,2.46,0.2,0.13,4.5,,2.5,,,,15.2,
7-Oct-93,10,1993,7.95,0.4,0.02,9.1,,3.3,24.9,21,6.8,6.2,
13-Oct-93,10,1993,17.4,3.3,0.62,8.6,,2.3,,22,7.2,14.4,
19-Oct-93,10,1993,16.7,0.4,0.01,10.4,,3.8,21.7,19.5,6.8,6.8,
24-Oct-93,10,1993,8.24,1.2,0.02,13.4,,3.8,,20.5,6.8,13.6,
4-Nov-93,11,1993,1.26,3.3,0.01,18.1,,7.3,13.2,,,3.8,
11-Nov-93,11,1993,17.5,3.2,0.29,19.8,,10.6,,18,7.2,16.2,
16-Nov-93,11,1993,9.3,5,0.31,19.5,,6.8,10.7,13.5,7,18.2,
22-Nov-93,11,1993,17.49,5.8,0.45,17,,2.7,,15,7.3,11.6,
28-Nov-93,11,1993,8.17,3.4,0.27,17.3,,8.5,,13,7.2,15.2,
9-Dec-93,12,1993,16.85,6.2,0.44,12.9,,0.6,7.4,17.5,6.8,15.6,
15-Dec-93,12,1993,16.88,8,0.53,18.6,,2.3,,13.5,7,20,
19-Dec-93,12,1993,16.64,10.9,0.53,37.4,,6.9,8.5,11.5,7.1,17.8,
27-Dec-93,12,1993,16.88,11.6,0.52,14.1,,2.3,,10,7,16.2,
29-Dec-93,12,1993,17.75,8.5,,,,,,12.5,6.9,16.6,
5-Jan-94,1,1994,12.89,1.3,0.16,27.6,,1.7,12.9,14,7,18.2,
11-Jan-94,1,1994,12.93,1.7,0.11,24.1,,1.4,,12.5,6.9,17.8,
20-Jan-94,1,1994,17.51,2.7,0.28,13.4,,4.1,13.5,13,6.9,17,
25-Jan-94,1,1994,17.06,3.5,0.4,25.3,,4.7,,12,6.7,15.4,
31-Jan-94,1,1994,17.07,3.3,0.45,5.6,,2,,11.5,6.8,14,
8-Feb-94,2,1994,16.17,3.1,0.79,10.9,,4.8,9.9,13,6.8,16,
17-Feb-94,2,1994,16.71,10.8,1.26,9.4,,1.7,13.3,13.5,7.1,19.3,
23-Feb-94,2,1994,15.15,4.8,1.05,16.9,,5,,16.5,6.7,20.8,
28-Feb-94,2,1994,13.35,5.8,,,,,,,,11.6,
1-Mar-94,3,1994,16.8,4.7,1.08,23.1,,1.7,9.4,16.5,7.3,10.5,
10-Mar-94,3,1994,16.82,4.6,1.91,15.8,,1,,20,6.8,21.8,
17-Mar-94,3,1994,8.87,1.8,0.02,24.8,,1.2,6.3,17.5,6.5,18,
22-Mar-94,3,1994,17.06,8.1,0.89,13.1,,5.2,,15.5,7,17.5,
28-Mar-94,3,1994,1.3,1,,,,2.5,,,,20.5,
30-Mar-94,3,1994,7.82,1,0.04,25.4,,,,19,6.5,22.8,
7-Apr-94,4,1994,24.17,7.7,1.11,13.9,,4.3,19.3,19,7.2,20,
12-Apr-94,4,1994,20.91,4.3,0.9,23,,2.6,,20,6.9,17.8,
17-Apr-94,4,1994,9.3,1.4,0.36,23.6,,3.4,19.8,23,7,22.5,
28-Apr-94,4,1994,7,0.5,0.11,26,,0.1,,20,6.5,7.4,
2-May-94,5,1994,17.8,8,0.66,26.5,,2,16.1,20,6.7,13.8,
10-May-94,5,1994,16.5,2.2,0.05,25.2,,4.8,,20,6.6,16.2,
19-May-94,5,1994,15.24,4.2,0.41,29,,2.9,15.2,20,7.1,17.8,
24-May-94,5,1994,12.32,3.1,0.37,25.4,,1.4,,21.5,6.9,11.6,
1-Jun-94,6,1994,12.58,2.8,0.35,25.7,,3.2,,25,6.7,15,
9-Jun-94,6,1994,10.9,,0.02,19.7,,3.7,32.2,24,7,11.2,
10-Jun-94,6,1994,10.82,1.9,,,,,,26,7.1,13.4,
14-Jun-94,6,1994,12,2.5,0.06,21.7,,3.6,,24,6.9,15.4,
19-Jun-94,6,1994,11.38,2.7,0.01,18.5,,4,34.3,22.5,6.8,15.6,
28-Jun-94,6,1994,11.03,0.6,0.01,12.1,,3.1,,25.5,6.9,15.2,
5-Jul-94,7,1994,10.8,0.9,0.05,17.2,,2.9,31.7,25,6.8,16.6,
14-Jul-94,7,1994,10.72,0.1,0.01,21.6,,2.5,,25.5,6.8,8.2,
18-Jul-94,7,1994,10.82,0.2,0.01,5.1,,1.9,26.9,26.5,6.9,6,
25-Jul-94,7,1994,9.2,0.2,0.01,5.4,,4.5,,21,6.8,15.2,
3-Aug-94,8,1994,9.86,0.3,0.01,8.6,,4.4,,22,6.9,14,
8-Aug-94,8,1994,11.11,,,,,,12,22,6.7,12,
10-Aug-94,8,1994,10.53,0.2,0.01,9.4,,5.4,,23,6.8,11.2,
18-Aug-94,8,1994,12.11,0.3,0.01,6.3,,2.6,,21.5,6.6,11.6,
23-Aug-94,8,1994,11.27,0.3,0.01,8.1,,1.8,11.6,21,7.1,13.7,
28-Aug-94,8,1994,10.87,0.1,0.01,8.9,,2.3,,21,6.9,11.8,
6-Sep-94,9,1994,11.55,0.3,0.01,10.2,,2.3,,22,7.1,9.4,
15-Sep-94,9,1994,16.18,0.3,0.01,11.1,,3.4,12.2,22,6.7,14.8,
19-Sep-94,9,1994,12.65,0.1,0.01,14.8,,2.5,,21.5,6.8,9.6,
25-Sep-94,9,1994,11.31,0.2,0.01,20,,2.3,6.2,21.5,6.9,13.4,
5-Oct-94,10,1994,7.63,2.8,0.24,18.2,,2.6,,19.5,7,18,
10-Oct-94,10,1994,12.09,0.8,0.25,9.5,,2.4,20.5,21,6.8,11.4,
20-Oct-94,10,1994,11.6,2.6,0.3,11.1,,2,,17,6.7,12.6,
25-Oct-94,10,1994,11.68,1.1,0.81,23.1,,0.8,19.6,17,6.9,15.6,
2-Nov-94,11,1994,11.6,3.8,0.3,8,,2.5,,15,6.8,14.4,
11-Nov-94,11,1994,14.99,4.1,1.02,9.1,,8,13.4,12,7.2,13,
15-Nov-94,11,1994,10.56,4,1.08,10.3,,9.1,,12,7.2,13.4,
20-Nov-94,11,1994,16.8,6.8,0.32,8.3,,5.8,14,10,7.1,18.6,
28-Nov-94,11,1994,16.6,6.2,1.05,8.3,,0.6,,9.5,7,14.2,
8-Dec-94,12,1994,14.98,3.3,0.73,19.4,,4.1,12.3,8.7,7,13.4,
13-Dec-94,12,1994,13.57,4.5,0.56,14.8,,1.9,,9.5,6.9,12.6,
14-Dec-94,12,1994,13.35,2.5,,,,,,11.5,6.8,11.8,
18-Dec-94,12,1994,13.73,2.5,0.28,22.6,,3,11.5,9.5,6.9,12.4,
26-Dec-94,12,1994,12.75,1.3,0.09,29.2,,4.5,,10,6.8,15.4,
4-Jan-95,1,1995,12.56,1.7,0.06,33.4,,4.7,14.3,9.5,6.7,11.6,
10-Jan-95,1,1995,15.29,5,,18.6,,2.9,,14,6.7,11.8,
11-Jan-95,1,1995,22.46,,0.59,,,,,12.7,6.7,10.2,
19-Jan-95,1,1995,22.13,7.8,0.64,20.2,,2.2,9.3,9.5,6.9,13.6,
24-Jan-95,1,1995,15.38,0.9,0.11,22.2,,3.8,,12.5,7.1,10.2,
31-Jan-95,1,1995,22.47,2.4,0.43,20,,3,,19,6.9,11.2,
7-Feb-95,2,1995,22.95,6,1.04,17.3,,3.1,11.5,21.5,7,14.2,
16-Feb-95,2,1995,24.36,10,1.15,10.5,,0.9,,18,7.2,13.6,
23-Feb-95,2,1995,17.92,3.4,0.95,16.2,,2.5,12.7,19.5,6.9,9.8,
27-Feb-95,2,1995,5.77,4.7,1.16,19.6,,2,,,,9.5,
6-Mar-95,3,1995,8.78,0.8,0.1,23.3,,2.4,11.6,18.5,7,14.6,
16-Mar-95,3,1995,8.94,1.1,0.25,20,,0.5,,20.5,7.1,6.6,
21-Mar-95,3,1995,17.75,4.4,0.73,11.6,,0.5,11,18,7.1,6,
27-Mar-95,3,1995,25.04,5.2,1.05,17.2,,1,,21.5,6.9,8.8,
5-Apr-95,4,1995,24.34,2.7,0.72,33,,4.4,11.9,22.5,6.8,12.2,
11-Apr-95,4,1995,23.9,3.2,1,29.8,,4.7,,20,7,17,
20-Apr-95,4,1995,15.51,1.4,0.7,25.9,,4.5,12.8,17,6.9,16.8,
25-Apr-95,4,1995,16.61,0.2,0.02,24.6,,5.7,,21.5,7,14,
3-May-95,5,1995,10.77,1.8,0.56,23.2,,4.5,13,24.5,6.7,16.2,
11-May-95,5,1995,16.4,1,0.82,0.6,,5.6,,22.5,6.5,18.4,
15-May-95,5,1995,16.92,0.3,0.03,19,,3.7,11.9,22,6.6,17.2,
21-May-95,5,1995,16.78,1.1,0.04,15.5,,2.5,,19,7,18.4,
29-May-95,5,1995,8.1,0.3,0.68,11.8,,3.9,,19.5,7.1,16.8,
8-Jun-95,6,1995,8,0.2,0.01,6.6,,6.2,10.8,19.5,6.9,16.6,
12-Jun-95,6,1995,8.08,0.2,0.01,6.2,,3.7,,21,7.1,11.2,
20-Jun-95,6,1995,10.42,0.1,0.01,4.8,,3.1,11.9,20,6.8,13.8,
25-Jun-95,6,1995,17.17,0.1,0.01,4.4,,2.6,,24.5,7,11.6,
4-Jul-95,7,1995,23.89,0.1,0.01,3.8,,6.2,11.9,21.5,6.8,15,
13-Jul-95,7,1995,8.89,0.6,0.01,10.8,,2.2,,21.5,6.7,8.2,
16-Jul-95,7,1995,13.31,1.2,0.01,6.8,,2,,24.5,7.1,13.4,
4-Aug-95,8,1995,0,0.2,0.01,5.7,,4.4,,,,17.4,
8-Aug-95,8,1995,23.42,0.1,0.01,2.8,,4.4,,,,23,
16-Aug-95,8,1995,13.45,,0.01,7.5,,4.5,13.4,24,6.6,16,
17-Aug-95,8,1995,14,0.2,,,,,,23,6.9,15.8,
22-Aug-95,8,1995,17.03,2.4,0.06,14.5,,2.2,12.8,23.5,6.9,14,
27-Aug-95,8,1995,22.81,2.6,0.21,10,,3.6,,22,7.2,17.6,
3-Sep-95,9,1995,22.55,,0.2,9.8,,5.2,,21,7,9.6,
4-Sep-95,9,1995,22.55,1.5,,,,,,21,7.1,9.6,
14-Sep-95,9,1995,7.74,0.2,0.11,12.5,,3.8,15.5,21,6.5,16.2,
19-Sep-95,9,1995,7.78,0.1,0.01,19,,4.4,,24,6.8,16,
25-Sep-95,9,1995,7.75,0.2,0.09,16,,5.3,17.1,22.5,6.5,15.8,
5-Oct-95,10,1995,10.33,5.2,0.1,9.5,,3.7,,21,6.6,17,
10-Oct-95,10,1995,15.7,5.1,0.3,15,,2,32,20,7.1,9.5,
16-Oct-95,10,1995,16.94,6.6,0.54,14.8,,4,,20.7,6.9,9,
25-Oct-95,10,1995,14.94,4.5,0.57,15.6,,6.4,30.2,18,6.6,14,
29-Oct-95,10,1995,17.89,5.3,0.6,7.2,,6.4,,19,6.9,17.8,
6-Nov-95,11,1995,13.11,8.7,0.97,16,,2.6,22.7,17.5,7,17.6,
8-Nov-95,11,1995,13.07,6,,,,,,18.5,6.8,17.2,
16-Nov-95,11,1995,27.59,6.2,1.54,13,,3.7,,18,6.7,15.2,
19-Nov-95,11,1995,7.59,3.7,0.19,23.2,,1.2,14,16.5,6.7,11.6,
28-Nov-95,11,1995,18.44,9,,15.2,,5.2,,15,6.7,14.6,
29-Nov-95,11,1995,22.98,,0.96,,,,,15.5,6.8,12.6,
6-Dec-95,12,1995,11.09,9.2,1.16,22,,4.2,14,20,7,13.4,
12-Dec-95,12,1995,7.04,10.8,1.08,17.6,,2.5,,14.5,6.8,14,
18-Dec-95,12,1995,23.09,14.5,0.85,9.5,,6.2,,11,7,16.4,
25-Dec-95,12,1995,23.9,13.5,0.75,9.4,,3.1,13,9.5,7.1,11.2,
4-Jan-96,1,1996,23.22,11.6,0.78,11,,3.2,13,13,7,13.8,
9-Jan-96,1,1996,24.04,12.5,,10.8,,3.7,,11.5,7.1,12.4,
11-Jan-96,1,1996,24.03,,1.57,,,,,10.5,6.7,14.2,
15-Jan-96,1,1996,11.75,9.1,,13.1,,3.2,,10.5,7,13.6,
17-Jan-96,1,1996,14.33,,0.88,,,,,10.5,7.1,13,
23-Jan-96,1,1996,5.72,1.5,,,,,,9,6.7,12.8,
24-Jan-96,1,1996,5.66,1.3,0.24,24.3,,4,25.6,10,6.6,14.6,
25-Jan-96,1,1996,5.51,2.6,,,,,,10,7,13.8,
26-Jan-96,1,1996,5.73,1.2,,,,,,9.5,7.1,12,
27-Jan-96,1,1996,5.82,1,,,,,,10,6.9,12,
28-Jan-96,1,1996,5.75,1.3,,,,,,10.5,6.8,13.4,
29-Jan-96,1,1996,5.77,1,0.13,31.7,,4.6,,10,6.9,12.6,
30-Jan-96,1,1996,5.76,1.9,,,,,,10,7,9.6,
31-Jan-96,1,1996,6.48,1.7,,,,,,11.5,6.6,9.6,
1-Feb-96,2,1996,8.1,1.1,,,,,,12,6.5,9.6,
2-Feb-96,2,1996,9.07,1.6,,,,,,12.5,6.8,9.6,
6-Feb-96,2,1996,12,1.8,0.41,16.2,,7.2,28,15,6.8,13.2,
7-Feb-96,2,1996,12.01,1.8,0.41,,,,,15,7.1,10.4,
8-Feb-96,2,1996,12.36,4.4,,,,,,14.5,6.7,9.8,
11-Feb-96,2,1996,12.66,2.6,,,,4.6,,15.5,6.8,8.4,
12-Feb-96,2,1996,12.34,2.5,0.68,15.7,,2.2,27.9,15,6.6,12,
13-Feb-96,2,1996,9.36,1.6,0.68,,,,,15,7.2,7.2,
14-Feb-96,2,1996,9.17,1.6,,,,,,15.5,7,7.2,
22-Feb-96,2,1996,25.19,11.8,1.2,6.5,,3.4,20.3,12,7,10.6,
23-Feb-96,2,1996,25.35,13.3,,,,,,13,7,9.8,
24-Feb-96,2,1996,24.9,12.1,,,,,,12,7.2,10.8,
26-Feb-96,2,1996,24.9,11.6,,,,,,11.5,7.4,11.6,
27-Feb-96,2,1996,25.68,13.7,0.81,7.1,,1.6,,11,7.6,10.6,
28-Feb-96,2,1996,24.41,12.6,,,,,,10.5,7.1,14.4,
2-Mar-96,3,1996,29.43,13.2,,,,,,12.5,7.2,10,
6-Mar-96,3,1996,29.54,,0.76,6.9,,,,13.5,7.7,10,
7-Mar-96,3,1996,28.2,9.9,1.16,8.9,,3.5,23.5,13,7.1,12.6,
10-Mar-96,3,1996,26.93,9.2,,,,,,,,11,
11-Mar-96,3,1996,24.74,8.3,1.43,9.5,,3.9,,14,6.8,11,
13-Mar-96,3,1996,16.78,4.1,,,,,,14,6.7,11,
17-Mar-96,3,1996,11.85,0.8,0.13,20.1,,5.3,22.3,16,6.9,12,
18-Mar-96,3,1996,12.46,0.8,,,,,,17.5,6.8,11.4,
19-Mar-96,3,1996,13.85,0.6,,,,,,19,7,11.6,
25-Mar-96,3,1996,14.08,1.6,,,,,,17.5,6.7,11.6,
26-Mar-96,3,1996,13.86,1,0.28,19,,5.2,,17,7.1,11.2,
27-Mar-96,3,1996,14.29,1.6,,,,,,17.5,6.7,9.8,
28-Mar-96,3,1996,13.64,1.5,,,,,,17,6.9,9.4,
1-Apr-96,4,1996,13.51,1.3,,,,,,17.5,7.2,13,
2-Apr-96,4,1996,15.81,0.9,0.18,20,,4.7,40.2,19.5,7.3,14.6,
3-Apr-96,4,1996,15.92,0.9,,,,,,18,7.2,13,
5-Apr-96,4,1996,15.54,0.8,,,,,,21,7.3,13,
11-Apr-96,4,1996,15.87,2.4,0.49,18.5,,3,11.9,18.5,7.2,8,
14-Apr-96,4,1996,14.63,1.7,0.5,20.1,,5.8,,18,7.3,11.6,
24-Apr-96,4,1996,16.64,2.6,0.57,27.7,,5.4,13.1,21,7.3,9.8,
2-May-96,5,1996,16.73,3.3,0.69,18.6,,5.6,,24,7.1,10.2,
7-May-96,5,1996,14.81,2.3,0.49,15.8,,5.5,20.2,21,7.4,10.4,
8-May-96,5,1996,13.49,2.5,,,,,,20,7.2,11.6,
9-May-96,5,1996,13.79,2.3,,,,,,19.5,7.2,13.6,
12-May-96,5,1996,14.06,1.8,0.21,17.2,,4.4,,23,7.2,20.6,
13-May-96,5,1996,14.02,1.7,,,,,,24,7,11.6,
22-May-96,5,1996,16.01,5,0.69,15.4,,0.9,13.9,20,7.3,11.6,
23-May-96,5,1996,16.05,5,,,,,,20,7.2,14.2,
24-May-96,5,1996,15.96,3.7,,,,,,20.5,7.5,12.2,
27-May-96,5,1996,15.05,1.8,0.26,22.9,,4.7,,22.5,7.1,20.4,
28-May-96,5,1996,15.02,1.7,,,,,,21.5,7.2,10.2,
29-May-96,5,1996,14.81,1.8,,,,,,22,7.2,8.3,
3-Jun-96,6,1996,14.16,0.4,0.03,18.2,,5,12.8,26.5,7.1,13,
4-Jun-96,6,1996,14.62,0.4,,,,,,24.5,7.2,2.4,
5-Jun-96,6,1996,14.05,0.3,,,,,,25.5,6.8,2,
13-Jun-96,6,1996,14.13,0.1,0.01,5.3,,0.3,,22,7,2.2,
14-Jun-96,6,1996,14.28,0.1,,,,,,23,7.1,1.7,
15-Jun-96,6,1996,14.04,0.1,,,,,,23.5,7,1.8,
18-Jun-96,6,1996,14.38,0.1,0.01,3.7,,1,10.3,22,7,1.2,
19-Jun-96,6,1996,14.29,0.1,,,,,,22.5,6.9,1.2,
20-Jun-96,6,1996,14.24,0.1,,,,,,22.5,6.9,2.4,
23-Jun-96,6,1996,13.82,0.1,0.01,3.8,,,,23.5,7.1,2.1,
24-Jun-96,6,1996,13.92,0.1,,,,,,22,7.1,2,
25-Jun-96,6,1996,15.18,0.2,,,,,,20.5,7,2.1,
4-Jul-96,7,1996,15.53,0.5,0.01,0.2,,0.1,11.7,24.5,6.9,3.4,
5-Jul-96,7,1996,14.29,0.2,,,,,,25,6.8,3.4,
6-Jul-96,7,1996,13.73,0.3,,,,,,25,7,3.6,
8-Jul-96,7,1996,13.49,0.3,0.01,0.1,,1.1,,24,6.9,3.4,
9-Jul-96,7,1996,13.53,0.7,,,,,,23,6.9,4.2,
10-Jul-96,7,1996,13.41,0.6,,,,,,24,7.7,3.4,
17-Jul-96,7,1996,15.29,0.3,,5.2,,1.3,12.8,22,7,4.8,
18-Jul-96,7,1996,15.33,0.4,0.01,,,,,22.5,7,4,
19-Jul-96,7,1996,15.5,0.1,,,,,,22.5,7,2.4,
23-Jul-96,7,1996,15.7,0.4,,,,0.7,,24.5,7,3.6,
