Date,Month,Year,pH,Flow,Temp,Flow_gal,TP,TSS,NH3,TKN,NO2,NO3
7/30/1991,7,1991,,27,,27190000,5.6,,18.5,,,
7/31/1991,7,1991,,27,,26870000,,,19.3,,,
8/1/1991,8,1991,,28,,27800000,4.9,,18.8,,,
8/2/1991,8,1991,,28,,27800000,,,19.8,,,
8/3/1991,8,1991,,33,,32800000,,,19.5,,,
8/4/1991,8,1991,,32,,32400000,,,17.6,,,
8/5/1991,8,1991,,28,,27900000,,,12.9,,,
8/6/1991,8,1991,,29,,28800000,5.2,,17,,,
8/7/1991,8,1991,,28,,28200000,,,19.9,,,
8/8/1991,8,1991,,27,,27200000,5.3,,20,,,
8/9/1991,8,1991,,30,,30200000,5.3,,19.7,,,
8/10/1991,8,1991,,32,,32200000,,,18.1,,,
8/11/1991,8,1991,,29,,28600000,,,18.4,,,
8/12/1991,8,1991,,29,,29300000,,,17.8,,,
8/13/1991,8,1991,,33,,32500000,5.7,,19.5,,,
8/14/1991,8,1991,,27,,27100000,,,20.5,,,
8/15/1991,8,1991,,28,,28100000,5.6,,19.5,,,
8/16/1991,8,1991,,27,,27200000,,,20.8,,,
8/17/1991,8,1991,,31,,31300000,,,20.4,,,
8/18/1991,8,1991,,31,,31400000,,,18.1,,,
8/19/1991,8,1991,,30,,30100000,,,17,,,
8/20/1991,8,1991,,28,,28000000,6.5,,18,,,
8/21/1991,8,1991,,26,,26200000,,,17.9,,,
8/22/1991,8,1991,,29,,28800000,5.4,,19,,,
8/23/1991,8,1991,,29,,29200000,,,17.7,,,
8/24/1991,8,1991,,31,,31200000,,,17.5,,,
8/25/1991,8,1991,,31,,30700000,,,15.5,,,
8/26/1991,8,1991,,29,,29100000,,,15,,,
8/27/1991,8,1991,,27,,27300000,5,,14.6,,,
8/28/1991,8,1991,,27,,27100000,,,17.2,,,
8/29/1991,8,1991,,28,,27600000,6.1,,17.3,,,
8/30/1991,8,1991,,31,,31200000,,,16.9,,,
8/31/1991,8,1991,,30,,29800000,,,14.3,,,
9/1/1991,9,1991,,30,,29810000,,,14,,,
9/2/1991,9,1991,,29,,29410000,,,12.3,,,
9/3/1991,9,1991,,29,,28840000,7.4,,13.2,,,
9/4/1991,9,1991,,28,,27690000,,,13.1,,,
9/5/1991,9,1991,,27,,26690000,6.2,,13.3,,,
9/6/1991,9,1991,,27,,27280000,6.3,,13.2,,,
9/7/1991,9,1991,,31,,31030000,,,13.4,,,
9/8/1991,9,1991,,32,,32410000,,,13.3,,,
9/9/1991,9,1991,,30,,29590000,6.2,,12.7,,,
9/10/1991,9,1991,,28,,27840000,,,14.2,,,
9/11/1991,9,1991,,28,,27970000,4.6,,16.4,,,
9/12/1991,9,1991,,27,,26530000,,,16.1,,,
9/13/1991,9,1991,,27,,27340000,5.2,,16,,,
9/14/1991,9,1991,,32,,31870000,,,17.4,,,
9/15/1991,9,1991,,31,,31190000,,,15.7,,,
9/16/1991,9,1991,,29,,28970000,4.5,,15.4,,,
9/17/1991,9,1991,,26,,26000000,,,16.3,,,
9/18/1991,9,1991,,25,,24590000,4.2,,18,,,
9/19/1991,9,1991,,28,,28030000,,,17.5,,,
9/20/1991,9,1991,,31,,30690000,5.3,,16.2,,,
9/21/1991,9,1991,,31,,31160000,,,14.4,,,
9/22/1991,9,1991,,31,,30910000,,,14.6,,,
9/23/1991,9,1991,,28,,28370000,6.5,,12.1,,,
9/24/1991,9,1991,,28,,28220000,,,13.3,,,
9/25/1991,9,1991,,25,,24720000,4.8,,14.5,,,
9/26/1991,9,1991,,29,,29410000,,,14.6,,,
9/27/1991,9,1991,,32,,32160000,,,14.6,,,
9/28/1991,9,1991,,34,,33780000,,,14.2,,,
9/29/1991,9,1991,,32,,32030000,,,13,,,
9/30/1991,9,1991,,32,,31870000,8,,11.1,,,
10/1/1991,10,1991,,31,,30900000,,,13.7,,,
10/2/1991,10,1991,,31,,30800000,5.2,,15.4,,,
10/3/1991,10,1991,,30,,29700000,,,16.8,,,
10/4/1991,10,1991,,31,,30800000,,,16.4,,,
10/5/1991,10,1991,,32,,31700000,,,14.3,,,
10/6/1991,10,1991,,32,,31500000,,,15.1,,,
10/7/1991,10,1991,,32,,31500000,8.1,,13.2,,,
10/8/1991,10,1991,,30,,29900000,,,14.4,,,
10/9/1991,10,1991,,28,,28100000,6.2,,16.5,,,
10/10/1991,10,1991,,28,,28000000,,,17.8,,,
10/11/1991,10,1991,,31,,30700000,,,17.2,,,
10/12/1991,10,1991,,31,,30500000,,,16.4,,,
10/13/1991,10,1991,,31,,30600000,,,12.9,,,
10/14/1991,10,1991,,27,,26800000,3.9,,14.5,,,
10/15/1991,10,1991,,27,,27200000,,,15.9,,,
10/16/1991,10,1991,,30,,30200000,6.1,,16.1,,,
10/17/1991,10,1991,,29,,29200000,,,12.8,,,
10/18/1991,10,1991,,31,,30500000,,,12.9,,,
10/19/1991,10,1991,,30,,30100000,,,14,,,
10/20/1991,10,1991,,30,,29800000,,,13.2,,,
10/21/1991,10,1991,,32,,31700000,6.6,,11.3,,,
10/22/1991,10,1991,,24,,23800000,,,11.9,,,
10/23/1991,10,1991,,29,,28700000,6,,11.8,,,
10/24/1991,10,1991,,31,,30900000,,,13.8,,,
10/25/1991,10,1991,,31,,31400000,,,14.6,,,
10/26/1991,10,1991,,43,,43300000,,,10.1,,,
10/27/1991,10,1991,,35,,35000000,,,10.5,,,
10/28/1991,10,1991,,33,,33400000,6.5,,10.5,,,
10/29/1991,10,1991,,31,,30600000,,,11.1,,,
10/30/1991,10,1991,,31,,31300000,8.4,,11.2,,,
10/31/1991,10,1991,,32,,31500000,,,7.4,,,
11/1/1991,11,1991,,32,,31800000,,,6.2,,,
11/2/1991,11,1991,,37,,37200000,,,3.6,,,
11/3/1991,11,1991,,32,,31600000,,,4.2,,,
11/4/1991,11,1991,,32,,31800000,8.4,,4.7,,,
11/5/1991,11,1991,,31,,31000000,,,7.3,,,
11/6/1991,11,1991,,31,,30500000,7.2,,7.4,,,
11/7/1991,11,1991,,31,,31100000,,,9.8,,,
11/8/1991,11,1991,,31,,30900000,,,7.4,,,
11/9/1991,11,1991,,32,,31600000,,,7.5,,,
11/10/1991,11,1991,,31,,30800000,,,8.6,,,
11/11/1991,11,1991,,31,,30900000,,,5.4,,,
11/12/1991,11,1991,,32,,31700000,,,4.6,,,
11/13/1991,11,1991,,31,,30900000,9.6,,5.5,,,
11/14/1991,11,1991,,31,,30800000,,,5.6,,,
11/15/1991,11,1991,,31,,30900000,6.5,,6.1,,,
11/16/1991,11,1991,,31,,30900000,,,7.1,,,
11/17/1991,11,1991,,32,,32100000,,,7.1,,,
11/18/1991,11,1991,,32,,32000000,6.8,,6.4,,,
11/19/1991,11,1991,,32,,31600000,,,6.5,,,
11/20/1991,11,1991,,32,,31800000,7.5,,8.9,,,
11/21/1991,11,1991,,26,,26000000,,,11,,,
11/22/1991,11,1991,,34,,33600000,,,14.1,,,
11/23/1991,11,1991,,33,,32500000,,,13.7,,,
11/24/1991,11,1991,,32,,32400000,,,15.7,,,
11/25/1991,11,1991,,31,,31400000,6.6,,15.1,,,
11/26/1991,11,1991,,32,,31600000,,,14.8,,,
11/27/1991,11,1991,,33,,32700000,5.7,,18.2,,,
11/28/1991,11,1991,,32,,31900000,,,16.7,,,
11/29/1991,11,1991,,30,,30400000,,,15.1,,,
11/30/1991,11,1991,,31,,30800000,,,20,,,
12/1/1991,12,1991,,32,,32000000,,,18.3,,,
12/2/1991,12,1991,,32,,31800000,6.5,,17.8,,,
12/3/1991,12,1991,,32,,31600000,,,17.5,,,
12/4/1991,12,1991,,32,,31500000,,,19.1,,,
12/5/1991,12,1991,,31,,31200000,,,18.5,,,
12/6/1991,12,1991,,30,,30300000,4.7,,18.8,,,
12/7/1991,12,1991,,31,,30600000,,,18.6,,,
12/8/1991,12,1991,,31,,30800000,,,20.4,,,
12/9/1991,12,1991,,31,,30700000,,,19.3,,,
12/10/1991,12,1991,,31,,30700000,5.8,,19.3,,,
12/11/1991,12,1991,,31,,30600000,,,17,,,
12/12/1991,12,1991,,31,,30600000,6.8,,21.7,,,
12/13/1991,12,1991,,31,,31200000,,,23.3,,,
12/14/1991,12,1991,,31,,31000000,,,22.9,,,
12/15/1991,12,1991,,31,,31200000,,,23.3,,,
12/16/1991,12,1991,,32,,31700000,4.9,,21.4,,,
12/17/1991,12,1991,,31,,31100000,,,18.4,,,
12/18/1991,12,1991,,32,,32000000,3.8,,18.4,,,
12/19/1991,12,1991,,32,,31700000,,,17,,,
12/20/1991,12,1991,,32,,31800000,,,15.7,,,
12/21/1991,12,1991,,32,,31900000,,,14.4,,,
12/22/1991,12,1991,,32,,31600000,,,13.1,,,
12/23/1991,12,1991,,32,,32100000,4.2,,12.3,,,
12/24/1991,12,1991,,33,,33200000,,,12.4,,,
12/25/1991,12,1991,,31,,31000000,,,11.3,,,
12/26/1991,12,1991,,32,,31900000,5,,10.4,,,
12/27/1991,12,1991,,33,,33300000,,,13,,,
12/28/1991,12,1991,,36,,35600000,,,13.5,,,
12/29/1991,12,1991,,41,,40500000,,,13.8,,,
12/30/1991,12,1991,,34,,34100000,3.6,,14,,,
12/31/1991,12,1991,,34,,33700000,,,14.8,,,
1/1/1992,1,1992,,32,,31900000,,,18,,,
1/2/1992,1,1992,,32,,32300000,4.1,,22.3,,,
1/3/1992,1,1992,,32,,32400000,,,21.6,,,
1/4/1992,1,1992,,32,,32100000,,,22.1,,,
1/5/1992,1,1992,,41,,41300000,,,23.8,,,
1/6/1992,1,1992,,37,,36500000,,,18,,,
1/7/1992,1,1992,,36,,36300000,4,,17.6,,,
1/8/1992,1,1992,,35,,34500000,,,20.2,,,
1/9/1992,1,1992,,34,,33900000,,,21.6,,,
1/10/1992,1,1992,,34,,34400000,4,,23.6,,,
1/11/1992,1,1992,,33,,33000000,,,23.9,,,
1/12/1992,1,1992,,33,,33100000,,,24.6,,,
1/13/1992,1,1992,,34,,33600000,,,23,,,
1/14/1992,1,1992,,33,,33200000,5.2,,23.9,,,
1/15/1992,1,1992,,33,,32500000,,,25.1,,,
1/16/1992,1,1992,,34,,34100000,4.3,,26.4,,,
1/17/1992,1,1992,,35,,34600000,,,25.8,,,
1/18/1992,1,1992,,36,,35600000,,,26.4,,,
1/19/1992,1,1992,,34,,34200000,,,26.8,,,
1/20/1992,1,1992,,35,,34700000,,,23.6,,,
1/21/1992,1,1992,,34,,33500000,5.9,,23.4,,,
1/22/1992,1,1992,,32,,32200000,,,24.4,,,
1/23/1992,1,1992,,32,,32200000,5.6,,26.3,,,
1/24/1992,1,1992,,32,,31900000,,,27.6,,,
1/25/1992,1,1992,,32,,32100000,,,28,,,
1/26/1992,1,1992,,32,,32200000,,,28.8,,,
1/27/1992,1,1992,,33,,32700000,6.1,,26.3,,,
1/28/1992,1,1992,,33,,32500000,,,25.4,,,
1/29/1992,1,1992,,31,,31400000,5.8,,26.8,,,
1/30/1992,1,1992,,32,,32200000,,,28.1,,,
1/31/1992,1,1992,,33,,32500000,,,28.8,,,
2/1/1992,2,1992,,41,,40560000,,,28.6,,,
2/2/1992,2,1992,,39,,38940000,,,27.4,,,
2/3/1992,2,1992,,39,,39400000,6,,24.4,,,
2/4/1992,2,1992,,37,,37100000,,,24.8,,,
2/5/1992,2,1992,,36,,35600000,5.5,,26.8,,,
2/6/1992,2,1992,,35,,34600000,,,27.4,,,
2/7/1992,2,1992,,34,,33500000,,,28.4,,,
2/8/1992,2,1992,,35,,34700000,,,27.1,,,
2/9/1992,2,1992,,34,,34400000,,,27.3,,,
2/10/1992,2,1992,,42,,41870000,5.5,,25.8,,,
2/11/1992,2,1992,,52,,52000000,,,24.9,,,
2/12/1992,2,1992,,69,,69000000,,,11.4,,,
2/13/1992,2,1992,,51,,51100000,2.2,,11.7,,,
2/14/1992,2,1992,,54,,54400000,,,15.2,,,
2/15/1992,2,1992,,64,,64440000,,,18.4,,,
2/16/1992,2,1992,,61,,60700000,,,12.9,,,
2/17/1992,2,1992,,50,,49700000,,,12.4,,,
2/18/1992,2,1992,,43,,43400000,4.3,,16.1,,,
2/19/1992,2,1992,,48,,47600000,,,18.8,,,
2/20/1992,2,1992,,56,,56370000,3.9,,20.4,,,
2/21/1992,2,1992,,45,,45300000,,,14.8,,,
2/22/1992,2,1992,,44,,43800000,,,17.9,,,
2/23/1992,2,1992,,42,,42120000,,,21.1,,,
2/24/1992,2,1992,,41,,40900000,3.5,,20,,,
2/25/1992,2,1992,,39,,39200000,,,19.3,,,
2/26/1992,2,1992,,39,,38600000,,,22.3,,,
2/27/1992,2,1992,,39,,38600000,3.7,,23.5,,,
2/28/1992,2,1992,,38,,37900000,,,22.5,,,
2/29/1992,2,1992,,39,,39100000,,,23,,,
3/1/1992,3,1992,,41,,41200000,,,22.5,,,
3/2/1992,3,1992,,43,,42700000,5.2,,21.3,,,
3/3/1992,3,1992,,39,,39100000,,,19.5,,,
3/4/1992,3,1992,,38,,38200000,4.7,,21,,,
3/5/1992,3,1992,,45,,44590000,,,24.5,,,
3/6/1992,3,1992,,60,,60120000,,,24.1,,,
3/7/1992,3,1992,,48,,48400000,,,16.9,,,
3/8/1992,3,1992,,45,,45200000,,,18.2,,,
3/9/1992,3,1992,,43,,43100000,3.9,,17.5,,,
3/10/1992,3,1992,,42,,41600000,,,20.1,,,
3/11/1992,3,1992,,40,,40400000,4.2,,23.1,,,
3/12/1992,3,1992,,41,,41000000,,,,,,
3/13/1992,3,1992,,40,,40300000,,,24.2,,,
3/14/1992,3,1992,,41,,41200000,,,24.2,,,
3/15/1992,3,1992,,44,,43810000,,,24.4,,,
3/16/1992,3,1992,,45,,44600000,4.5,,22,,,
3/17/1992,3,1992,,42,,42000000,,,19.8,,,
3/18/1992,3,1992,,41,,41200000,,,21.2,,,
3/19/1992,3,1992,,40,,40000000,3.6,,22.2,,,
3/20/1992,3,1992,,40,,39900000,,,23.4,,,
3/21/1992,3,1992,,41,,40700000,,,23.5,,,
3/22/1992,3,1992,,43,,43200000,,,23.2,,,
3/23/1992,3,1992,,40,,39500000,4.2,,21.6,,,
3/24/1992,3,1992,,37,,37400000,,,20.1,,,
3/25/1992,3,1992,,37,,37100000,4.4,,21.9,,,
3/26/1992,3,1992,,37,,36900000,,,22.9,,,
3/27/1992,3,1992,,37,,36900000,,,23.5,,,
3/28/1992,3,1992,,38,,37700000,,,23.6,,,
3/29/1992,3,1992,,37,,37400000,,,22.8,,,
3/30/1992,3,1992,,38,,38300000,3.6,,21.4,,,
3/31/1992,3,1992,,36,,36200000,,,20.4,,,
4/1/1992,4,1992,,36,,35800000,,,21.8,,,
4/2/1992,4,1992,,36,,36200000,5,,20.5,,,
4/3/1992,4,1992,,36,,36300000,,,20.8,,,
4/4/1992,4,1992,,37,,37300000,,,19.4,,,
4/5/1992,4,1992,,37,,37000000,,,20.4,,,
4/6/1992,4,1992,,36,,36400000,,,18.7,,,
4/7/1992,4,1992,,36,,35700000,5.2,,17.2,,,
4/8/1992,4,1992,,36,,36100000,,,18.2,,,
4/9/1992,4,1992,,37,,36600000,,,18.4,,,
4/10/1992,4,1992,,38,,37700000,,,17.6,,,
4/11/1992,4,1992,,37,,37100000,,,17.2,,,
4/12/1992,4,1992,,38,,37500000,,,17.1,,,
4/13/1992,4,1992,,39,,38700000,4.9,,16.6,,,
4/14/1992,4,1992,,37,,37200000,,,16.5,,,
4/15/1992,4,1992,,37,,37200000,,,18.5,,,
4/16/1992,4,1992,,36,,35600000,,,19.7,,,
4/17/1992,4,1992,,36,,35900000,,,19.9,,,
4/18/1992,4,1992,,37,,37200000,,,19.2,,,
4/19/1992,4,1992,,36,,36000000,,,20.8,,,
4/20/1992,4,1992,,36,,35900000,4.9,,19,,,
4/21/1992,4,1992,,34,,33900000,,,21.5,,,
4/22/1992,4,1992,,32,,32400000,,,21.4,,,
4/23/1992,4,1992,,32,,31700000,,,20.7,,,
4/24/1992,4,1992,,33,,32700000,,,22.2,,,
4/25/1992,4,1992,,34,,33800000,,,21.7,,,
4/26/1992,4,1992,,34,,34100000,,,21.4,,,
4/27/1992,4,1992,,35,,34600000,4.8,,20.2,,,
4/28/1992,4,1992,,34,,34300000,,,22.8,,,
4/29/1992,4,1992,,35,,34600000,,,23.2,,,
4/30/1992,4,1992,,35,,34500000,,,24.6,,,
5/1/1992,5,1992,,34,,34100000,,,25.6,,,
5/2/1992,5,1992,,35,,34500000,,,24.4,,,
5/3/1992,5,1992,,35,,34900000,,,24.9,,,
5/4/1992,5,1992,,35,,34800000,5.4,,23.9,,,
5/5/1992,5,1992,,34,,34200000,,,24.3,,,
5/6/1992,5,1992,,34,,33600000,,,24.9,,,
5/7/1992,5,1992,,34,,34300000,,,24.5,,,
5/8/1992,5,1992,,34,,33500000,,,25.1,,,
5/9/1992,5,1992,,34,,34000000,,,24.8,,,
5/10/1992,5,1992,,34,,33500000,,,21.2,,,
5/11/1992,5,1992,,34,,33600000,,,21.2,,,
5/12/1992,5,1992,,33,,33400000,,,17.1,,,
5/13/1992,5,1992,,34,,34300000,6.1,,19.1,,,
5/14/1992,5,1992,,34,,33900000,,,18.2,,,
5/15/1992,5,1992,,34,,33600000,,,18.4,,,
5/16/1992,5,1992,,34,,33700000,,,19,,,
5/17/1992,5,1992,,34,,33800000,,,19.4,,,
5/18/1992,5,1992,,34,,34000000,5.7,,17.7,,,
5/19/1992,5,1992,,33,,33100000,,,19.3,,,
5/20/1992,5,1992,,34,,33800000,,,21.7,,,
5/21/1992,5,1992,,35,,34800000,,,20.9,,,
5/22/1992,5,1992,,35,,35100000,,,19.4,,,
5/23/1992,5,1992,,35,,34900000,,,21.3,,,
5/24/1992,5,1992,,33,,33200000,,,17.3,,,
5/25/1992,5,1992,,34,,34000000,,,13.9,,,
5/26/1992,5,1992,,34,,33900000,6.1,,13.6,,,
5/27/1992,5,1992,,35,,34800000,,,13.3,,,
5/28/1992,5,1992,,35,,34900000,,,15.3,,,
5/29/1992,5,1992,,33,,33000000,,,17.1,,,
5/30/1992,5,1992,,32,,31900000,,,17.6,,,
5/31/1992,5,1992,,32,,31900000,,,18.3,,,
6/1/1992,6,1992,,32,,32100000,5.5,,17.8,,,
6/2/1992,6,1992,,30,,30000000,,,18.6,,,
6/3/1992,6,1992,,31,,31400000,,,22.7,,,
6/4/1992,6,1992,,31,,31100000,,,22.2,,,
6/5/1992,6,1992,,32,,31700000,,,21,,,
6/6/1992,6,1992,,32,,31900000,,,22,,,
6/7/1992,6,1992,,32,,32000000,,,23.4,,,
6/8/1992,6,1992,,32,,32100000,5.4,,21.7,,,
6/9/1992,6,1992,,31,,30500000,,,20.5,,,
6/10/1992,6,1992,,31,,31200000,,,21.1,,,
6/11/1992,6,1992,,31,,31100000,,,21.1,,,
6/12/1992,6,1992,,32,,31800000,,,21.4,,,
6/13/1992,6,1992,,32,,31700000,,,21.1,,,
6/14/1992,6,1992,,31,,31300000,,,25.7,,,
6/15/1992,6,1992,,32,,31700000,5.9,,23.8,,,
6/16/1992,6,1992,,31,,30800000,,,22.8,,,
6/17/1992,6,1992,,31,,30500000,,,20.9,,,
6/18/1992,6,1992,,32,,32300000,,,19.1,,,
6/19/1992,6,1992,,30,,29700000,,,18.6,,,
6/20/1992,6,1992,,31,,31400000,,,17.8,,,
6/21/1992,6,1992,,32,,32000000,,,17.3,,,
6/22/1992,6,1992,,33,,32800000,,,14.5,,,
6/23/1992,6,1992,,32,,31700000,5.7,,14.3,,,
6/24/1992,6,1992,,31,,31200000,,,15.4,,,
6/25/1992,6,1992,,31,,31300000,,,15.8,,,
6/26/1992,6,1992,,31,,31200000,,,16.3,,,
6/27/1992,6,1992,,32,,31500000,,,17.6,,,
6/28/1992,6,1992,,31,,31200000,,,18,,,
6/29/1992,6,1992,,32,,32200000,6.1,,17.1,,,
6/30/1992,6,1992,,32,,32200000,,,17.8,,,
7/1/1992,7,1992,,32,,32100000,,,19.7,,,
7/2/1992,7,1992,,32,,31900000,,,20.6,,,
7/3/1992,7,1992,,30,,30200000,,,20.6,,,
7/4/1992,7,1992,,28,,28200000,,,19.8,,,
7/5/1992,7,1992,,29,,28800000,,,18.4,,,
7/6/1992,7,1992,,30,,29900000,,,19.2,,,
7/7/1992,7,1992,,29,,29200000,5.4,,18.2,,,
7/8/1992,7,1992,,29,,29300000,,,17.8,,,
7/9/1992,7,1992,,29,,29000000,,,17.6,,,
7/10/1992,7,1992,,29,,29400000,,,17.9,,,
7/11/1992,7,1992,,30,,29900000,,,17.3,,,
7/12/1992,7,1992,,30,,29700000,,,17.4,,,
7/13/1992,7,1992,,30,,30300000,,,17.7,,,
7/14/1992,7,1992,,29,,29200000,4.8,,18.6,,,
7/15/1992,7,1992,,29,,29200000,,,19.8,,,
7/16/1992,7,1992,,29,,29300000,,,19.2,,,
7/17/1992,7,1992,,30,,29700000,,,20.8,,,
7/18/1992,7,1992,,29,,29200000,,,21.4,,,
7/19/1992,7,1992,,29,,28900000,,,22.5,,,
7/20/1992,7,1992,,30,,30400000,4.5,,21.4,,,
7/21/1992,7,1992,,29,,28900000,,,,,,
7/22/1992,7,1992,,29,,28900000,,,23.4,,,
7/23/1992,7,1992,,29,,29000000,,,25.3,,,
7/24/1992,7,1992,,28,,28000000,,,24.6,,,
7/25/1992,7,1992,,29,,28800000,,,24.7,,,
7/26/1992,7,1992,,29,,28500000,,,22.8,,,
7/27/1992,7,1992,,29,,29400000,,,21.6,,,
7/28/1992,7,1992,,30,,30200000,,,19.1,,,
7/29/1992,7,1992,,31,,30700000,4.9,,17.8,,,
7/30/1992,7,1992,,31,,31400000,,,18.7,,,
7/31/1992,7,1992,,32,,31500000,,,17.7,,,
8/1/1992,8,1992,,32,,31500000,,,16.9,,,
8/2/1992,8,1992,,31,,31300000,,,16.2,,,
8/3/1992,8,1992,,29,,29000000,,,12.9,,,
8/4/1992,8,1992,,31,,30600000,,,13.5,,,
8/5/1992,8,1992,,31,,30600000,5.5,,14.5,,,
8/6/1992,8,1992,,32,,31700000,,,13.1,,,
8/7/1992,8,1992,,32,,31600000,,,11.3,,,
8/8/1992,8,1992,,32,,31600000,,,8.2,,,
8/9/1992,8,1992,,31,,31000000,,,11.5,,,
8/10/1992,8,1992,,32,,31700000,,,12.9,,,
8/11/1992,8,1992,,31,,31100000,,,15.3,,,
8/12/1992,8,1992,,32,,31800000,4.8,,16.3,,,
8/13/1992,8,1992,,33,,32500000,,,16.9,,,
8/14/1992,8,1992,,32,,32200000,,,17.6,,,
8/15/1992,8,1992,,32,,32200000,,,18,,,
8/16/1992,8,1992,,30,,30000000,,,19.3,,,
8/17/1992,8,1992,,30,,30200000,,,17.6,,,
8/18/1992,8,1992,,29,,29100000,5,,18.6,,,
8/19/1992,8,1992,,29,,29000000,,,16,,,
8/20/1992,8,1992,,29,,29000000,,,20.2,,,
8/21/1992,8,1992,,29,,29400000,,,21.2,,,
8/22/1992,8,1992,,30,,29700000,,,21.9,,,
8/23/1992,8,1992,,29,,29100000,,,23.2,,,
8/24/1992,8,1992,,30,,29700000,,,21.8,,,
8/25/1992,8,1992,,30,,30200000,,,21.8,,,
8/26/1992,8,1992,,29,,29100000,4.5,,22.5,,,
8/27/1992,8,1992,,29,,28900000,,,22.6,,,
8/28/1992,8,1992,,32,,32400000,,,22.2,,,
8/29/1992,8,1992,,34,,33800000,,,21,,,
8/30/1992,8,1992,,33,,33100000,,,20.6,,,
8/31/1992,8,1992,,33,,33200000,,,21.2,,,
9/1/1992,9,1992,,32,,32100000,,,20.5,,,
9/2/1992,9,1992,,32,,31500000,4,,21,,,
9/3/1992,9,1992,,31,,30900000,,,22.4,,,
9/4/1992,9,1992,,31,,30500000,,,23.7,,,
9/5/1992,9,1992,,30,,30400000,,,22.5,,,
9/6/1992,9,1992,,29,,29000000,,,22.8,,,
9/7/1992,9,1992,,31,,31200000,,,22.5,,,
9/8/1992,9,1992,,33,,33100000,,,22.6,,,
9/9/1992,9,1992,,33,,33000000,4,,22.2,,,
9/10/1992,9,1992,,32,,32000000,,,23.4,,,
9/11/1992,9,1992,,29,,29200000,,,23.8,,,
9/12/1992,9,1992,,39,,38900000,,,24.4,,,
9/13/1992,9,1992,,32,,31800000,,,24,,,
9/14/1992,9,1992,,31,,31400000,4.4,,21.9,,,
9/15/1992,9,1992,,31,,30600000,,,21.1,,,
9/16/1992,9,1992,,30,,30400000,,,24.5,,,
9/17/1992,9,1992,,31,,30600000,,,24.8,,,
9/18/1992,9,1992,,32,,31700000,,,24.2,,,
9/19/1992,9,1992,,32,,31800000,,,22,,,
9/20/1992,9,1992,,31,,31400000,,,21.6,,,
9/21/1992,9,1992,,31,,31000000,,,20,,,
9/22/1992,9,1992,,30,,30000000,,,19.9,,,
9/23/1992,9,1992,,30,,29900000,4.4,,21.3,,,
9/24/1992,9,1992,,30,,29900000,,,21.6,,,
9/25/1992,9,1992,,30,,29800000,,,22.1,,,
9/26/1992,9,1992,,33,,32600000,,,20.9,,,
9/27/1992,9,1992,,33,,32500000,,,20.5,,,
9/28/1992,9,1992,,32,,32400000,,,18.4,,,
9/29/1992,9,1992,,30,,30000000,,,16.6,,,
9/30/1992,9,1992,,30,,30200000,5.4,,17.6,,,
10/1/1992,10,1992,,32,,32400000,,,17.9,,,
10/2/1992,10,1992,,32,,32000000,,,20,,,
10/3/1992,10,1992,,34,,33500000,,,20.1,,,
10/4/1992,10,1992,,36,,35600000,,,22,,,
10/5/1992,10,1992,,32,,32100000,,,22,,,
10/6/1992,10,1992,,31,,31400000,,,21.5,,,
10/7/1992,10,1992,,30,,29600000,5.5,,23,,,
10/8/1992,10,1992,,29,,29200000,,,23.6,,,
10/9/1992,10,1992,,27,,27300000,,,24.5,,,
10/10/1992,10,1992,,30,,30100000,,,24.8,,,
10/11/1992,10,1992,,30,,30000000,,,24.2,,,
10/12/1992,10,1992,,32,,31700000,2.9,,21.6,,,
10/13/1992,10,1992,,31,,31300000,,,20.5,,,
10/14/1992,10,1992,,31,,31300000,,,21.1,,,
10/15/1992,10,1992,,31,,31000000,,,21.5,,,
10/16/1992,10,1992,,32,,31900000,,,21.9,,,
10/17/1992,10,1992,,33,,32900000,,,22.1,,,
10/18/1992,10,1992,,33,,33000000,,,21.6,,,
10/19/1992,10,1992,,32,,31900000,,,20.7,,,
10/20/1992,10,1992,,31,,31200000,,,17.8,,,
10/21/1992,10,1992,,31,,31200000,4.2,,22.6,,,
10/22/1992,10,1992,,30,,30400000,,,23.4,,,
10/23/1992,10,1992,,32,,31500000,,,24.2,,,
10/24/1992,10,1992,,33,,32600000,,,23.2,,,
10/25/1992,10,1992,,33,,32800000,,,23.5,,,
10/26/1992,10,1992,,33,,32900000,3.5,,22.5,,,
10/27/1992,10,1992,,31,,31200000,,,22.4,,,
10/28/1992,10,1992,,32,,31900000,,,23.6,,,
10/29/1992,10,1992,,36,,35600000,,,24,,,
10/30/1992,10,1992,,34,,33700000,,,22.9,,,
10/31/1992,10,1992,,34,,34200000,,,21,,,
11/1/1992,11,1992,,34,,34000000,,,21.4,,,
11/2/1992,11,1992,,32,,32300000,,,21.4,,,
11/3/1992,11,1992,,31,,30600000,4,,20.8,,,
11/4/1992,11,1992,,32,,31600000,,,24.5,,,
11/5/1992,11,1992,,31,,31300000,,,24.5,,,
11/6/1992,11,1992,,30,,29900000,,,23.3,,,
11/7/1992,11,1992,,33,,32500000,,,22.6,,,
11/8/1992,11,1992,,32,,31500000,,,23.4,,,
11/9/1992,11,1992,,32,,31500000,2.8,,22.2,,,
11/10/1992,11,1992,,31,,31000000,,,22.4,,,
11/11/1992,11,1992,,33,,32500000,,,24.8,,,
11/12/1992,11,1992,,31,,30900000,,,23.6,,,
11/13/1992,11,1992,,33,,32700000,,,23.1,,,
