Date,Month,Year,Flow,NH3,NO2,NO3,PO4
7-Apr-98,4,1998,30.777,0.1,,,
8-Apr-98,4,1998,30.887,,,,
9-Apr-98,4,1998,35.387,,,,
10-Apr-98,4,1998,25.657,,,,
11-Apr-98,4,1998,29.29,,,,
12-Apr-98,4,1998,28.25,,,,
13-Apr-98,4,1998,30.657,,,,
14-Apr-98,4,1998,30.737,,,,
15-Apr-98,4,1998,30.247,0.1,0.004,15,9.3
16-Apr-98,4,1998,29.547,,,,
17-Apr-98,4,1998,29.197,,,,
18-Apr-98,4,1998,27.1,,,,
19-Apr-98,4,1998,28.37,,,,
20-Apr-98,4,1998,29.047,0.1,,,
21-Apr-98,4,1998,29.067,,,,
22-Apr-98,4,1998,28.757,,,,
23-Apr-98,4,1998,28.097,,,,
24-Apr-98,4,1998,29.447,,,,
25-Apr-98,4,1998,28.72,,,,
26-Apr-98,4,1998,27.76,0.1,0.005,13,
27-Apr-98,4,1998,26.907,,,,
28-Apr-98,4,1998,25.017,,,,
29-Apr-98,4,1998,29.227,,,,
30-Apr-98,4,1998,29.207,,,,
1-May-98,5,1998,28,,,,
2-May-98,5,1998,28,,,,
3-May-98,5,1998,26.3,,,,
4-May-98,5,1998,29.97,,,,
5-May-98,5,1998,30.558,0.1,,,
6-May-98,5,1998,30.648,,,,
7-May-98,5,1998,30.588,,,,
8-May-98,5,1998,29.61,,,,
9-May-98,5,1998,28.43,,,,
10-May-98,5,1998,28.49,,,,
11-May-98,5,1998,28.658,,,,
12-May-98,5,1998,28.218,,,,
13-May-98,5,1998,34.518,0.1,0.001,15,9.5
14-May-98,5,1998,24.068,,,,
15-May-98,5,1998,28.888,,,,
16-May-98,5,1998,28.18,,,,
17-May-98,5,1998,27.368,,,,
18-May-98,5,1998,28.048,,,,
19-May-98,5,1998,27.818,,,,
20-May-98,5,1998,27.908,,,,
21-May-98,5,1998,28.768,0.1,,,
22-May-98,5,1998,28.248,,,,
23-May-98,5,1998,25.78,,,,
24-May-98,5,1998,24.96,,,,
25-May-98,5,1998,26.76,,,,
26-May-98,5,1998,28.3,0.1,0.003,14,
27-May-98,5,1998,28.319,,,,
28-May-98,5,1998,30.298,,,,
29-May-98,5,1998,28.538,,,,
30-May-98,5,1998,28,,,,
31-May-98,5,1998,26.75,,,,
1-Jun-98,6,1998,28.097,,,,
2-Jun-98,6,1998,27.717,0.1,,,
3-Jun-98,6,1998,27.777,,,,
4-Jun-98,6,1998,28.537,,,,
5-Jun-98,6,1998,27.497,,,,
6-Jun-98,6,1998,27.205,,,,
7-Jun-98,6,1998,27.005,,,,
8-Jun-98,6,1998,27.832,,,,
9-Jun-98,6,1998,27.652,,,,
10-Jun-98,6,1998,24.712,0.1,0.002,16,10
11-Jun-98,6,1998,27.382,,,,
12-Jun-98,6,1998,27.022,,,,
13-Jun-98,6,1998,28.69,,,,
14-Jun-98,6,1998,25.99,,,,
15-Jun-98,6,1998,27.072,,,,
16-Jun-98,6,1998,27.36,,,,
17-Jun-98,6,1998,26.512,,,,
18-Jun-98,6,1998,27.382,0.1,,,
19-Jun-98,6,1998,28.292,,,,
20-Jun-98,6,1998,23.83,,,,
21-Jun-98,6,1998,24.99,,,,
22-Jun-98,6,1998,27.642,,,,
23-Jun-98,6,1998,25.842,0.1,0.003,16,
24-Jun-98,6,1998,26.512,,,,
25-Jun-98,6,1998,27.272,,,,
26-Jun-98,6,1998,27.602,,,,
27-Jun-98,6,1998,24.45,,,,
28-Jun-98,6,1998,25.69,,,,
29-Jun-98,6,1998,27.26,,,,
30-Jun-98,6,1998,27.08,0.1,,,
1-Jul-98,7,1998,27.31,,,,
2-Jul-98,7,1998,27.48,,,,
3-Jul-98,7,1998,25.24,,,,
4-Jul-98,7,1998,24.49,,,,
5-Jul-98,7,1998,24.85,,,,
6-Jul-98,7,1998,25.21,,,,
7-Jul-98,7,1998,25.88,,,,
8-Jul-98,7,1998,26.24,0.1,0.002,17,10
9-Jul-98,7,1998,25.99,,,,
10-Jul-98,7,1998,25.99,,,,
11-Jul-98,7,1998,27.92,,,,
12-Jul-98,7,1998,24.83,,,,
13-Jul-98,7,1998,26.85,,,,
14-Jul-98,7,1998,26.44,,,,
15-Jul-98,7,1998,26.91,,,,
16-Jul-98,7,1998,27.59,0.1,,,
17-Jul-98,7,1998,27.91,,,,
18-Jul-98,7,1998,24.44,,,,
19-Jul-98,7,1998,24.89,,,,
20-Jul-98,7,1998,27,,,,
21-Jul-98,7,1998,24.82,0.1,0.003,16,
22-Jul-98,7,1998,28.18,,,,
23-Jul-98,7,1998,25.68,,,,
24-Jul-98,7,1998,29.92,,,,
25-Jul-98,7,1998,22.16,,,,
26-Jul-98,7,1998,25.23,0.1,,,
27-Jul-98,7,1998,26.1,,,,
28-Jul-98,7,1998,26.7,,,,
29-Jul-98,7,1998,27.4,,,,
30-Jul-98,7,1998,26.45,,,,
31-Jul-98,7,1998,25.4,,,,
1-Aug-98,8,1998,25.57,,,,
2-Aug-98,8,1998,25.59,,,,
3-Aug-98,8,1998,26.62,,,,
4-Aug-98,8,1998,26.86,,,,
5-Aug-98,8,1998,26.71,0.1,0.002,15,10
6-Aug-98,8,1998,27.47,,,,
7-Aug-98,8,1998,27.202,,,,
8-Aug-98,8,1998,24.792,,,,
9-Aug-98,8,1998,24.982,,,,
10-Aug-98,8,1998,26.942,,,,
11-Aug-98,8,1998,26.31,,,,
12-Aug-98,8,1998,25.92,,,,
13-Aug-98,8,1998,26.35,0.1,,,
14-Aug-98,8,1998,26.13,,,,
15-Aug-98,8,1998,25.362,,,,
16-Aug-98,8,1998,24.802,,,,
17-Aug-98,8,1998,26.222,,,,
18-Aug-98,8,1998,26.182,0.1,,,
19-Aug-98,8,1998,23.952,,,,
20-Aug-98,8,1998,25.222,,,,
21-Aug-98,8,1998,26.802,,,,
22-Aug-98,8,1998,24.152,,,,
23-Aug-98,8,1998,24.242,,,,
24-Aug-98,8,1998,26.072,0.1,,,
25-Aug-98,8,1998,25.262,,,,
26-Aug-98,8,1998,25.322,,,,
27-Aug-98,8,1998,27.032,,,,
28-Aug-98,8,1998,21.532,,,,
29-Aug-98,8,1998,27.722,,,,
30-Aug-98,8,1998,24.572,,,,
31-Aug-98,8,1998,26.262,,,,
1-Sep-98,9,1998,25.51,0.1,,,
2-Sep-98,9,1998,25.28,,,,
3-Sep-98,9,1998,25.3,,,,
4-Sep-98,9,1998,25.62,,,,
5-Sep-98,9,1998,24.75,,,,
6-Sep-98,9,1998,22.9,,,,
7-Sep-98,9,1998,25.6,,,,
8-Sep-98,9,1998,25.8,,,,
9-Sep-98,9,1998,25.84,0.1,0.003,15,11
10-Sep-98,9,1998,26,,,,
11-Sep-98,9,1998,25.7,,,,
12-Sep-98,9,1998,23.65,,,,
13-Sep-98,9,1998,27.34,,,,
14-Sep-98,9,1998,26.5,,,,
15-Sep-98,9,1998,26.49,,,,
16-Sep-98,9,1998,22.95,,,,
17-Sep-98,9,1998,24.44,0.1,,,
18-Sep-98,9,1998,23.99,,,,
19-Sep-98,9,1998,26.19,,,,
20-Sep-98,9,1998,24.47,,,,
21-Sep-98,9,1998,25.57,0.1,,,
22-Sep-98,9,1998,25.55,,,,
23-Sep-98,9,1998,25.4,,,,
24-Sep-98,9,1998,25.96,,,,
25-Sep-98,9,1998,25.52,,,,
26-Sep-98,9,1998,24.9,,,,
27-Sep-98,9,1998,25.08,,,,
28-Sep-98,9,1998,26.23,,,,
29-Sep-98,9,1998,25.51,0.1,,,
30-Sep-98,9,1998,25.7,,,,
1-Oct-98,10,1998,25.416,,,,
2-Oct-98,10,1998,25.406,,,,
3-Oct-98,10,1998,24.74,,,,
4-Oct-98,10,1998,23.87,,,,
5-Oct-98,10,1998,24.546,,,,
6-Oct-98,10,1998,24.856,,,,
7-Oct-98,10,1998,25.436,0.1,0.002,17,11
8-Oct-98,10,1998,24.446,,,,
9-Oct-98,10,1998,25.076,,,,
10-Oct-98,10,1998,29.11,,,,
11-Oct-98,10,1998,18.54,,,,
12-Oct-98,10,1998,24.966,,,,
13-Oct-98,10,1998,24.696,0.1,,,
14-Oct-98,10,1998,23.826,,,,
15-Oct-98,10,1998,25.076,,,,
16-Oct-98,10,1998,25.526,,,,
17-Oct-98,10,1998,20.75,,,,
18-Oct-98,10,1998,26.86,0.26,,,
19-Oct-98,10,1998,24.356,,,,
20-Oct-98,10,1998,24.576,,,,
21-Oct-98,10,1998,24.916,,,,
22-Oct-98,10,1998,24.706,0.1,,,
23-Oct-98,10,1998,26.126,,,,
24-Oct-98,10,1998,27.65,,,,
25-Oct-98,10,1998,21.19,,,,
26-Oct-98,10,1998,25.566,0.1,,,
27-Oct-98,10,1998,24.876,,,,
28-Oct-98,10,1998,24.656,,,,
29-Oct-98,10,1998,25.266,,,,
30-Oct-98,10,1998,24.966,,,,
31-Oct-98,10,1998,25.25,,,,
1-Nov-98,11,1998,23.86,,,,
2-Nov-98,11,1998,25.37,,,,
3-Nov-98,11,1998,25.487,,,,
4-Nov-98,11,1998,25.307,0.1,0.003,17,12
5-Nov-98,11,1998,25.457,,,,
6-Nov-98,11,1998,26.42,,,,
7-Nov-98,11,1998,24.63,,,,
8-Nov-98,11,1998,25.15,,,,
9-Nov-98,11,1998,25.85,0.1,,,
10-Nov-98,11,1998,20.867,,,,
11-Nov-98,11,1998,29.58,,,,
12-Nov-98,11,1998,26.097,,,,
13-Nov-98,11,1998,26.57,,,,
14-Nov-98,11,1998,24.11,,,,
15-Nov-98,11,1998,24.41,,,,
16-Nov-98,11,1998,25.04,,,,
17-Nov-98,11,1998,24.187,,,,
18-Nov-98,11,1998,24.157,,,,
19-Nov-98,11,1998,24.087,0.1,,,
20-Nov-98,11,1998,26.17,,,,
21-Nov-98,11,1998,23.6,,,,
22-Nov-98,11,1998,24.04,,,,
23-Nov-98,11,1998,25.32,,,,
24-Nov-98,11,1998,25.707,0.1,,,
25-Nov-98,11,1998,24.097,,,,
26-Nov-98,11,1998,22.18,,,,
27-Nov-98,11,1998,24.2,,,,
28-Nov-98,11,1998,22.85,,,,
29-Nov-98,11,1998,23.89,,,,
30-Nov-98,11,1998,28.787,,,,
1-Dec-98,12,1998,26.09,0.1,,,
2-Dec-98,12,1998,24.81,,,,
3-Dec-98,12,1998,26.118,,,,
4-Dec-98,12,1998,28.68,,,,
5-Dec-98,12,1998,24.53,,,,
6-Dec-98,12,1998,24.23,,,,
7-Dec-98,12,1998,26.14,,,,
8-Dec-98,12,1998,28.62,,,,
9-Dec-98,12,1998,23.458,0.1,0.001,16,10
10-Dec-98,12,1998,24.81,,,,
11-Dec-98,12,1998,24.04,,,,
12-Dec-98,12,1998,23.69,,,,
13-Dec-98,12,1998,23.25,,,,
14-Dec-98,12,1998,24.34,,,,
15-Dec-98,12,1998,24,,,,
16-Dec-98,12,1998,24.168,,,,
17-Dec-98,12,1998,22.98,0.1,,,
18-Dec-98,12,1998,24.02,,,,
19-Dec-98,12,1998,23.4,,,,
20-Dec-98,12,1998,22.74,,,,
21-Dec-98,12,1998,27.27,0.7,,,
22-Dec-98,12,1998,20.988,,,,
23-Dec-98,12,1998,22.26,,,,
24-Dec-98,12,1998,22.34,,,,
25-Dec-98,12,1998,21.2,,,,
26-Dec-98,12,1998,21.47,,,,
27-Dec-98,12,1998,21.46,,,,
28-Dec-98,12,1998,22.38,,,,
29-Dec-98,12,1998,24.19,0.1,,,
30-Dec-98,12,1998,21.32,0.1,,,
31-Dec-98,12,1998,23.18,,,,
1-Jan-99,1,1999,21.97,,,,
2-Jan-99,1,1999,22.76,,,,
3-Jan-99,1,1999,24.09,,,,
4-Jan-99,1,1999,24.279,,,,
5-Jan-99,1,1999,26.289,,,,
6-Jan-99,1,1999,23.429,,,,
7-Jan-99,1,1999,24.719,,,,
8-Jan-99,1,1999,26.689,0.1,,,
9-Jan-99,1,1999,23.48,,,,
10-Jan-99,1,1999,23.92,,,,
11-Jan-99,1,1999,25.149,,,,
12-Jan-99,1,1999,24.51,,,,
13-Jan-99,1,1999,24.249,0.1,0.002,17,11
14-Jan-99,1,1999,26.029,,,,
15-Jan-99,1,1999,25.539,,,,
16-Jan-99,1,1999,23.73,,,,
17-Jan-99,1,1999,22.89,,,,
18-Jan-99,1,1999,28.059,,,,
19-Jan-99,1,1999,28.029,0.1,,,
20-Jan-99,1,1999,29.049,,,,
21-Jan-99,1,1999,27.089,,,,
22-Jan-99,1,1999,26.269,,,,
23-Jan-99,1,1999,26.58,,,,
24-Jan-99,1,1999,27.86,,,,
25-Jan-99,1,1999,27.609,0.1,,,
26-Jan-99,1,1999,26.759,,,,
27-Jan-99,1,1999,26.218,,,,
28-Jan-99,1,1999,27.589,,,,
29-Jan-99,1,1999,27.589,,,,
30-Jan-99,1,1999,24.2,,,,
31-Jan-99,1,1999,25.95,,,,
1-Feb-99,2,1999,26.769,,,,
2-Feb-99,2,1999,25.969,0.1,,,
3-Feb-99,2,1999,26.277,,,,
4-Feb-99,2,1999,26.559,,,,
5-Feb-99,2,1999,26.119,,,,
6-Feb-99,2,1999,27.689,,,,
7-Feb-99,2,1999,29.749,,,,
8-Feb-99,2,1999,30.979,,,,
9-Feb-99,2,1999,36.739,,,,
10-Feb-99,2,1999,32.577,0.1,0.003,9.8,8.6
11-Feb-99,2,1999,30.779,,,,
12-Feb-99,2,1999,30.629,,,,
13-Feb-99,2,1999,26.839,,,,
14-Feb-99,2,1999,26.539,,,,
15-Feb-99,2,1999,27.969,,,,
16-Feb-99,2,1999,33.079,,,,
17-Feb-99,2,1999,23.617,,,,
18-Feb-99,2,1999,28.879,0.1,,,
19-Feb-99,2,1999,28.979,,,,
20-Feb-99,2,1999,29.239,,,,
21-Feb-99,2,1999,28.119,,,,
22-Feb-99,2,1999,29.499,0.1,,,
23-Feb-99,2,1999,28.319,,,,
24-Feb-99,2,1999,29.507,,,,
25-Feb-99,2,1999,29.479,,,,
26-Feb-99,2,1999,29.959,,,,
27-Feb-99,2,1999,26.309,,,,
28-Feb-99,2,1999,27.479,,,,
1-Mar-99,3,1999,27.548,,,,
2-Mar-99,3,1999,27.488,0.1,,,
3-Mar-99,3,1999,27.309,,,,
4-Mar-99,3,1999,28.009,,,,
5-Mar-99,3,1999,26.499,,,,
6-Mar-99,3,1999,26.92,,,,
7-Mar-99,3,1999,26.36,,,,
8-Mar-99,3,1999,27.269,,,,
9-Mar-99,3,1999,27.609,,,,
10-Mar-99,3,1999,27.049,0.1,0.003,17,11
11-Mar-99,3,1999,27.629,,,,
12-Mar-99,3,1999,26.239,,,,
13-Mar-99,3,1999,26.49,,,,
14-Mar-99,3,1999,28.18,,,,
15-Mar-99,3,1999,29.869,,,,
16-Mar-99,3,1999,28.579,,,,
17-Mar-99,3,1999,27.149,,,,
18-Mar-99,3,1999,28.809,0.1,,,
19-Mar-99,3,1999,26.649,,,,
20-Mar-99,3,1999,28.66,,,,
21-Mar-99,3,1999,22.32,,,,
22-Mar-99,3,1999,26.098,0.1,,,
23-Mar-99,3,1999,27.628,,,,
24-Mar-99,3,1999,28.978,,,,
25-Mar-99,3,1999,24.348,,,,
26-Mar-99,3,1999,25.818,,,,
27-Mar-99,3,1999,26.92,,,,
28-Mar-99,3,1999,24.95,0.1,,,
29-Mar-99,3,1999,26.948,,,,
30-Mar-99,3,1999,27.228,,,,
31-Mar-99,3,1999,28.028,,,,
1-Apr-99,4,1999,27.296,,,,
2-Apr-99,4,1999,28.956,,,,
3-Apr-99,4,1999,24.529,,,,
4-Apr-99,4,1999,24.789,,,,
5-Apr-99,4,1999,27.336,,,,
6-Apr-99,4,1999,27.206,,,,
7-Apr-99,4,1999,26.726,0.1,0.003,15,11
8-Apr-99,4,1999,27.989,,,,
9-Apr-99,4,1999,26.809,,,,
10-Apr-99,4,1999,27.012,,,,
11-Apr-99,4,1999,25.682,,,,
12-Apr-99,4,1999,26.859,,,,
13-Apr-99,4,1999,27.829,0.1,,,
14-Apr-99,4,1999,26.03,,,,
15-Apr-99,4,1999,27.57,,,,
16-Apr-99,4,1999,25.51,,,,
17-Apr-99,4,1999,26.393,,,,
18-Apr-99,4,1999,25.033,,,,
19-Apr-99,4,1999,26.44,0.1,,,
20-Apr-99,4,1999,26.43,,,,
21-Apr-99,4,1999,27.25,,,,
22-Apr-99,4,1999,26.38,,,,
23-Apr-99,4,1999,26.36,,,,
24-Apr-99,4,1999,26.353,,,,
25-Apr-99,4,1999,25.103,0.1,,,
26-Apr-99,4,1999,26.44,,,,
27-Apr-99,4,1999,26.19,,,,
28-Apr-99,4,1999,26.07,,,,
29-Apr-99,4,1999,26.6,,,,
30-Apr-99,4,1999,27.64,,,,
1-May-99,5,1999,23.81,,,,
2-May-99,5,1999,26.19,,,,
3-May-99,5,1999,24.455,,,,
4-May-99,5,1999,25.735,,,,
5-May-99,5,1999,27.275,,,,
6-May-99,5,1999,26.495,1.5,,,
7-May-99,5,1999,26.255,,,,
8-May-99,5,1999,26.3,,,,
9-May-99,5,1999,25.24,,,,
10-May-99,5,1999,25.045,,,,
11-May-99,5,1999,25.625,0.1,,,
12-May-99,5,1999,25.595,,,,
13-May-99,5,1999,25.515,,,,
14-May-99,5,1999,25.365,,,,
15-May-99,5,1999,24.74,,,,
16-May-99,5,1999,24.27,,,,
17-May-99,5,1999,25.835,,,,
18-May-99,5,1999,24.975,,,,
19-May-99,5,1999,26.515,0.46,0.112,12.8,14
20-May-99,5,1999,25.725,,,,
21-May-99,5,1999,25.725,,,,
22-May-99,5,1999,24.85,,,,
23-May-99,5,1999,24.89,0.1,,,
24-May-99,5,1999,26.375,,,,
25-May-99,5,1999,25.565,,,,
26-May-99,5,1999,24.695,,,,
27-May-99,5,1999,25.905,,,,
28-May-99,5,1999,25.875,,,,
29-May-99,5,1999,24.51,,,,
30-May-99,5,1999,23.6,,,,
31-May-99,5,1999,23.04,,,,
1-Jun-99,6,1999,25.34703,,,,
2-Jun-99,6,1999,25.63925,,,,
3-Jun-99,6,1999,26.81347,0.1,,,
4-Jun-99,6,1999,25.90038,,,,
5-Jun-99,6,1999,25.25376,,,,
6-Jun-99,6,1999,24.2343,,,,
7-Jun-99,6,1999,25.31925,,,,
8-Jun-99,6,1999,25.58368,0.1,,,
9-Jun-99,6,1999,25.44533,,,,
10-Jun-99,6,1999,25.43973,,,,
11-Jun-99,6,1999,26.04309,,,,
12-Jun-99,6,1999,25.44425,,,,
13-Jun-99,6,1999,25.60897,,,,
14-Jun-99,6,1999,26.03679,,,,
15-Jun-99,6,1999,25.97032,,,,
16-Jun-99,6,1999,25.06913,0.1,0.005,15,11
17-Jun-99,6,1999,25.496,,,,
18-Jun-99,6,1999,25.84081,,,,
19-Jun-99,6,1999,25.10406,,,,
20-Jun-99,6,1999,25.15727,,,,
21-Jun-99,6,1999,25.96135,4.7,,,
22-Jun-99,6,1999,24.96445,,0.008,,
23-Jun-99,6,1999,25.09986,,0.005,,
24-Jun-99,6,1999,25.1748,,,,
25-Jun-99,6,1999,25.03017,,,,
26-Jun-99,6,1999,24.41893,0.1,,,
27-Jun-99,6,1999,24.36694,,0.005,,
28-Jun-99,6,1999,25.4223,,,,
29-Jun-99,6,1999,23.45932,,,,
30-Jun-99,6,1999,24.86769,,0.005,,
1-Jul-99,7,1999,28.43511,0.1,,,
2-Jul-99,7,1999,24.97665,,,,
3-Jul-99,7,1999,23.65705,,,,
4-Jul-99,7,1999,23.50748,,,,
5-Jul-99,7,1999,23.56056,,,,
6-Jul-99,7,1999,25.16249,0.1,,,
7-Jul-99,7,1999,25.27574,,,,
8-Jul-99,7,1999,24.52085,0.1,0.004,,
9-Jul-99,7,1999,24.63748,,,,
10-Jul-99,7,1999,24.1642,,,,
11-Jul-99,7,1999,24.37739,,,,
12-Jul-99,7,1999,24.99108,,,,
13-Jul-99,7,1999,25.48516,,,,
14-Jul-99,7,1999,25.93082,0.1,0.004,12.4,9.5
15-Jul-99,7,1999,24.55634,,,,
16-Jul-99,7,1999,25.04282,,,,
17-Jul-99,7,1999,22.82741,,,,
18-Jul-99,7,1999,24.23673,,,,
19-Jul-99,7,1999,25.21948,0.1,,,
20-Jul-99,7,1999,25.607,,,,
21-Jul-99,7,1999,25.19757,,,,
22-Jul-99,7,1999,25.26771,,,,
23-Jul-99,7,1999,24.53779,,,,
24-Jul-99,7,1999,23.70598,,,,
25-Jul-99,7,1999,23.84421,0.1,,,
26-Jul-99,7,1999,24.71767,,,,
27-Jul-99,7,1999,24.7828,,,,
28-Jul-99,7,1999,24.86468,,,,
29-Jul-99,7,1999,23.81624,,,,
30-Jul-99,7,1999,24.24028,,,,
31-Jul-99,7,1999,23.56625,,,,
1-Aug-99,8,1999,23.39373,,,,
2-Aug-99,8,1999,24.55923,,,,
3-Aug-99,8,1999,25.05004,0.1,,,
4-Aug-99,8,1999,24.2539,,,,
5-Aug-99,8,1999,24.87581,,,,
6-Aug-99,8,1999,24.41392,,,,
7-Aug-99,8,1999,22.93869,,,,
8-Aug-99,8,1999,23.02147,,,,
9-Aug-99,8,1999,23.19786,,,,
10-Aug-99,8,1999,23.82971,,,,
11-Aug-99,8,1999,23.45659,0.1,0.003,16,11
12-Aug-99,8,1999,23.88767,,,,
13-Aug-99,8,1999,23.69706,,,,
14-Aug-99,8,1999,22.96581,,,,
15-Aug-99,8,1999,23.24833,,,,
16-Aug-99,8,1999,24.04396,,,,
17-Aug-99,8,1999,24.0352,,,,
18-Aug-99,8,1999,23.67687,,,,
19-Aug-99,8,1999,23.61756,0.1,,,
20-Aug-99,8,1999,23.43032,,,,
21-Aug-99,8,1999,22.13113,,,,
22-Aug-99,8,1999,21.88173,0.1,,,
23-Aug-99,8,1999,23.07311,,,,
24-Aug-99,8,1999,23.33337,,,,
25-Aug-99,8,1999,23.11028,,,,
26-Aug-99,8,1999,23.67466,,,,
27-Aug-99,8,1999,24.89945,,,,
28-Aug-99,8,1999,23.86436,,,,
29-Aug-99,8,1999,22.17345,,,,
30-Aug-99,8,1999,27.40473,,,,
31-Aug-99,8,1999,24.88549,,,,
1-Sep-99,9,1999,23.27856,0.15,,,
2-Sep-99,9,1999,23.41881,,,,
3-Sep-99,9,1999,23.46839,,,,
4-Sep-99,9,1999,22.71514,,,,
5-Sep-99,9,1999,21.70481,,,,
6-Sep-99,9,1999,22.93095,,,,
7-Sep-99,9,1999,24.55324,,,,
8-Sep-99,9,1999,24.24291,,,,
9-Sep-99,9,1999,24.68637,0.1,,,
10-Sep-99,9,1999,24.24909,,,,
11-Sep-99,9,1999,24.03258,,,,
12-Sep-99,9,1999,28.25076,,,,
13-Sep-99,9,1999,24.485,,,,
14-Sep-99,9,1999,24.485,0.1,,,
15-Sep-99,9,1999,25.94801,,,,
16-Sep-99,9,1999,25.6407,,,,
17-Sep-99,9,1999,25.66281,,,,
18-Sep-99,9,1999,24.99587,,,,
19-Sep-99,9,1999,24.65066,,,,
20-Sep-99,9,1999,25.62661,,,,
21-Sep-99,9,1999,25.54783,,,,
22-Sep-99,9,1999,25.75789,0.1,0.002,17.7,11
23-Sep-99,9,1999,25.72779,,,,
24-Sep-99,9,1999,25.73895,,,,
25-Sep-99,9,1999,25.24579,,,,
26-Sep-99,9,1999,24.78525,,,,
27-Sep-99,9,1999,25.67543,0.1,,,
28-Sep-99,9,1999,25.83439,,,,
29-Sep-99,9,1999,25.22555,,,,
30-Sep-99,9,1999,25.49505,,,,
1-Oct-99,10,1999,25.49499,,,,
2-Oct-99,10,1999,24.70245,,,,
3-Oct-99,10,1999,24.58547,,,,
4-Oct-99,10,1999,25.26456,,,,
5-Oct-99,10,1999,25.27028,,,,
6-Oct-99,10,1999,25.29751,,,,
7-Oct-99,10,1999,25.65137,0.37,,,
8-Oct-99,10,1999,24.99014,,,,
9-Oct-99,10,1999,23.94473,,,,
10-Oct-99,10,1999,24.17176,,,,
11-Oct-99,10,1999,25.55572,,,,
12-Oct-99,10,1999,25.24069,0.21,,,
13-Oct-99,10,1999,25.18616,,,,
14-Oct-99,10,1999,25.62705,,,,
15-Oct-99,10,1999,24.6443,,,,
16-Oct-99,10,1999,24.17451,,,,
17-Oct-99,10,1999,23.83701,,,,
18-Oct-99,10,1999,24.93702,,,,
19-Oct-99,10,1999,24.77314,,,,
20-Oct-99,10,1999,24.76765,0.17,0.004,17.8,11
21-Oct-99,10,1999,24.74717,,,,
22-Oct-99,10,1999,25.06652,,,,
23-Oct-99,10,1999,24.27301,,,,
24-Oct-99,10,1999,24.35023,,,,
25-Oct-99,10,1999,25.44924,0.53,,,
26-Oct-99,10,1999,24.18054,,,,
27-Oct-99,10,1999,25.65854,,,,
28-Oct-99,10,1999,26.20641,,,,
29-Oct-99,10,1999,25.35988,,,,
30-Oct-99,10,1999,24.54109,,,,
31-Oct-99,10,1999,24.31597,,,,
1-Nov-99,11,1999,25.08522,,,,
2-Nov-99,11,1999,25.25968,,,,
3-Nov-99,11,1999,25.90901,0.1,0.003,18.1,10
4-Nov-99,11,1999,25.60757,,,,
5-Nov-99,11,1999,25.1182,,,,
6-Nov-99,11,1999,24.39111,,,,
7-Nov-99,11,1999,24.56526,,,,
8-Nov-99,11,1999,24.04924,0.83,,,
9-Nov-99,11,1999,25.09791,,,,
10-Nov-99,11,1999,26.0174,,,,
11-Nov-99,11,1999,26.78374,,,,
12-Nov-99,11,1999,26.67715,,,,
13-Nov-99,11,1999,25.70815,,,,
14-Nov-99,11,1999,25.44558,0.2,,,
15-Nov-99,11,1999,26.21638,,,,
16-Nov-99,11,1999,26.83472,,,,
17-Nov-99,11,1999,27.10616,,,,
18-Nov-99,11,1999,27.13179,,,,
19-Nov-99,11,1999,27.75237,,,,
20-Nov-99,11,1999,27.33015,,,,
21-Nov-99,11,1999,26.49923,,,,
22-Nov-99,11,1999,26.78332,,,,
23-Nov-99,11,1999,26.44078,0.2,,,
24-Nov-99,11,1999,26.61723,,,,
25-Nov-99,11,1999,25.03176,,,,
26-Nov-99,11,1999,23.95662,,,,
27-Nov-99,11,1999,24.47548,,,,
28-Nov-99,11,1999,25.34346,,,,
29-Nov-99,11,1999,25.83087,,,,
30-Nov-99,11,1999,25.51722,,,,
1-Dec-99,12,1999,27.37261,,,,
2-Dec-99,12,1999,26.46297,0.2,,,
3-Dec-99,12,1999,26.22009,,,,
4-Dec-99,12,1999,25.5325,,,,
5-Dec-99,12,1999,25.39489,,,,
6-Dec-99,12,1999,24.62455,,,,
7-Dec-99,12,1999,25.95463,,,,
8-Dec-99,12,1999,26.06076,0.2,0.003,20.9,10
9-Dec-99,12,1999,25.85043,,,,
10-Dec-99,12,1999,26.63024,,,,
11-Dec-99,12,1999,21.42079,,,,
12-Dec-99,12,1999,24.82029,0.2,,,
13-Dec-99,12,1999,29.69125,,,,
14-Dec-99,12,1999,25.80728,,,,
15-Dec-99,12,1999,25.62481,,,,
16-Dec-99,12,1999,25.72063,,,,
17-Dec-99,12,1999,25.29652,,,,
18-Dec-99,12,1999,24.91018,,,,
19-Dec-99,12,1999,24.14661,,,,
20-Dec-99,12,1999,24.96039,0.2,,,
21-Dec-99,12,1999,25.08497,,,,
22-Dec-99,12,1999,24.67212,,,,
23-Dec-99,12,1999,24.60566,,,,
24-Dec-99,12,1999,24.12786,,,,
25-Dec-99,12,1999,22.07335,,,,
26-Dec-99,12,1999,22.80433,,,,
27-Dec-99,12,1999,24.40257,,,,
28-Dec-99,12,1999,24.33731,0.2,,,
29-Dec-99,12,1999,24.17149,,,,
30-Dec-99,12,1999,23.95456,,,,
31-Dec-99,12,1999,24.13054,,,,
1-Jan-00,1,2000,21.95056,,,,
2-Jan-00,1,2000,23.98775,,,,
3-Jan-00,1,2000,25.90281,,,,
4-Jan-00,1,2000,26.31292,,,,
5-Jan-00,1,2000,27.07227,,,,
6-Jan-00,1,2000,25.80988,0.2,,,
