Date,Month,Year,Flow,NH3
10/2/2011,10,2011,4.19,
10/3/2011,10,2011,4.66,1.4
10/4/2011,10,2011,5.46,
10/5/2011,10,2011,5.41,8.1
10/6/2011,10,2011,4.95,7.4
10/7/2011,10,2011,4.36,
10/8/2011,10,2011,4.31,
10/9/2011,10,2011,4.37,
10/10/2011,10,2011,4.68,
10/11/2011,10,2011,4.38,3.5
10/12/2011,10,2011,4.39,4
10/13/2011,10,2011,4.34,4.4
10/14/2011,10,2011,4.03,
10/15/2011,10,2011,4.2,
10/16/2011,10,2011,4.37,
10/17/2011,10,2011,4.11,
10/18/2011,10,2011,4,1.5
10/19/2011,10,2011,4.03,0.72
10/20/2011,10,2011,4.1,0.72
10/21/2011,10,2011,3.93,1.6
10/22/2011,10,2011,4.01,
10/23/2011,10,2011,4.19,
10/24/2011,10,2011,4.28,5
10/25/2011,10,2011,4.11,2.2
10/26/2011,10,2011,4.16,
10/27/2011,10,2011,4.1,0.27
10/28/2011,10,2011,3.94,
10/29/2011,10,2011,4.11,
10/30/2011,10,2011,4.25,
10/31/2011,10,2011,3.97,0.29
11/1/2011,11,2011,5.8,0.19
11/2/2011,11,2011,3.99,0.18
11/3/2011,11,2011,4.23,
11/4/2011,11,2011,4.04,
11/5/2011,11,2011,5.62,
11/6/2011,11,2011,5.1,
11/7/2011,11,2011,4.69,0.06
11/8/2011,11,2011,4.19,
11/9/2011,11,2011,4.21,0.22
11/10/2011,11,2011,4.21,0.11
11/11/2011,11,2011,4.51,0.08
11/12/2011,11,2011,4.34,
11/13/2011,11,2011,4.47,
11/14/2011,11,2011,4.26,0.23
11/15/2011,11,2011,4.18,0.2
11/16/2011,11,2011,4.23,0.16
11/17/2011,11,2011,4.35,
11/18/2011,11,2011,4.19,
11/19/2011,11,2011,4.89,
11/20/2011,11,2011,6.02,
11/21/2011,11,2011,4.87,0.36
11/22/2011,11,2011,4.73,0.12
11/23/2011,11,2011,4.72,0.21
11/24/2011,11,2011,5.19,
11/25/2011,11,2011,4.49,
11/26/2011,11,2011,4.58,
11/27/2011,11,2011,4.63,
11/28/2011,11,2011,4.53,1.2
11/29/2011,11,2011,4.49,0.44
11/30/2011,11,2011,4.35,0.51
12/1/2011,12,2011,4.23,
12/2/2011,12,2011,3.99,
12/3/2011,12,2011,4.23,
12/4/2011,12,2011,4.36,
12/5/2011,12,2011,4.29,0.82
12/6/2011,12,2011,4.29,0.3
12/7/2011,12,2011,4.24,0.23
12/8/2011,12,2011,4.21,0.22
12/9/2011,12,2011,4.16,
12/10/2011,12,2011,4.3,
12/11/2011,12,2011,4.41,
12/12/2011,12,2011,4.29,0.77
12/13/2011,12,2011,4.17,0.48
12/14/2011,12,2011,4.23,0.31
12/15/2011,12,2011,4.35,
12/16/2011,12,2011,4.19,
12/17/2011,12,2011,4.28,
12/18/2011,12,2011,4.27,
12/19/2011,12,2011,4.33,0.46
12/20/2011,12,2011,4.32,0.33
12/21/2011,12,2011,4.38,0.32
12/22/2011,12,2011,4.26,
12/23/2011,12,2011,4.41,
12/24/2011,12,2011,4.39,
12/25/2011,12,2011,4,
12/26/2011,12,2011,4.18,
12/27/2011,12,2011,4.42,0.81
12/28/2011,12,2011,4.03,0.46
12/29/2011,12,2011,4.22,0.38
12/30/2011,12,2011,4.13,
12/31/2011,12,2011,4.34,
1/1/2012,1,2012,3.83,
1/2/2012,1,2012,4.49,
1/3/2012,1,2012,3.99,0.83
1/4/2012,1,2012,4.09,0.54
1/5/2012,1,2012,4.19,0.3
1/6/2012,1,2012,3.97,
1/7/2012,1,2012,4.1,
1/8/2012,1,2012,4.12,
1/9/2012,1,2012,4.14,0.47
1/10/2012,1,2012,3.91,0.27
1/11/2012,1,2012,4.08,0.24
1/12/2012,1,2012,3.98,0.2
1/13/2012,1,2012,3.92,
1/14/2012,1,2012,4.06,
1/15/2012,1,2012,4.03,
1/16/2012,1,2012,4.23,
1/17/2012,1,2012,3.97,0.55
1/18/2012,1,2012,4,0.3
1/19/2012,1,2012,4.41,0.24
1/20/2012,1,2012,8.51,
1/21/2012,1,2012,6.88,
1/22/2012,1,2012,10.31,
1/23/2012,1,2012,9.05,1.6
1/24/2012,1,2012,6.08,0.65
1/25/2012,1,2012,5.83,0.69
1/26/2012,1,2012,5.35,
1/27/2012,1,2012,5.23,
1/28/2012,1,2012,5.13,
1/29/2012,1,2012,5.3,
1/30/2012,1,2012,4.82,1.65
1/31/2012,1,2012,4.76,1.16
2/1/2012,2,2012,4.78,0.3
2/2/2012,2,2012,4.6,
2/3/2012,2,2012,4.53,
2/4/2012,2,2012,4.69,
2/5/2012,2,2012,4.78,
2/6/2012,2,2012,5.29,2.3
2/7/2012,2,2012,5.58,1.4
2/8/2012,2,2012,4.95,0.87
2/9/2012,2,2012,4.77,0.28
2/10/2012,2,2012,4.57,
2/11/2012,2,2012,4.73,
2/12/2012,2,2012,4.96,
2/13/2012,2,2012,4.85,0.23
2/14/2012,2,2012,4.69,0.3
2/15/2012,2,2012,4.59,0.21
2/16/2012,2,2012,4.51,
2/17/2012,2,2012,4.42,
2/18/2012,2,2012,4.5,
2/19/2012,2,2012,4.46,
2/20/2012,2,2012,4.49,
2/21/2012,2,2012,4.38,0.53
2/22/2012,2,2012,4.22,0.56
2/23/2012,2,2012,4.29,0.6
2/24/2012,2,2012,4.16,
2/25/2012,2,2012,4.43,
2/26/2012,2,2012,4.5,
2/27/2012,2,2012,4.52,0.73
2/28/2012,2,2012,5.23,0.79
2/29/2012,2,2012,5.54,1.2
3/1/2012,3,2012,5.29,
3/2/2012,3,2012,4.89,
3/3/2012,3,2012,4.86,
3/4/2012,3,2012,4.95,
3/5/2012,3,2012,4.56,1.15
3/6/2012,3,2012,4.56,1.49
3/7/2012,3,2012,4.49,1.54
3/8/2012,3,2012,4.3,
3/9/2012,3,2012,4.41,
3/10/2012,3,2012,4.5,
3/11/2012,3,2012,4.65,
3/12/2012,3,2012,4.73,1.72
3/13/2012,3,2012,10.49,1.6
3/14/2012,3,2012,11.37,5.7
3/15/2012,3,2012,8.05,1.6
3/16/2012,3,2012,10.66,0.38
3/17/2012,3,2012,8.74,
3/18/2012,3,2012,7.4,
3/19/2012,3,2012,6.19,0.73
3/20/2012,3,2012,5.96,0.55
3/21/2012,3,2012,5.15,0.34
3/22/2012,3,2012,5.26,
3/23/2012,3,2012,4.99,
3/24/2012,3,2012,9.06,
3/25/2012,3,2012,8.99,
3/26/2012,3,2012,6.98,0.38
3/27/2012,3,2012,11.97,0.24
3/28/2012,3,2012,9.42,0.35
3/29/2012,3,2012,7.67,
3/30/2012,3,2012,6.75,
3/31/2012,3,2012,9.25,
4/1/2012,4,2012,7.78,
4/2/2012,4,2012,6.82,0.27
4/3/2012,4,2012,6.41,0.23
4/4/2012,4,2012,5.98,0.24
4/5/2012,4,2012,5.75,
4/6/2012,4,2012,5.68,
4/7/2012,4,2012,5.48,
4/8/2012,4,2012,5.26,
4/9/2012,4,2012,5.25,0.21
4/10/2012,4,2012,5.42,0.17
4/11/2012,4,2012,5.74,0.28
4/12/2012,4,2012,7.46,
4/13/2012,4,2012,6.86,
4/14/2012,4,2012,6.13,
4/15/2012,4,2012,5.8,
4/16/2012,4,2012,5.48,0.32
4/17/2012,4,2012,5.37,0.18
4/18/2012,4,2012,5.21,0.19
4/19/2012,4,2012,5.49,
4/20/2012,4,2012,4.78,
4/21/2012,4,2012,4.88,
4/22/2012,4,2012,4.9,
4/23/2012,4,2012,4.95,0.43
4/24/2012,4,2012,4.62,0.31
4/25/2012,4,2012,4.83,0.19
4/26/2012,4,2012,4.52,
4/27/2012,4,2012,4.53,
4/28/2012,4,2012,4.63,
4/29/2012,4,2012,4.77,
4/30/2012,4,2012,4.57,
5/1/2012,5,2012,4.55,
5/2/2012,5,2012,4.72,
5/3/2012,5,2012,4.54,
5/4/2012,5,2012,4.68,
5/5/2012,5,2012,4.54,
5/6/2012,5,2012,4.5,
5/7/2012,5,2012,4.13,
5/8/2012,5,2012,4.27,
5/9/2012,5,2012,4.39,
5/10/2012,5,2012,4.28,
5/11/2012,5,2012,4.21,
5/12/2012,5,2012,4.27,
5/13/2012,5,2012,4.41,
5/14/2012,5,2012,4.54,0.23
5/15/2012,5,2012,4.39,0.24
5/16/2012,5,2012,4.25,0.26
5/17/2012,5,2012,4.08,0.32
5/18/2012,5,2012,4.26,0.28
5/19/2012,5,2012,4.1,
5/20/2012,5,2012,4.22,
5/21/2012,5,2012,4.32,
5/22/2012,5,2012,4.14,
5/23/2012,5,2012,4.12,
5/24/2012,5,2012,4.09,
5/25/2012,5,2012,4.09,
5/26/2012,5,2012,4.13,
5/27/2012,5,2012,3.91,
5/28/2012,5,2012,4.3,
5/29/2012,5,2012,4.15,
5/30/2012,5,2012,4.08,
5/31/2012,5,2012,4.27,
