,Date,NH3 mg/L N_x,flow mgd_x,NO3 mg/L N_x,NO2 mg/L N,N+N mg/L N,P mg/L P,PO4 mg/L P,flow mgd_y,NH3 mg/L N_y,NO3 mg/L N_y,TP mg/L P,NH3 mg/L N,NO3 mg/L N,flow mgd
3669,2009-05-20,,,,,,,,8.29,0.5,,,0.5,,
3670,2009-05-21,,,,,,,,8.68,0.5,,,0.5,,
3671,2009-05-22,,,,,,,,8.48,0.5,,,0.5,,
3672,2009-05-23,,,,,,,,8.85,0.5,,,0.5,,
3673,2009-05-24,,,,,,,,8.3,0.5,,,0.5,,
3674,2009-05-25,,,,,,,,8.64,0.5,,,0.5,,
3675,2009-05-26,,,,,,,,8.51,0.5,,,0.5,,
3676,2009-05-27,,,,,6.0,,,8.49,0.5,6.0,,0.5,6.0,
3677,2009-05-28,,,,,,,,8.8,0.5,,,0.5,,
3678,2009-05-29,,,,,,,,8.36,0.5,,,0.5,,
3679,2009-05-30,,,,,,,,8.59,0.5,,,0.5,,
3680,2009-05-31,,,,,,,,9.11,0.5,,,0.5,,
3681,2009-06-01,,,,,,,,8.56,0.5,,,0.5,,
3682,2009-06-02,,,,,5.7,,,8.4,0.5,5.7,,0.5,5.7,
3683,2009-06-03,,,,,,,,7.97,0.5,,,0.5,,
3684,2009-06-04,,,,,,,,7.84,0.5,,,0.5,,
3685,2009-06-05,,,,,,,,7.31,0.5,,,0.5,,
3686,2009-06-06,,,,,,,,7.91,0.5,,,0.5,,
3687,2009-06-07,,,,,,,,7.31,0.5,,,0.5,,
3688,2009-06-08,,,,,5.2,,,7.32,0.5,5.2,,0.5,5.2,
3689,2009-06-09,,,,,,,,7.4,0.5,,,0.5,,
3690,2009-06-10,,,,,,,,7.4,0.5,,,0.5,,
3691,2009-06-11,,,,,,,,7.42,0.5,,,0.5,,
3692,2009-06-12,,,,,,,,7.29,0.5,,,0.5,,
3693,2009-06-13,,,,,,,,7.1,0.5,,,0.5,,
3694,2009-06-14,,,,,,,,7.13,0.5,,,0.5,,
3695,2009-06-15,,,,,,,,7.4,0.5,,,0.5,,
3696,2009-06-16,,,,,5.5,,,7.22,0.5,5.5,,0.5,5.5,
3697,2009-06-17,,,,,,,,7.59,0.5,,,0.5,,
3698,2009-06-18,,,,,,,,7.09,0.5,,,0.5,,
3699,2009-06-19,,,,,,,,7.45,0.5,,,0.5,,
3700,2009-06-20,,,,,,,,7.17,0.5,,,0.5,,
3701,2009-06-21,,,,,,,,7.52,0.5,,,0.5,,
3702,2009-06-22,,,,,,,,7.03,0.5,,,0.5,,
3703,2009-06-23,,,,,5.7,,,7.38,0.5,5.7,,0.5,5.7,
3704,2009-06-24,,,,,,,,7.61,0.5,,,0.5,,
3705,2009-06-25,,,,,,,,7.37,0.5,,,0.5,,
3706,2009-06-26,,,,,,,,7.78,0.5,,,0.5,,
3707,2009-06-27,,,,,,,,7.77,0.5,,,0.5,,
3708,2009-06-28,,,,,,,,7.26,0.5,,,0.5,,
3709,2009-06-29,,,,,6.2,,,8.26,0.5,6.2,,0.5,6.2,
3710,2009-06-30,,,,,,,,7.44,0.5,,,0.5,,
3711,2009-07-01,,,,,,,,7.86,0.5,,,0.5,,
3712,2009-07-02,,,,,,,,7.26,0.5,,,0.5,,
3713,2009-07-03,,,,,,,,7.54,0.5,,,0.5,,
3714,2009-07-04,,,,,,,,7.63,0.5,,,0.5,,
3715,2009-07-05,,,,,,,,7.18,0.5,,,0.5,,
3716,2009-07-06,,,,,,,,7.17,0.5,,,0.5,,
3717,2009-07-07,,,,,6.2,,,7.14,0.5,6.2,,0.5,6.2,
3718,2009-07-08,,,,,,,,7.47,0.5,,,0.5,,
3719,2009-07-09,,,,,,,,7.26,0.5,,,0.5,,
3720,2009-07-10,,,,,,,,7.09,0.5,,,0.5,,
3721,2009-07-11,,,,,,,,7.14,0.5,,,0.5,,
3722,2009-07-12,,,,,,,,7.28,0.5,,,0.5,,
3723,2009-07-13,,,,,5.9,,,7.27,0.5,5.9,,0.5,5.9,
3724,2009-07-14,,,,,,,,7.09,0.5,,,0.5,,
3725,2009-07-15,,,,,,,,7.13,0.5,,,0.5,,
3726,2009-07-16,,,,,,,,7.4,0.5,,,0.5,,
3727,2009-07-17,,,,,,,,7.21,0.5,,,0.5,,
3728,2009-07-18,,,,,,,,7.4,0.5,,,0.5,,
3729,2009-07-19,,,,,,,,7.61,0.5,,,0.5,,
3730,2009-07-20,,,,,5.4,,,7.37,0.5,5.4,,0.5,5.4,
3731,2009-07-21,,,,,,,,7.65,0.5,,,0.5,,
3732,2009-07-22,,,,,,,,7.38,0.5,,,0.5,,
3733,2009-07-23,,,,,,,,7.43,0.5,,,0.5,,
3734,2009-07-24,,,,,,,,7.87,0.5,,,0.5,,
3735,2009-07-25,,,,,,,,8.18,0.5,,,0.5,,
3736,2009-07-26,,,,,,,,8.14,0.5,,,0.5,,
3737,2009-07-27,,,,,,,,7.95,0.5,,,0.5,,
3738,2009-07-28,,,,,6.2,,,7.75,0.5,6.2,,0.5,6.2,
3739,2009-07-29,,,,,,,,8.11,0.5,,,0.5,,
3740,2009-07-30,,,,,,,,8.45,3.6,,,3.6,,
3741,2009-07-31,,,,,,,,8.42,1.48,,,1.48,,
3742,2009-08-01,,,,,,,,8.62,1.9,,,1.9,,
3743,2009-08-02,,,,,,,,8.4,1.2,,,1.2,,
3744,2009-08-03,,,,,6.2,,,7.55,1.62,6.2,,1.62,6.2,
3745,2009-08-04,,,,,,,,8.47,1.1,,,1.1,,
3746,2009-08-05,,,,,,,,8.0,0.5,,,0.5,,
3747,2009-08-06,,,,,,,,7.85,0.5,,,0.5,,
3748,2009-08-07,,,,,,,,7.77,1.2,,,1.2,,
3749,2009-08-08,,,,,,,,8.23,1.15,,,1.15,,
3750,2009-08-09,,,,,,,,8.37,0.5,,,0.5,,
3751,2009-08-10,,,,,6.4,,,7.29,1.3,6.4,,1.3,6.4,
3752,2009-08-11,,,,,,,,7.95,1.42,,,1.42,,
3753,2009-08-12,,,,,,,,8.36,1.05,,,1.05,,
3754,2009-08-13,,,,,,,,8.48,1.24,,,1.24,,
3755,2009-08-14,,,,,,,,8.71,1.13,,,1.13,,
3756,2009-08-15,,,,,,,,8.37,0.5,,,0.5,,
3757,2009-08-16,,,,,,,,8.73,0.5,,,0.5,,
3758,2009-08-17,,,,,,,,8.7,1.05,,,1.05,,
3759,2009-08-18,,,,,,,,7.89,1.28,,,1.28,,
3760,2009-08-19,,,,,,,,7.92,1.31,,,1.31,,
3761,2009-08-20,,,,,,,,8.13,1.16,,,1.16,,
3762,2009-08-21,,,,,,,,7.96,0.5,,,0.5,,
3763,2009-08-22,,,,,,,,8.37,0.5,,,0.5,,
3764,2009-08-23,,,,,,,,7.8,0.5,,,0.5,,
3765,2009-08-24,,,,,,,,7.99,1.04,,,1.04,,
3766,2009-08-25,,,,,,,,7.85,1.29,,,1.29,,
3767,2009-08-26,,,,,7.2,,,8.05,1.21,7.2,,1.21,7.2,
3768,2009-08-27,,,,,,,,8.02,1.06,,,1.06,,
3769,2009-08-28,,,,,,,,8.04,1.03,,,1.03,,
3770,2009-08-29,,,,,,,,8.32,1.19,,,1.19,,
3771,2009-08-30,,,,,,,,7.87,0.5,,,0.5,,
3772,2009-08-31,,,,,,,,8.86,0.5,,,0.5,,
3773,2009-09-01,,,,,6.1,,,8.98,0.5,6.1,,0.5,6.1,
3774,2009-09-02,,,,,,,,8.51,0.5,,,0.5,,
3775,2009-09-03,,,,,,,,8.24,0.5,,,0.5,,
3776,2009-09-04,,,,,,,,7.91,0.5,,,0.5,,
3777,2009-09-05,,,,,,,,7.92,0.5,,,0.5,,
3778,2009-09-06,,,,,,,,7.73,1.07,,,1.07,,
3779,2009-09-07,,,,,,,,7.85,0.5,,,0.5,,
3780,2009-09-08,,,,,6.7,,,7.78,1.23,6.7,,1.23,6.7,
3781,2009-09-09,,,,,,,,8.26,1.09,,,1.09,,
3782,2009-09-10,,,,,,,,7.75,1.14,,,1.14,,
3783,2009-09-11,,,,,,,,8.36,1.53,,,1.53,,
3784,2009-09-12,,,,,,,,7.95,1.22,,,1.22,,
3785,2009-09-13,,,,,,,,7.71,1.32,,,1.32,,
3786,2009-09-14,,,,,6.2,,,8.71,1.52,6.2,,1.52,6.2,
3787,2009-09-15,,,,,,,,8.12,1.77,,,1.77,,
3788,2009-09-16,,,,,,,,7.81,0.5,,,0.5,,
3789,2009-09-17,,,,,,,,8.67,1.06,,,1.06,,
3790,2009-09-18,,,,,,,,8.42,1.22,,,1.22,,
3791,2009-09-19,,,,,,,,8.02,1.27,,,1.27,,
3792,2009-09-20,,,,,,,,7.59,0.5,,,0.5,,
3793,2009-09-21,,,,,,,,8.41,1.33,,,1.33,,
3794,2009-09-22,,,,,,,,7.79,1.5,,,1.5,,
3795,2009-09-23,,,,,6.5,,,8.04,1.27,6.5,,1.27,6.5,
3796,2009-09-24,,,,,,,,8.17,1.66,,,1.66,,
3797,2009-09-25,,,,,,,,8.15,1.12,,,1.12,,
3798,2009-09-26,,,,,,,,7.45,1.08,,,1.08,,
3799,2009-09-27,,,,,,,,8.37,1.76,,,1.76,,
3800,2009-09-28,,,,,6.1,,,8.37,1.04,6.1,,1.04,6.1,
3801,2009-09-29,,,,,,,,7.48,1.56,,,1.56,,
3802,2009-09-30,,,,,,,,7.77,1.06,,,1.06,,
3803,2009-10-01,,,,,,,,7.66,0.5,,,0.5,,
3804,2009-10-02,,,,,,,,7.64,1.05,,,1.05,,
3805,2009-10-03,,,,,,,,7.81,1.16,,,1.16,,
3806,2009-10-04,,,,,,,,8.39,0.5,,,0.5,,
3807,2009-10-05,,,,,,,,8.19,0.5,,,0.5,,
3808,2009-10-06,,,,,6.5,,,7.77,1.37,6.5,,1.37,6.5,
3809,2009-10-07,,,,,,,,7.69,1.39,,,1.39,,
3810,2009-10-08,,,,,,,,8.06,0.5,,,0.5,,
3811,2009-10-09,,,,,,,,8.23,1.19,,,1.19,,
3812,2009-10-10,,,,,,,,7.61,1.35,,,1.35,,
3813,2009-10-11,,,,,,,,8.48,1.3,,,1.3,,
3814,2009-10-12,,,,,,,,8.04,1.29,,,1.29,,
3815,2009-10-13,,,,,,,,8.51,1.28,,,1.28,,
3816,2009-10-14,,,,,,,,8.4,1.39,,,1.39,,
3817,2009-10-15,,,,,6.0,,,8.17,1.49,6.0,,1.49,6.0,
3818,2009-10-16,,,,,,,,9.02,1.33,,,1.33,,
3819,2009-10-17,,,,,,,,8.37,1.37,,,1.37,,
3820,2009-10-18,,,,,,,,9.0,1.65,,,1.65,,
3821,2009-10-19,,,,,,,,9.52,1.07,,,1.07,,
3822,2009-10-20,,,,,5.7,,,8.6,0.5,5.7,,0.5,5.7,
3823,2009-10-21,,,,,,,,8.83,1.43,,,1.43,,
3824,2009-10-22,,,,,,,,8.99,1.16,,,1.16,,
3825,2009-10-23,,,,,,,,9.0,1.15,,,1.15,,
3826,2009-10-24,,,,,,,,9.0,1.26,,,1.26,,
3827,2009-10-25,,,,,,,,8.59,1.22,,,1.22,,
3828,2009-10-26,,,,,6.1,,,9.04,1.35,6.1,,1.35,6.1,
3829,2009-10-27,,,,,,,,8.27,1.1,,,1.1,,
3830,2009-10-28,,,,,,,,8.61,0.5,,,0.5,,
3831,2009-10-29,,,,,,,,8.58,1.21,,,1.21,,
3832,2009-10-30,,,,,,,,8.74,1.14,,,1.14,,
3833,2009-10-31,,,,,,,,8.58,1.43,,,1.43,,
3834,2009-11-01,,,,,,,,9.1,1.25,,,1.25,,
3835,2009-11-02,,,,,,,,9.21,1.54,,,1.54,,
3836,2009-11-03,,,,,,,,8.33,1.29,,,1.29,,
3837,2009-11-04,,,,,6.1,,,8.98,1.23,6.1,,1.23,6.1,
3838,2009-11-05,,,,,,,,8.6,1.33,,,1.33,,
3839,2009-11-06,,,,,,,,8.84,1.22,,,1.22,,
3840,2009-11-07,,,,,,,,8.25,1.17,,,1.17,,
3841,2009-11-08,,,,,,,,8.47,1.35,,,1.35,,
3842,2009-11-09,,,,,,,,9.08,1.41,,,1.41,,
3843,2009-11-10,,,,,,,,8.7,1.22,,,1.22,,
3844,2009-11-11,,,,,,,,8.31,1.29,,,1.29,,
3845,2009-11-12,,,,,5.8,,,8.6,1.22,5.8,,1.22,5.8,
3846,2009-11-13,,,,,,,,8.65,1.41,,,1.41,,
3847,2009-11-14,,,,,,,,8.71,1.17,,,1.17,,
3848,2009-11-15,,,,,,,,8.98,1.26,,,1.26,,
3849,2009-11-16,,,,,,,,8.81,1.29,,,1.29,,
3850,2009-11-17,,,,,5.6,,,8.68,1.39,5.6,,1.39,5.6,
3851,2009-11-18,,,,,,,,8.75,1.33,,,1.33,,
3852,2009-11-19,,,,,,,,8.91,1.24,,,1.24,,
3853,2009-11-20,,,,,,,,8.18,1.24,,,1.24,,
3854,2009-11-21,,,,,,,,8.81,1.11,,,1.11,,
3855,2009-11-22,,,,,,,,9.36,1.31,,,1.31,,
3856,2009-11-23,,,,,,,,8.03,1.27,,,1.27,,
3857,2009-11-24,,,,,6.3,,,8.61,1.1,6.3,,1.1,6.3,
3858,2009-11-25,,,,,,,,8.7,1.27,,,1.27,,
3859,2009-11-26,,,,,,,,9.09,1.2,,,1.2,,
3860,2009-11-27,,,,,,,,8.49,1.33,,,1.33,,
3861,2009-11-28,,,,,,,,8.71,1.29,,,1.29,,
3862,2009-11-29,,,,,,,,8.78,,,,,,
3863,2009-11-30,,,,,,,,8.63,1.43,,,1.43,,
3864,2009-12-01,,,,,,,,8.31,1.45,,,1.45,,
3865,2009-12-02,,,,,,,,8.94,1.15,,,1.15,,
3866,2009-12-03,,,,,6.6,,,8.33,1.18,6.6,,1.18,6.6,
3867,2009-12-04,,,,,,,,8.49,1.23,,,1.23,,
3868,2009-12-05,,,,,,,,8.97,1.28,,,1.28,,
3869,2009-12-06,,,,,,,,8.98,1.22,,,1.22,,
3870,2009-12-07,,,,,,,,8.68,1.33,,,1.33,,
3871,2009-12-08,,,,,6.2,,,8.52,1.73,6.2,,1.73,6.2,
3872,2009-12-09,,,,,,,,8.71,1.27,,,1.27,,
3873,2009-12-10,,,,,,,,8.55,1.05,,,1.05,,
3874,2009-12-11,,,,,,,,8.72,0.5,,,0.5,,
3875,2009-12-12,,,,,,,,9.13,1.42,,,1.42,,
3876,2009-12-13,,,,,,,,9.48,0.5,,,0.5,,
3877,2009-12-14,,,,,,,,9.28,1.13,,,1.13,,
3878,2009-12-15,,,,,6.1,,,9.29,1.02,6.1,,1.02,6.1,
3879,2009-12-16,,,,,,,,7.96,1.3,,,1.3,,
3880,2009-12-17,,,,,,,,8.47,1.22,,,1.22,,
3881,2009-12-18,,,,,,,,8.81,0.5,,,0.5,,
3882,2009-12-19,,,,,,,,8.58,0.5,,,0.5,,
3883,2009-12-20,,,,,,,,9.18,0.5,,,0.5,,
3884,2009-12-21,,,,,6.2,,,8.84,0.5,6.2,,0.5,6.2,
3885,2009-12-22,,,,,,,,9.18,1.03,,,1.03,,
3886,2009-12-23,,,,,,,,9.41,1.03,,,1.03,,
3887,2009-12-24,,,,,,,,9.24,1.25,,,1.25,,
3888,2009-12-25,,,,,,,,9.3,1.05,,,1.05,,
3889,2009-12-26,,,,,,,,8.22,1.38,,,1.38,,
3890,2009-12-27,,,,,,,,8.78,1.01,,,1.01,,
3891,2009-12-28,,,,,,,,8.74,0.5,,,0.5,,
3892,2009-12-29,,,,,5.3,,,8.75,0.5,5.3,,0.5,5.3,
3893,2009-12-30,,,,,,,,9.02,1.26,,,1.26,,
3894,2009-12-31,,,,,,,,8.43,1.22826087,,,1.22826087,,
3895,2010-01-01,,,,,,,,8.88,1.43,,,1.43,,
3896,2010-01-02,,,,,,,,8.4,0.5,,,0.5,,
3897,2010-01-03,,,,,,,,8.74,1.18,,,1.18,,
3898,2010-01-04,,,,,,,,9.13,0.5,,,0.5,,
3899,2010-01-05,,,,,,,,8.6,1.08,,,1.08,,
3900,2010-01-06,,,,,6.0,,,8.67,1.15,6.0,,1.15,6.0,
3901,2010-01-07,,,,,,,,8.61,1.03,,,1.03,,
3902,2010-01-08,,,,,,,,8.69,1.19,,,1.19,,
3903,2010-01-09,,,,,,,,8.62,1.18,,,1.18,,
3904,2010-01-10,,,,,,,,8.88,1.06,,,1.06,,
3905,2010-01-11,,,,,,,,9.2,1.06,,,1.06,,
3906,2010-01-12,,,,,,,,7.49,0.5,,,0.5,,
3907,2010-01-13,,,,,,,,10.09,0.5,,,0.5,,
3908,2010-01-14,,,,,,,,9.17,1.05,,,1.05,,
3909,2010-01-15,,,,,,,,8.35,1.14,,,1.14,,
3910,2010-01-16,,,,,,,,8.41,1.15,,,1.15,,
3911,2010-01-17,,,,,,,,8.32,1.12,,,1.12,,
3912,2010-01-18,,,,,,,,8.77,1.05,,,1.05,,
3913,2010-01-19,,,,,,,,9.42,1.24,,,1.24,,
3914,2010-01-20,,,,,,,,9.61,1.22,,,1.22,,
3915,2010-01-21,,,,,6.0,,,8.82,1.16,6.0,,1.16,6.0,
3916,2010-01-22,,,,,,,,10.06,1.28,,,1.28,,
3917,2010-01-23,,,,,,,,9.39,1.18,,,1.18,,
3918,2010-01-24,,,,,,,,8.92,1.22,,,1.22,,
3919,2010-01-25,,,,,,,,9.23,1.16,,,1.16,,
3920,2010-01-26,,,,,,,,9.48,1.26,,,1.26,,
3921,2010-01-27,,,,,2.5,,,9.64,1.38,2.5,,1.38,2.5,
3922,2010-01-28,,,,,,,,9.27,1.42,,,1.42,,
3923,2010-01-29,,,,,,,,9.06,1.12,,,1.12,,
3924,2010-01-30,,,,,,,,9.3,1.33,,,1.33,,
3925,2010-01-31,,,,,,,,8.9,1.05,,,1.05,,
3926,2010-02-01,,,,,,,,9.07,1.18,,,1.18,,
3927,2010-02-02,,,,,,,,9.01,1.11,,,1.11,,
3928,2010-02-03,,,,,3.4,,,9.3,1.31,3.4,,1.31,3.4,
3929,2010-02-04,,,,,,,,9.5,1.28,,,1.28,,
3930,2010-02-05,,,,,,,,9.11,1.01,,,1.01,,
3931,2010-02-06,,,,,,,,9.15,1.06,,,1.06,,
3932,2010-02-07,,,,,,,,9.48,1.06,,,1.06,,
3933,2010-02-08,,,,,,,,9.67,1.18,,,1.18,,
3934,2010-02-09,,,,,,,,9.38,1.19,,,1.19,,
3935,2010-02-10,,,,,4.6,,,9.38,1.15,4.6,,1.15,4.6,
3936,2010-02-11,,,,,,,,9.52,1.17,,,1.17,,
3937,2010-02-12,,,,,,,,9.39,1.02,,,1.02,,
3938,2010-02-13,,,,,,,,9.41,1.19,,,1.19,,
3939,2010-02-14,,,,,,,,9.22,1.03,,,1.03,,
3940,2010-02-15,,,,,,,,9.37,1.07,,,1.07,,
3941,2010-02-16,,,,,4.2,,,9.46,1.08,4.2,,1.08,4.2,
3942,2010-02-17,,,,,,,,9.36,1.01,,,1.01,,
3943,2010-02-18,,,,,,,,9.08,1.2,,,1.2,,
3944,2010-02-19,,,,,,,,9.35,0.5,,,0.5,,
3945,2010-02-20,,,,,,,,8.63,1.03,,,1.03,,
3946,2010-02-21,,,,,,,,9.2,1.03,,,1.03,,
3947,2010-02-22,,,,,,,,9.45,1.14,,,1.14,,
3948,2010-02-23,,,,,,,,9.44,1.12,,,1.12,,
3949,2010-02-24,,,,,,,,9.58,1.2,,,1.2,,
3950,2010-02-25,,,,,6.8,,,9.66,1.26,6.8,,1.26,6.8,
3951,2010-02-26,,,,,,,,9.63,1.12,,,1.12,,
3952,2010-02-27,,,,,,,,9.75,1.09,,,1.09,,
3953,2010-02-28,,,,,,,,9.53,1.08,,,1.08,,
3954,2010-03-01,,,,,6.8,,,9.8,1.12,6.8,,1.12,6.8,
3955,2010-03-02,,,,,,,,9.66,1.06,,,1.06,,
3956,2010-03-03,,,,,,,,9.58,1.12,,,1.12,,
3957,2010-03-04,,,,,,,,9.6,1.29,,,1.29,,
3958,2010-03-05,,,,,,,,9.72,1.0,,,1.0,,
3959,2010-03-06,,,,,,,,10.57,1.13,,,1.13,,
3960,2010-03-07,,,,,,,,9.04,1.23,,,1.23,,
3961,2010-03-08,,,,,,,,9.66,1.24,,,1.24,,
3962,2010-03-09,,,,,,,,9.8,1.23,,,1.23,,
3963,2010-03-10,,,,,,,,10.25,1.2,,,1.2,,
3964,2010-03-11,,,,,8.2,,,9.19,1.21,8.2,,1.21,8.2,
3965,2010-03-12,,,,,,,,8.91,1.2,,,1.2,,
3966,2010-03-13,,,,,,,,9.83,1.12,,,1.12,,
3967,2010-03-14,,,,,,,,9.25,0.5,,,0.5,,
3968,2010-03-15,,,,,,,,10.25,1.3,,,1.3,,
3969,2010-03-16,,,,,,,,8.82,1.2,,,1.2,,
3970,2010-03-17,,,,,7.5,,,9.58,1.17,7.5,,1.17,7.5,
3971,2010-03-18,,,,,,,,9.12,1.01,,,1.01,,
3972,2010-03-19,,,,,,,,9.16,1.17,,,1.17,,
3973,2010-03-20,,,,,,,,9.64,1.18,,,1.18,,
3974,2010-03-21,,,,,,,,8.95,1.28,,,1.28,,
3975,2010-03-22,,,,,,,,9.99,0.5,,,0.5,,
3976,2010-03-23,,,,,5.3,,,9.44,0.5,5.3,,0.5,5.3,
3977,2010-03-24,,,,,,,,9.35,1.02,,,1.02,,
3978,2010-03-25,,,,,,,,9.38,1.15,,,1.15,,
3979,2010-03-26,,,,,,,,9.37,1.13,,,1.13,,
3980,2010-03-27,,,,,,,,8.82,1.35,,,1.35,,
3981,2010-03-28,,,,,,,,9.43,1.06,,,1.06,,
3982,2010-03-29,,,,,,,,9.74,1.05,,,1.05,,
3983,2010-03-30,,,,,5.6,,,9.49,1.09,5.6,,1.09,5.6,
3984,2010-03-31,,,,,,,,9.37,1.24,,,1.24,,
3985,2010-04-01,,,,,,,,8.98,1.07,,,1.07,,
3986,2010-04-02,,,,,,,,8.63,1.07,,,1.07,,
3987,2010-04-03,,,,,,,,9.03,1.21,,,1.21,,
3988,2010-04-04,,,,,,,,9.3,1.2,,,1.2,,
3989,2010-04-05,,,,,,,,9.71,1.17,,,1.17,,
3990,2010-04-06,,,,,9.5,,,9.27,1.3,9.5,,1.3,9.5,
3991,2010-04-07,,,,,,,,8.82,1.17,,,1.17,,
3992,2010-04-08,,,,,,,,8.76,1.28,,,1.28,,
3993,2010-04-09,,,,,,,,9.05,1.26,,,1.26,,
3994,2010-04-10,,,,,,,,8.94,1.07,,,1.07,,
3995,2010-04-11,,,,,,,,9.5,1.34,,,1.34,,
3996,2010-04-12,,,,,,,,9.51,1.23,,,1.23,,
3997,2010-04-13,,,,,8.3,,,9.33,1.1,8.3,,1.1,8.3,
3998,2010-04-14,,,,,,,,9.04,1.15,,,1.15,,
3999,2010-04-15,,,,,,,,8.56,1.34,,,1.34,,
4000,2010-04-16,,,,,,,,9.87,1.15,,,1.15,,
4001,2010-04-17,,,,,,,,8.68,1.19,,,1.19,,
4002,2010-04-18,,,,,,,,9.35,1.43,,,1.43,,
4003,2010-04-19,,,,,,,,9.35,1.08,,,1.08,,
4004,2010-04-20,,,,,,,,9.4,1.12,,,1.12,,
4005,2010-04-21,,,,,7.4,,,9.09,1.16,7.4,,1.16,7.4,
4006,2010-04-22,,,,,,,,8.79,1.26,,,1.26,,
4007,2010-04-23,,,,,,,,10.7,1.27,,,1.27,,
4008,2010-04-24,,,,,,,,9.22,1.25,,,1.25,,
4009,2010-04-25,,,,,,,,9.31,1.17,,,1.17,,
4010,2010-04-26,,,,,,,,9.56,1.04,,,1.04,,
4011,2010-04-27,,,,,8.8,,,8.9,1.2,8.8,,1.2,8.8,
4012,2010-04-28,,,,,,,,9.52,0.5,,,0.5,,
4013,2010-04-29,,,,,,,,9.02,1.11,,,1.11,,
4014,2010-04-30,,,,,,,,8.7,1.25,,,1.25,,
4015,2010-05-01,,,,,,,,9.75,1.22,,,1.22,,
4016,2010-05-02,,,,,,,,8.77,1.22,,,1.22,,
4017,2010-05-03,,,,,,,,9.21,1.08,,,1.08,,
4018,2010-05-04,,,,,,,,9.48,1.0,,,1.0,,
4019,2010-05-05,,,,,7.1,,,8.09,1.06,7.1,,1.06,7.1,
4020,2010-05-06,,,,,,,,9.52,1.08,,,1.08,,
4021,2010-05-07,,,,,,,,8.71,1.19,,,1.19,,
4022,2010-05-08,,,,,,,,9.03,1.14,,,1.14,,
4023,2010-05-09,,,,,,,,9.28,1.26,,,1.26,,
4024,2010-05-10,,,,,,,,8.82,1.38,,,1.38,,
4025,2010-05-11,,,,,,,,9.32,1.08,,,1.08,,
4026,2010-05-12,,,,,6.4,,,9.08,1.15,6.4,,1.15,6.4,
4027,2010-05-13,,,,,,,,8.7,1.21,,,1.21,,
4028,2010-05-14,,,,,,,,9.08,1.25,,,1.25,,
4029,2010-05-15,,,,,,,,9.21,1.04,,,1.04,,
4030,2010-05-16,,,,,,,,8.89,1.23,,,1.23,,
4031,2010-05-17,,,,,,,,9.33,0.5,,,0.5,,
4032,2010-05-18,,,,,,,,8.65,1.25,,,1.25,,
4033,2010-05-19,,,,,,,,9.04,0.5,,,0.5,,
4034,2010-05-20,,,,,7.1,,,8.16,1.23,7.1,,1.23,7.1,
4035,2010-05-21,,,,,,,,9.76,1.14,,,1.14,,
4036,2010-05-22,,,,,,,,9.66,1.09,,,1.09,,
4037,2010-05-23,,,,,,,,9.09,1.21,,,1.21,,
4038,2010-05-24,,,,,,,,9.49,1.03,,,1.03,,
4039,2010-05-25,,,,,6.4,,,9.05,1.1,6.4,,1.1,6.4,
4040,2010-05-26,,,,,,,,9.49,1.02,,,1.02,,
4041,2010-05-27,,,,,,,,9.34,1.39,,,1.39,,
4042,2010-05-28,,,,,,,,8.99,1.08,,,1.08,,
4043,2010-05-29,,,,,,,,9.48,1.11,,,1.11,,
4044,2010-05-30,,,,,,,,9.11,1.36,,,1.36,,
4045,2010-05-31,,,,,,,,9.05,1.04,,,1.04,,
4046,2010-06-01,,,,,6.1,,,9.51,0.5,6.1,,0.5,6.1,
4047,2010-06-02,,,,,,,,6.07,1.1,,,1.1,,
4048,2010-06-03,,,,,,,,9.44,0.5,,,0.5,,
4049,2010-06-04,,,,,,,,8.76,1.13,,,1.13,,
4050,2010-06-05,,,,,,,,8.62,0.5,,,0.5,,
4051,2010-06-06,,,,,,,,8.13,1.48,,,1.48,,
4052,2010-06-07,,,,,,,,8.16,1.05,,,1.05,,
4053,2010-06-08,,,,,,,,8.27,1.07,,,1.07,,
4054,2010-06-09,,,,,5.6,,,8.57,1.02,5.6,,1.02,5.6,
4055,2010-06-10,,,,,,,,8.33,0.5,,,0.5,,
4056,2010-06-11,,,,,,,,8.37,1.03,,,1.03,,
4057,2010-06-12,,,,,,,,8.59,1.1,,,1.1,,
4058,2010-06-13,,,,,,,,8.33,0.5,,,0.5,,
4059,2010-06-14,,,,,,,,8.82,0.5,,,0.5,,
4060,2010-06-15,,,,,5.2,,,8.95,0.5,5.2,,0.5,5.2,
4061,2010-06-16,,,,,,,,8.72,0.5,,,0.5,,
4062,2010-06-17,,,,,,,,8.22,0.5,,,0.5,,
4063,2010-06-18,,,,,,,,8.29,1.17,,,1.17,,
4064,2010-06-19,,,,,,,,8.46,1.01,,,1.01,,
4065,2010-06-20,,,,,,,,7.72,1.02,,,1.02,,
4066,2010-06-21,,,,,,,,8.01,0.5,,,0.5,,
4067,2010-06-22,,,,,,,,8.17,1.08,,,1.08,,
4068,2010-06-23,,,,,4.9,,,8.51,1.03,4.9,,1.03,4.9,
4069,2010-06-24,,,,,,,,8.51,1.21,,,1.21,,
4070,2010-06-25,,,,,,,,8.84,1.12,,,1.12,,
4071,2010-06-26,,,,,,,,8.86,0.5,,,0.5,,
4072,2010-06-27,,,,,,,,8.79,0.5,,,0.5,,
4073,2010-06-28,,,,,,,,9.12,0.5,,,0.5,,
